edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
6,-2.0,1,1,120,5,5,5,1,4,3,3,4,5,1,3,2,4,4,3,4,1,1,2,3,3,3.0,4,3,5,3,5,2,80000.0,1,2,1,2,1,0,1962.0,1988.0,-8.0,1.0,1.0,2,2,4,4,4,4,4,4,4,3,3,86,80,90,75,80.0,70,70,80,65,5,4
6,1992.0,1,0,104,4,-8,4,2,2,2,1,5,4,3,1,3,4,4,4,4,3,3,2,3,3,4.0,3,4,6,5,6,5,100000.0,4,4,1,1,0,1,1974.0,1995.0,6.0,1.0,2.0,1,2,4,3,3,4,2,4,3,2,2,80,80,90,60,70.0,80,90,80,80,1,4
4,1996.0,1,0,120,5,4,4,1,2,4,3,2,5,1,2,3,2,3,3,2,3,1,3,3,2,2.0,1,3,5,5,6,4,30000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,4,4,4,2,4,2,4,5,60,70,50,70,60.0,60,70,50,50,4,4
4,1983.0,4,0,120,5,5,4,1,1,1,1,3,1,1,1,3,5,4,4,4,5,4,2,4,2,5.0,2,3,4,2,7,1,130000.0,3,3,2,2,1,0,1968.0,-2.0,4.0,1.0,1.0,2,1,4,5,-8,5,3,3,3,3,4,-2,80,-2,80,80.0,60,-2,-2,80,5,4
3,-2.0,1,0,118,4,4,5,1,1,1,1,5,1,1,1,4,5,4,4,5,5,5,4,4,1,6.0,1,4,3,2,3,1,7800.0,2,3,1,2,1,0,1949.0,1975.0,3.0,1.0,1.0,3,1,5,5,5,5,2,3,-8,-8,5,90,90,90,90,80.0,90,90,80,90,2,4
4,1993.0,1,0,100,5,4,4,1,4,4,1,4,4,1,1,2,1,3,2,2,2,1,4,3,3,1.0,2,1,6,5,7,5,120000.0,4,3,3,1,1,0,1974.0,1998.0,4.0,1.0,1.0,2,2,4,4,3,4,2,4,3,3,3,80,85,70,78,70.0,70,80,86,75,4,2
8,1960.0,1,0,106,4,4,4,2,1,1,1,4,1,1,1,2,5,4,4,3,5,5,4,3,2,1.0,2,4,5,4,6,4,50000.0,2,3,1,2,1,0,1943.0,1968.0,8.0,4.0,2.0,2,1,4,3,3,4,3,3,-8,3,4,60,60,60,65,73.0,60,65,62,60,6,4
6,1991.0,1,1,110,5,5,5,5,1,1,1,3,3,1,2,4,5,4,5,2,1,2,2,3,3,7.0,2,1,5,5,6,2,80000.0,2,2,0,2,1,0,1982.0,2006.0,4.0,1.0,1.0,2,1,3,3,2,2,2,3,-8,-8,3,98,98,98,80,90.0,90,90,90,80,5,4
3,1970.0,1,0,110,4,4,4,1,3,3,1,5,1,1,1,2,3,1,1,5,5,5,2,4,1,2.0,1,5,6,7,6,7,-2.0,5,2,1,2,0,0,1946.0,-2.0,3.0,1.0,1.0,3,2,3,5,5,5,2,5,3,3,5,70,80,90,70,80.0,60,80,90,75,1,4
12,2001.0,1,0,120,4,4,4,4,2,2,2,4,5,2,1,3,4,4,4,1,3,1,3,4,4,5.0,1,4,4,2,5,2,160000.0,3,3,1,1,1,0,1977.0,2003.0,12.0,4.0,5.0,2,2,3,2,4,4,4,4,2,-8,2,60,50,40,30,50.0,40,60,40,40,5,4
4,1996.0,1,0,110,5,5,5,2,2,2,3,5,5,3,1,4,4,3,3,1,5,1,4,3,2,2.0,1,4,5,3,8,7,60000.0,3,3,1,1,0,0,1981.0,2000.0,4.0,1.0,2.0,2,2,4,4,4,5,4,4,4,4,5,70,85,70,90,90.0,60,60,80,80,4,4
4,-2.0,4,0,140,1,1,2,5,4,4,4,5,1,1,1,5,1,4,4,5,5,5,2,4,1,6.0,1,3,3,3,3,1,80000.0,2,4,1,2,1,0,1933.0,1984.0,3.0,1.0,4.0,1,2,3,3,2,4,5,5,3,3,2,80,90,70,-2,-2.0,70,70,70,80,5,2
4,2001.0,1,1,120,5,5,5,1,1,1,1,3,5,1,2,4,5,4,3,5,4,1,3,2,2,4.0,3,2,3,1,3,1,-2.0,8,2,1,2,1,0,1987.0,2010.0,4.0,1.0,1.0,3,2,4,4,4,5,3,2,2,1,4,80,85,0,70,0.0,50,60,60,60,5,3
6,1995.0,1,0,98,4,5,2,1,1,1,1,5,3,3,1,2,5,2,2,5,2,2,4,3,3,2.0,4,4,7,6,8,7,65000.0,4,4,1,1,1,0,1974.0,2000.0,6.0,1.0,1.0,2,1,4,5,5,4,3,4,3,3,4,80,80,90,90,80.0,80,80,80,80,4,4
4,1954.0,4,0,105,4,5,5,4,4,1,1,5,1,1,1,4,3,4,4,5,4,5,5,4,2,1.0,1,5,5,5,6,5,2000.0,2,3,1,2,1,0,1934.0,1954.0,1.0,1.0,4.0,2,1,-8,2,3,5,3,-8,-8,-8,5,70,75,80,65,75.0,80,65,70,80,1,5
10,1962.0,1,0,100,3,4,3,5,5,5,1,5,1,1,1,4,1,3,3,5,1,5,2,5,5,5.0,1,4,6,3,-8,3,50000.0,1,3,-1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,2,4,4,3,5,2,4,-8,-8,2,80,60,60,50,40.0,50,40,40,60,5,4
3,-2.0,1,0,136,2,3,3,1,1,1,1,4,1,1,1,2,5,5,1,5,3,5,3,4,1,7.0,1,3,1,3,10,1,20000.0,2,2,1,2,1,0,1962.0,1988.0,4.0,1.0,1.0,2,2,4,5,1,3,3,3,3,3,3,100,90,0,50,60.0,80,100,100,100,1,3
7,-2.0,4,0,106,4,4,4,4,2,1,1,5,1,1,1,3,4,4,2,5,2,5,2,4,2,2.0,1,4,5,3,4,1,36000.0,1,3,1,2,1,0,1950.0,1970.0,3.0,1.0,1.0,2,2,4,5,4,5,4,5,5,5,4,95,95,90,95,90.0,90,95,95,90,4,4
4,1960.0,2,1,156,5,5,5,2,2,2,1,4,1,1,1,2,4,3,4,2,5,5,4,2,1,1.0,1,4,5,4,6,2,45000.0,2,3,0,2,1,0,1949.0,1967.0,3.0,1.0,2.0,2,1,4,5,4,5,4,4,4,4,5,80,85,89,92,88.0,88,80,78,88,3,4
4,1976.0,1,1,90,2,2,3,1,2,2,1,5,1,1,1,4,4,4,4,5,5,5,2,4,1,1.0,1,2,1,1,1,1,20000.0,2,1,-1,2,1,0,1959.0,1980.0,6.0,1.0,1.0,3,2,2,4,4,2,2,4,3,-8,5,100,100,60,60,80.0,80,50,100,50,1,2
9,1997.0,4,0,180,4,4,4,5,1,1,5,3,5,1,2,3,5,2,2,4,3,1,4,4,2,1.0,1,2,8,8,8,3,72000.0,5,3,1,1,1,0,1977.0,2001.0,12.0,4.0,5.0,2,1,4,4,4,4,1,5,1,1,3,60,30,30,50,30.0,60,30,50,30,4,4
1,-2.0,1,0,130,2,2,2,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,1,1,8.0,1,1,1,1,2,1,10000.0,2,1,1,2,1,0,1958.0,1983.0,4.0,1.0,1.0,3,2,-8,3,3,2,2,-8,-8,-8,4,60,60,60,80,60.0,60,60,70,65,2,4
1,-2.0,1,0,183,2,2,3,1,1,1,2,4,1,1,2,4,5,4,4,5,5,5,3,4,1,3.0,1,2,2,1,-8,1,0.0,5,2,1,2,1,0,1947.0,1974.0,3.0,1.0,1.0,3,3,3,5,4,5,3,-8,-8,-8,4,50,60,50,50,50.0,40,60,50,60,0,2
4,-2.0,1,0,100,4,4,4,1,2,1,3,4,4,4,1,3,5,4,4,5,5,5,1,4,1,8.0,1,4,6,5,7,4,60000.0,5,3,2,2,1,0,1971.0,1994.0,3.0,1.0,1.0,2,1,3,4,4,4,3,4,3,3,5,0,0,0,0,0.0,0,50,50,50,4,5
6,1975.0,1,0,104,4,4,3,2,1,1,1,3,3,1,2,3,5,3,3,5,5,3,2,2,3,3.0,1,2,4,3,5,3,20000.0,2,3,2,2,1,0,1963.0,1982.0,6.0,1.0,2.0,2,3,4,5,4,2,2,3,-8,-8,5,70,80,80,75,60.0,70,70,80,75,3,4
4,-2.0,1,0,130,4,3,4,2,1,1,1,5,1,1,1,3,5,4,4,2,4,5,4,3,2,3.0,5,4,6,6,5,5,-2.0,5,3,1,2,1,0,1957.0,1970.0,-8.0,1.0,2.0,2,2,4,5,4,3,2,4,3,3,5,80,60,60,80,70.0,60,-3,70,70,5,5
3,1978.0,1,0,140,5,4,4,4,2,2,1,5,2,1,1,1,3,3,2,2,1,2,2,5,2,4.0,3,4,6,5,5,5,110000.0,3,4,1,2,1,0,1963.0,1987.0,9.0,4.0,4.0,2,2,4,4,2,4,2,4,4,-8,2,75,60,65,45,50.0,60,70,60,70,3,4
6,-1.0,1,0,120,2,2,5,2,1,1,1,5,1,1,1,4,5,4,4,5,5,5,2,3,2,6.0,1,3,4,3,3,6,90000.0,2,2,1,2,1,0,1959.0,1986.0,10.0,1.0,2.0,3,1,4,3,3,3,3,3,3,3,2,100,90,90,90,90.0,90,100,100,100,4,4
3,1955.0,1,0,150,3,5,3,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,1,6.0,1,4,1,1,1,1,15000.0,4,2,1,2,1,0,1947.0,1965.0,3.0,1.0,1.0,2,2,2,3,3,4,3,3,3,3,3,100,100,80,100,-2.0,100,100,100,100,3,5
4,-2.0,1,0,150,4,4,4,1,1,1,1,5,3,1,3,4,4,2,2,4,4,4,3,3,1,1.0,1,4,5,4,5,3,40000.0,2,4,1,2,1,0,1972.0,1992.0,3.0,1.0,1.0,2,2,3,4,4,4,4,4,4,4,5,80,80,80,80,80.0,80,80,80,80,4,4
1,-2.0,1,0,100,3,4,3,4,2,2,2,5,1,1,1,4,5,3,4,4,1,5,2,5,2,7.0,1,4,3,1,1,1,12000.0,7,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,4,4,4,5,4,-8,4,5,5,60,80,0,6,0.0,70,60,0,60,3,5
3,-2.0,1,0,132,5,5,3,1,1,1,3,4,5,5,1,3,5,5,4,1,5,1,3,3,1,5.0,2,3,5,-8,9,3,40000.0,3,3,1,2,1,0,1986.0,2007.0,3.0,1.0,1.0,3,2,4,4,2,4,2,4,-8,-8,3,-2,50,80,60,-2.0,100,100,50,30,3,5
3,-2.0,1,0,120,2,2,2,5,1,1,3,4,1,1,1,3,5,4,5,5,1,5,4,3,1,4.0,1,4,5,5,6,5,5100.0,2,2,1,2,1,0,1952.0,1975.0,3.0,1.0,5.0,2,1,4,4,4,5,4,4,3,-8,4,50,50,60,60,65.0,60,60,60,65,2,4
4,-2.0,1,0,90,4,5,4,1,4,4,4,4,2,2,1,2,2,3,3,3,1,3,3,4,3,2.0,2,-8,5,4,6,3,-3.0,5,3,4,1,1,0,1945.0,-2.0,4.0,4.0,2.0,3,1,4,4,4,4,4,4,4,4,4,70,70,50,50,50.0,50,70,80,70,1,4
12,2014.0,1,1,150,5,4,4,5,3,4,4,4,2,2,1,4,2,3,3,4,3,3,3,3,3,4.0,4,4,5,5,4,3,90000.0,2,3,2,2,1,0,1986.0,-2.0,6.0,1.0,5.0,2,2,3,4,5,5,5,5,4,4,4,90,80,90,90,90.0,90,90,90,90,5,4
4,1954.0,1,0,130,4,4,4,2,5,4,5,5,1,1,1,2,1,4,3,3,2,5,5,5,3,2.0,1,4,6,7,6,7,77000.0,1,3,1,2,1,0,1941.0,0.0,4.0,1.0,2.0,2,2,4,4,4,4,2,4,-8,-8,3,80,80,80,80,80.0,80,80,80,80,4,4
5,1999.0,1,0,110,5,4,4,5,4,4,2,5,4,3,1,2,2,2,2,5,2,2,4,4,2,2.0,2,4,5,5,5,5,20000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,4,4,2,4,2,4,5,-8,4,80,80,-2,-2,80.0,75,-2,-2,-2,2,4
4,1988.0,1,0,155,3,5,4,2,3,3,3,3,3,1,1,5,2,3,3,5,5,1,3,3,1,3.0,1,1,2,2,2,1,30000.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,-8,4,4,4,2,4,3,3,3,60,10,0,0,-2.0,40,20,30,10,4,2
3,1991.0,1,1,110,5,5,3,2,1,1,1,5,1,1,1,4,5,4,4,5,4,5,3,4,1,3.0,1,4,5,4,6,4,24000.0,2,3,1,2,1,0,1978.0,1990.0,4.0,1.0,2.0,2,2,4,5,4,5,3,4,-8,-8,4,85,75,80,80,75.0,70,80,65,70,3,4
6,1997.0,1,1,140,5,5,5,1,2,1,1,5,1,1,1,5,4,4,3,5,1,5,2,3,1,5.0,2,4,7,4,8,5,-2.0,6,3,3,1,1,0,1956.0,1979.0,6.0,1.0,1.0,2,1,1,4,4,5,4,5,-8,5,1,50,80,80,80,80.0,50,30,75,20,0,5
6,1978.0,1,1,140,4,5,3,5,1,2,1,5,5,1,1,2,4,4,2,1,1,1,5,4,2,3.0,2,2,7,2,5,1,57000.0,2,2,0,1,1,0,1942.0,1979.0,5.0,1.0,5.0,2,2,4,4,-8,5,3,3,3,5,4,60,60,30,30,60.0,60,40,50,50,4,4
4,1968.0,1,0,150,3,3,5,1,1,1,1,2,1,1,1,4,5,4,4,5,5,5,2,3,1,4.0,1,2,2,2,2,1,8000.0,4,2,1,2,1,0,1954.0,1978.0,3.0,1.0,1.0,2,2,4,2,2,4,2,2,2,2,4,60,50,80,20,10.0,60,0,80,80,2,3
6,1986.0,1,0,140,4,4,4,2,3,3,2,3,3,4,3,3,2,4,3,3,3,4,3,3,3,3.0,2,4,5,5,4,5,50000.0,3,2,1,2,1,0,1972.0,1996.0,4.0,1.0,2.0,2,2,3,4,4,3,2,4,3,2,4,80,80,80,80,80.0,80,80,80,8,4,4
6,1992.0,1,0,110,5,5,2,5,1,1,2,3,2,2,3,3,4,4,4,5,1,2,3,2,2,6.0,1,1,5,1,8,1,80000.0,2,2,1,1,1,0,1971.0,2000.0,4.0,4.0,5.0,3,1,3,2,2,5,1,1,1,1,1,80,50,50,60,60.0,40,30,70,70,3,1
4,1997.0,1,0,90,4,5,2,1,2,2,2,4,1,1,1,4,4,4,2,4,5,5,3,3,1,3.0,1,4,2,2,2,2,-2.0,5,1,2,2,1,0,1982.0,2004.0,4.0,1.0,1.0,3,2,4,4,3,4,3,3,3,3,2,80,90,60,70,80.0,70,60,70,60,0,2
9,-2.0,1,0,90,3,3,3,2,5,2,5,5,1,1,1,1,1,4,4,2,1,5,3,4,2,4.0,2,4,4,5,4,5,48000.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,3,4,3,5,3,3,2,60,60,60,60,60.0,60,60,60,60,5,2
12,1962.0,1,0,115,4,3,3,5,2,2,2,5,1,1,1,5,5,3,5,5,4,5,1,1,1,8.0,1,4,7,6,6,6,50600.0,1,4,1,2,1,0,1945.0,1963.0,3.0,1.0,1.0,1,2,3,5,5,5,3,5,4,3,5,80,80,70,80,70.0,70,80,70,70,5,4
1,-2.0,1,0,130,2,2,3,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,1,4,1,8.0,1,5,-8,-8,-8,-8,0.0,2,1,1,2,1,0,1944.0,1960.0,1.0,1.0,1.0,3,2,5,5,5,5,2,5,5,-8,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,1,5
12,1998.0,4,1,140,4,4,4,1,3,3,2,2,5,1,3,4,2,4,4,3,4,1,4,2,3,2.0,1,4,6,4,7,6,100000.0,3,3,1,1,0,1,1979.0,2006.0,7.0,1.0,1.0,2,2,4,4,3,4,2,4,3,3,3,80,70,70,80,70.0,75,85,90,85,5,4
4,1963.0,1,0,116,3,3,4,1,4,1,1,5,1,1,1,4,2,5,5,5,5,5,2,2,3,6.0,1,4,4,4,5,2,40000.0,2,2,1,2,1,0,1949.0,1969.0,1.0,1.0,1.0,3,2,3,2,2,5,2,4,2,2,5,60,70,30,50,40.0,30,30,50,50,1,4
4,1986.0,1,0,180,5,5,4,1,1,1,2,3,1,1,2,3,4,4,3,4,5,4,3,3,3,4.0,1,4,4,2,6,3,70000.0,2,3,2,2,1,0,1969.0,1993.0,4.0,1.0,1.0,2,1,4,5,5,5,4,5,4,4,5,90,85,90,80,85.0,85,85,85,90,4,4
11,-2.0,4,0,118,4,5,3,4,3,3,2,2,5,2,2,2,2,4,3,2,4,1,2,2,3,3.0,2,4,7,7,8,8,150000.0,4,3,1,1,1,0,1975.0,2001.0,11.0,4.0,4.0,2,2,4,3,3,4,3,4,2,4,3,70,70,75,80,70.0,75,75,75,75,5,4
10,2013.0,1,0,156,3,3,3,5,4,1,2,3,4,2,1,3,1,4,4,5,1,1,2,4,3,6.0,1,3,4,4,4,6,50000.0,4,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,3,2,3,3,3,4,2,4,4,3,3,80,50,50,70,50.0,50,60,70,70,1,4
7,1987.0,1,0,130,1,5,5,2,2,1,3,5,5,1,1,2,5,4,4,1,5,1,2,2,1,6.0,1,2,4,4,4,4,120000.0,3,3,1,2,1,0,1947.0,1987.0,5.0,1.0,2.0,2,2,3,-8,-8,-8,-8,-8,-8,-8,3,50,50,50,50,50.0,50,50,50,50,4,4
3,-2.0,1,0,110,2,4,3,1,1,1,1,5,1,1,1,4,5,3,3,5,5,5,4,4,1,2.0,1,4,2,1,3,1,20000.0,2,2,1,2,1,0,1966.0,1986.0,3.0,1.0,1.0,3,1,3,5,5,5,5,5,4,3,5,70,60,70,60,70.0,50,50,60,70,3,4
7,1967.0,1,0,125,2,3,4,5,3,1,5,5,1,1,1,2,2,3,4,3,1,5,2,4,3,2.0,1,3,3,3,5,2,72000.0,2,3,1,2,1,0,1947.0,1973.0,4.0,1.0,5.0,2,1,3,3,3,5,3,5,-8,-8,3,80,80,70,80,90.0,90,90,80,90,4,5
9,2015.0,1,0,86,4,5,5,2,1,1,1,1,5,1,4,2,4,1,2,1,5,1,2,4,3,4.0,6,1,4,4,5,4,0.0,2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,4,4,2,4,2,4,4,80,80,80,80,80.0,80,80,80,80,1,4
4,-2.0,1,0,160,4,4,4,1,1,1,1,4,1,3,1,5,5,4,4,5,5,5,3,2,1,5.0,1,3,1,1,5,1,20000.0,5,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,2,4,2,4,1,3,3,-8,4,70,80,60,80,70.0,80,80,70,70,3,4
6,1975.0,1,0,110,5,4,4,1,2,2,1,5,1,1,1,5,4,3,3,1,4,5,4,4,1,2.0,2,2,4,5,5,2,20000.0,4,2,2,2,1,0,1962.0,1981.0,3.0,1.0,1.0,3,2,4,4,4,5,4,4,4,4,4,50,0,60,60,40.0,50,30,80,40,3,4
10,-2.0,1,1,120,4,5,4,5,1,1,1,3,5,1,2,4,4,4,4,5,5,1,1,3,1,8.0,1,4,6,5,7,3,60000.0,4,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,3,3,4,2,3,-8,-8,3,80,80,80,80,80.0,80,70,80,80,5,4
6,2012.0,2,0,109,2,5,1,1,1,4,2,2,5,3,5,2,2,4,4,1,3,1,2,3,5,3.0,1,5,3,1,10,5,10000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,2,5,5,4,1,1,1,5,2,60,60,0,50,70.0,60,20,0,60,1,3
1,-2.0,4,0,130,2,3,3,1,1,1,1,2,1,1,3,5,5,5,5,5,5,5,3,4,1,2.0,1,4,7,2,8,-8,3000.0,2,1,1,2,1,0,1937.0,1953.0,1.0,1.0,1.0,3,2,3,5,5,5,3,-8,3,-8,3,80,80,80,80,80.0,80,80,80,80,2,4
4,1969.0,1,0,100,4,5,4,5,1,1,3,3,1,1,2,3,5,4,4,3,3,5,3,4,2,5.0,1,4,5,1,3,1,80000.0,5,2,2,1,1,0,1949.0,1976.0,4.0,1.0,5.0,2,1,4,4,4,3,1,3,3,3,5,75,75,80,80,70.0,90,80,90,70,4,4
4,1987.0,1,0,145,5,5,5,1,3,3,3,4,5,5,2,5,3,3,3,5,5,1,2,3,1,4.0,1,5,5,2,8,3,20000.0,3,3,1,2,0,0,1972.0,1998.0,1.0,1.0,1.0,2,2,3,3,3,3,3,2,2,3,5,100,90,100,100,100.0,100,100,100,100,3,5
12,2008.0,1,0,112,5,5,3,4,1,3,4,3,5,5,3,3,2,4,4,2,2,1,3,3,3,6.0,2,3,4,4,4,4,100000.0,3,2,2,1,1,0,1978.0,2003.0,12.0,4.0,4.0,2,2,3,5,4,5,4,4,4,4,3,80,80,70,80,80.0,80,80,80,80,5,5
3,-2.0,1,0,110,4,3,3,1,1,1,1,5,1,1,1,4,5,4,4,5,5,5,3,2,1,3.0,1,3,4,4,5,4,5000.0,1,2,1,2,1,0,1961.0,1986.0,1.0,1.0,1.0,3,2,4,4,4,4,3,4,4,4,5,70,70,70,65,70.0,70,70,70,60,2,3
1,-2.0,1,0,80,5,4,4,1,1,1,1,4,1,1,1,3,5,3,1,5,5,5,4,4,2,1.0,1,4,4,4,5,2,50000.0,5,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,4,4,4,4,4,4,100,90,80,70,60.0,80,80,80,80,1,4
1,-2.0,1,0,100,2,3,3,1,1,1,1,2,1,1,4,4,4,3,4,5,5,5,3,2,1,2.0,1,4,3,1,3,1,8000.0,2,2,1,2,1,0,1948.0,1971.0,1.0,1.0,1.0,3,2,4,3,4,4,3,3,4,4,2,100,80,50,60,50.0,50,30,70,70,2,3
4,-2.0,1,0,120,4,4,4,1,2,2,2,4,2,1,1,3,4,3,3,4,4,5,4,3,2,2.0,1,4,4,3,4,2,20000.0,5,2,1,2,1,0,1975.0,1999.0,4.0,1.0,1.0,2,2,4,4,4,4,3,3,3,-8,4,80,85,80,70,75.0,80,75,87,89,2,4
6,1999.0,4,0,150,5,5,4,2,4,4,1,3,4,1,2,3,1,3,2,1,1,1,4,3,4,2.0,1,4,4,3,5,3,100000.0,3,3,1,1,1,0,1986.0,2007.0,7.0,1.0,2.0,3,2,4,4,4,5,4,4,3,4,3,80,70,70,60,70.0,60,40,60,60,5,5
3,-2.0,1,0,120,2,2,3,1,1,1,1,4,1,1,1,3,5,4,2,2,1,5,4,3,1,2.0,1,3,3,3,5,3,20000.0,4,2,1,2,1,0,1967.0,1988.0,3.0,1.0,1.0,3,2,4,4,3,4,2,4,3,-8,4,80,80,60,90,70.0,70,50,70,80,2,4
3,1976.0,1,0,100,4,3,3,1,1,1,1,4,1,1,1,1,4,2,2,4,5,5,5,5,1,3.0,1,4,5,1,6,1,25000.0,2,2,2,2,1,0,1962.0,1986.0,3.0,1.0,1.0,2,2,4,4,3,5,3,3,-8,-8,4,80,80,80,80,80.0,80,87,76,60,2,5
6,2010.0,2,0,150,2,5,4,1,2,2,1,4,5,4,1,3,4,4,3,2,3,1,3,4,2,3.0,4,2,3,2,7,2,-2.0,4,3,1,1,1,0,1993.0,2012.0,6.0,2.0,1.0,2,2,3,2,2,2,2,4,2,2,2,70,40,20,30,20.0,60,30,70,60,0,4
3,-2.0,1,0,125,4,4,3,1,1,1,1,4,1,1,2,3,5,3,4,5,5,5,2,3,1,6.0,2,2,4,2,5,5,3000.0,2,3,1,2,1,0,1959.0,1985.0,3.0,1.0,1.0,2,1,4,4,4,5,3,5,-8,-8,5,60,60,80,70,70.0,70,70,50,80,2,4
4,1980.0,2,0,100,5,4,4,1,3,3,1,4,1,1,1,4,3,4,4,2,5,5,3,4,2,2.0,1,4,5,5,6,2,20000.0,2,3,1,2,1,0,1962.0,1986.0,4.0,2.0,1.0,2,2,4,4,4,4,4,4,-8,-8,4,70,60,70,80,80.0,80,80,70,80,2,3
6,1982.0,1,0,116,3,5,3,2,1,1,1,4,3,1,1,4,5,4,4,5,5,2,1,3,2,8.0,1,4,1,1,1,3,24000.0,3,2,0,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,3,3,3,2,3,-8,-8,3,60,60,60,60,60.0,60,60,60,60,6,4
4,2014.0,1,0,98,3,5,2,1,1,2,1,4,4,1,1,2,5,4,4,5,4,4,2,2,2,5.0,6,2,2,1,7,5,-2.0,8,2,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,2,2,2,3,4,2,2,2,50,60,40,50,30.0,40,60,50,40,1,2
1,-2.0,1,0,130,4,4,4,1,1,1,1,4,1,1,2,4,5,4,4,5,5,5,2,3,1,5.0,1,4,3,4,3,3,-2.0,4,2,1,2,1,0,1975.0,-2.0,-8.0,1.0,1.0,3,1,3,3,3,3,2,-8,-8,-8,4,70,70,70,70,70.0,70,70,70,70,0,4
1,-2.0,1,0,126,2,1,5,1,1,1,1,4,1,1,1,3,5,1,1,5,5,5,5,4,1,1.0,1,4,5,5,6,1,60000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,4,5,3,-8,4,4,5,100,80,80,80,-2.0,80,80,80,80,3,4
10,1997.0,1,0,130,3,5,5,2,2,2,1,4,4,1,1,1,4,3,4,4,3,1,2,2,2,5.0,1,3,5,5,6,5,40000.0,5,3,1,2,1,0,1981.0,2004.0,6.0,1.0,1.0,2,-8,3,4,3,4,5,3,-8,-8,3,80,50,50,50,60.0,50,50,80,80,3,4
4,1972.0,4,0,150,5,4,4,1,1,1,1,3,1,1,2,3,4,3,4,5,1,5,4,3,2,5.0,1,5,5,4,6,2,42000.0,6,3,1,2,1,0,1957.0,1979.0,6.0,1.0,1.0,2,1,4,5,5,5,4,4,4,4,5,89,75,88,87,80.0,88,80,78,90,3,5
6,-2.0,1,1,121,4,4,4,1,1,2,2,4,1,1,1,2,4,3,3,5,2,5,4,3,2,3.0,2,2,5,4,5,4,60000.0,2,3,1,2,1,0,1967.0,1990.0,4.0,1.0,1.0,2,2,3,4,4,5,3,5,5,5,2,80,80,80,80,80.0,80,80,80,80,0,4
3,1981.0,1,0,110,3,5,2,1,1,1,1,4,1,1,1,4,5,5,5,5,5,5,3,3,1,7.0,1,2,2,4,5,2,24000.0,3,2,1,2,1,0,1971.0,1993.0,3.0,1.0,1.0,3,3,2,5,2,5,2,2,2,2,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,1,2
3,1947.0,1,0,140,2,2,2,4,1,1,5,5,1,1,1,1,5,4,5,1,1,5,1,4,1,8.0,2,2,6,7,4,1,48000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,1,4,4,3,2,3,4,3,1,50,50,70,50,50.0,50,60,80,80,6,5
4,-2.0,1,0,120,2,2,3,2,1,1,1,3,1,1,2,5,5,5,5,5,5,5,1,5,-8,8.0,6,4,5,5,-8,2,30000.0,2,3,1,2,1,0,1951.0,-2.0,1.0,1.0,1.0,2,3,3,4,4,4,2,4,4,4,5,80,50,60,80,80.0,60,60,80,80,4,4
3,1981.0,1,0,125,1,1,3,1,1,1,1,4,1,1,1,5,5,4,5,5,5,5,1,4,1,8.0,2,3,4,4,4,3,72000.0,3,2,1,2,1,0,1967.0,1989.0,3.0,1.0,1.0,3,3,4,4,4,5,3,3,3,-8,5,60,60,70,70,70.0,50,50,60,50,1,3
4,1982.0,1,0,160,4,5,4,1,5,2,1,5,1,4,1,3,1,4,4,3,1,5,2,2,2,5.0,3,4,8,6,9,4,160000.0,6,3,3,2,1,0,1966.0,1992.0,4.0,1.0,1.0,2,1,3,4,-8,5,2,4,-8,-8,3,80,80,70,80,70.0,80,60,60,70,4,5
