survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
1,27,79,119,2,1977,1,1,1,4,4.0,1993.0,0,1,60.0,0,0,0,0,0,0,0,0,1,165,130,4,5,3,1,2.0,1,1,1,5,1,1,1,5,3,5,4,4,4,5,2,5,5,5,3,2,1,2.0,5.0,1,3,1,3,3,3,6,0.0,0.0,0.0,0.0,2,2,2,2,5000.0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,1999.0,1975.0,1999.0,4.0,1.0,1.0,5000.0,5.0,0.0,0.0,-2,3,1,2,1950,3,1,2,3,2,4,-8,30000.0,4,2,2,2,5,4,3,3,2,4,3,3,1,3,60,60,50,60,50.0,60,60,60,60,6,2015,3,10,7,2,5,1,2
1,12,32,59,2,1994,1,1,1,9,4.0,2014.0,0,1,23.0,0,0,0,0,1,0,0,0,0,163,96,4,4,3,2,1.0,2,2,3,4,4,2,1,3,2,3,4,3,3,1,3,5,4,1,2,3,3,2.0,3.0,2,2,4,2,5,3,6,0.0,0.0,0.0,0.0,1,2,2,2,30000.0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,3,1,1,1963,3,1,1,3,2,3,-8,50000.0,3,3,-8,-8,5,5,3,4,3,2,-8,3,2,2,90,50,40,50,60.0,30,50,50,40,0,2015,3,18,8,5,7,1,3
2,2,5,12,1,1960,8,1,1,3,4.0,-2.0,5000,1,110.0,0,1,1,0,0,0,0,0,0,160,120,5,4,4,1,1.0,1,1,1,4,1,1,1,5,3,5,5,3,3,5,5,5,5,5,4,2,1,1.0,1.0,2,4,5,4,4,4,3,0.0,0.0,0.0,0.0,1,1,2,2,10000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1985.0,1965.0,1985.0,3.0,1.0,1.0,5000.0,3.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,3,4,3,10000.0,5,4,4,3,5,-8,2,2,2,-8,-8,-8,1,5,80,70,70,80,80.0,80,70,80,80,6,2015,3,11,8,2,3,2,4
1,1,1,4,2,1956,1,1,1,4,4.0,-3.0,24240,1,43.0,0,1,1,1,0,0,0,0,0,172,150,3,5,5,2,1.0,3,3,-8,4,1,-8,1,5,4,1,5,4,4,5,1,5,5,5,3,4,1,5.0,5.0,1,3,4,1,-8,1,1,9.0,31.0,1.0,3.0,1,2,2,2,65040.0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0.0,3,1981.0,1954.0,1981.0,3.0,1.0,2.0,40800.0,5.0,0.0,0.0,-2,1,1,16,-2,1,1,16,3,2,3,3,100000.0,3,3,3,3,3,3,3,4,2,2,-8,-8,1,3,85,78,65,80,80.0,87,70,80,70,2,2015,3,16,9,4,3,4,4
1,21,64,101,2,1988,1,1,1,10,4.0,2010.0,20000,1,99.0,0,1,1,0,0,0,0,0,0,160,100,4,4,4,1,1.0,4,4,4,3,3,1,2,3,4,1,4,3,3,3,1,4,4,1,2,3,4,1.0,2.0,1,4,7,5,9,3,1,3.0,2.0,1.0,3.0,1,2,2,2,70000.0,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2012.0,1986.0,2012.0,7.0,1.0,1.0,50000.0,1.0,3.0,1.0,1958,4,1,2,1958,4,1,2,3,2,4,3,36000.0,4,4,4,4,4,4,3,4,3,3,-8,3,3,4,65,70,70,70,60.0,50,70,50,50,3,2015,3,21,7,6,6,3,4
1,21,61,97,1,1957,1,1,1,1,5.0,-2.0,15000,1,90.0,0,1,0,0,0,0,0,0,0,161,140,2,5,2,2,1.0,1,1,1,5,1,1,1,5,2,5,5,4,-8,5,5,5,5,5,4,3,1,1.0,-8.0,2,1,1,3,-8,2,3,0.0,0.0,0.0,0.0,1,2,-8,-8,60000.0,4,2,2,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1982.0,1955.0,1982.0,6.0,4.0,2.0,15000.0,1.0,5.0,1.0,1930,1,4,3,1935,2,1,2,3,3,4,2,10000.0,4,4,3,3,4,4,3,-8,-8,-8,-8,-8,3,4,-2,70,60,70,60.0,-2,70,-2,60,5,2015,3,12,7,3,3,3,4
2,6,12,28,1,1971,1,1,1,3,2.0,-2.0,0,1,70.0,0,1,0,0,0,0,0,0,0,170,140,5,5,3,1,1.0,1,1,1,3,3,1,2,5,1,5,5,3,1,4,5,5,5,2,5,5,1,1.0,1.0,2,3,3,3,3,3,5,0.0,0.0,0.0,0.0,1,1,2,2,0.0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,1,1,2,-2,1,1,2,3,2,4,2,-2.0,4,4,4,4,4,4,2,-8,3,4,-8,-8,2,5,75,-2,-2,60,60.0,50,60,0,0,5,2015,3,17,8,4,5,1,2
2,31,88,133,2,1945,1,1,1,3,4.0,1957.0,0,1,40.0,0,1,0,0,0,0,0,0,0,167,150,4,5,4,1,1.0,1,1,4,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,3,4,1,1.0,1.0,1,4,10,5,5,1,4,0.0,0.0,0.0,0.0,1,1,2,2,36000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,3,1,0.0,3,1977.0,1943.0,1977.0,6.0,1.0,2.0,36000.0,5.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,1,4,2,3600.0,5,4,4,2,4,3,2,4,2,2,2,4,2,5,80,70,70,80,80.0,80,80,80,80,0,2015,3,15,8,4,2,1,5
2,6,17,33,2,1970,1,1,1,3,4.0,1983.0,10000,1,300.0,0,0,1,0,0,0,0,0,0,165,104,5,4,4,1,1.0,1,1,1,2,1,1,3,5,5,5,5,4,4,5,1,5,3,5,4,4,1,1.0,5.0,4,2,7,7,8,5,3,0.0,0.0,0.0,0.0,1,1,2,2,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1989.0,1969.0,1989.0,4.0,1.0,1.0,40000.0,3.0,0.0,0.0,-2,1,1,16,-2,2,1,16,2,2,4,2,20000.0,2,2,3,3,2,3,3,3,3,3,3,3,3,4,60,60,60,60,60.0,60,60,60,60,1,2015,3,8,8,2,4,2,4
2,31,86,129,2,1985,1,1,1,4,4.0,1999.0,0,1,71.0,0,0,1,0,0,0,0,0,0,164,135,4,5,5,1,1.0,1,1,3,3,5,5,2,5,3,4,3,4,2,3,5,4,5,1,4,-8,1,7.0,2.0,2,1,8,5,8,2,4,0.0,0.0,0.0,0.0,2,2,2,2,25000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2005.0,1984.0,2005.0,4.0,4.0,1.0,25000.0,3.0,0.0,0.0,-2,3,1,2,-2,3,1,2,2,1,4,-8,100000.0,1,1,4,3,3,1,1,1,4,-8,-8,-8,-8,5,50,40,100,0,0.0,20,0,100,60,2,2015,3,14,8,4,6,1,5
1,12,34,63,2,1938,1,1,1,3,2.0,-2.0,-3,1,80.0,0,1,0,0,0,0,0,0,0,150,130,3,4,4,2,1.0,1,1,1,4,1,1,4,5,4,5,4,4,3,4,4,5,5,5,3,3,2,1.0,3.0,2,4,4,5,5,6,5,0.0,0.0,0.0,0.0,1,1,2,2,-3.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,3,0.0,3,-3.0,1937.0,-3.0,3.0,1.0,2.0,10000.0,5.0,0.0,0.0,-3,1,1,2,-3,1,1,2,2,1,3,2,120000.0,4,4,4,3,4,4,3,4,4,4,4,4,3,4,50,60,60,55,50.0,60,50,50,55,2,2015,3,17,8,4,1,0,5
1,1,1,6,2,1976,1,1,1,12,4.0,1999.0,0,4,90.0,0,0,1,1,0,0,0,0,0,160,120,5,5,5,2,3.0,4,4,4,4,4,4,5,3,3,2,3,2,3,1,1,3,5,1,2,3,4,7.0,4.0,3,4,6,4,8,3,4,0.0,0.0,0.0,0.0,1,1,1,1,300000.0,3,3,-3,1,1,0,0,0,0,0,0,0,0,1,0,1.0,3,-3.0,1981.0,-3.0,9.0,1.0,2.0,300000.0,1.0,-8.0,1.0,-2,2,1,2,-2,6,4,16,2,2,3,-8,500000.0,2,2,2,2,5,5,2,4,2,2,-8,2,1,3,90,70,80,80,70.0,70,60,60,70,1,2015,3,9,8,2,5,1,5
1,5,8,23,2,1938,1,1,1,1,5.0,-2.0,13000,1,64.0,0,0,0,1,0,0,0,0,0,162,130,4,4,5,2,2.0,2,1,3,4,1,1,1,5,4,5,5,4,4,4,3,5,5,5,2,4,1,7.0,7.0,1,2,5,4,5,6,4,0.0,0.0,0.0,0.0,1,1,2,2,90000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,3,4,2,30000.0,5,4,3,2,5,3,2,4,4,3,3,3,1,4,20,30,20,50,30.0,60,40,50,60,3,2015,3,12,7,3,1,3,5
2,6,16,32,1,1968,1,1,1,3,4.0,-2.0,80000,1,120.0,1,0,0,0,0,0,0,0,0,170,110,4,4,4,1,1.0,1,1,1,5,1,1,1,5,1,5,5,4,4,5,5,5,5,5,2,1,1,5.0,5.0,1,4,6,6,6,6,3,0.0,0.0,0.0,0.0,1,2,2,2,100000.0,7,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1989.0,1970.0,1989.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,-2,-8,1,2,1941,1,1,2,2,2,4,2,100000.0,4,4,4,4,4,4,2,2,1,1,-8,-8,1,4,70,80,70,70,80.0,80,70,80,70,6,2015,3,10,8,2,4,5,4
2,5,9,25,2,1972,-8,1,1,4,2.0,1986.0,20000,1,120.0,0,1,1,0,0,0,0,0,0,158,110,4,4,3,1,1.0,1,1,1,5,1,2,1,4,4,5,4,4,4,4,4,4,4,5,3,3,1,2.0,2.0,4,5,5,6,4,4,3,0.0,0.0,0.0,0.0,1,2,2,2,40000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1992.0,1969.0,1992.0,3.0,1.0,1.0,20000.0,3.0,0.0,0.0,1940,12,4,1,1941,3,1,2,2,2,3,2,60000.0,4,4,3,3,4,3,3,4,3,2,2,2,1,4,80,80,80,80,80.0,80,80,80,80,4,2015,3,10,8,2,5,3,5
2,10,24,46,1,1950,4,0,7,3,2.0,-2.0,2000,1,60.0,0,1,0,0,0,0,0,0,0,160,130,2,3,4,1,1.0,1,1,1,2,1,1,3,5,5,5,5,5,5,5,5,5,5,5,2,3,1,3.0,3.0,1,4,5,5,5,3,3,0.0,0.0,0.0,0.0,1,2,2,2,2960.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,3,0.0,3,1976.0,1952.0,1976.0,1.0,1.0,1.0,960.0,3.0,0.0,0.0,-2,2,1,4,-2,1,1,2,2,2,3,2,10000.0,4,4,4,4,4,4,4,4,4,4,4,4,2,5,80,80,80,80,80.0,80,80,80,80,0,2015,3,15,7,4,2,2,4
1,29,82,125,1,1966,1,1,1,10,4.0,1990.0,60000,4,95.0,0,1,0,0,0,0,0,0,0,168,120,5,4,4,4,2.0,5,4,2,4,5,2,1,5,4,1,4,2,2,2,2,5,5,1,3,4,4,6.0,4.0,1,4,6,4,7,2,1,3.0,25.0,1.0,2.0,1,1,2,2,120000.0,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1.0,3,1990.0,1966.0,1990.0,10.0,4.0,4.0,48000.0,1.0,3.0,1.0,1942,3,1,1,1943,3,1,15,1,1,4,2,100000.0,4,3,-8,-8,5,2,1,3,2,1,-8,1,1,4,60,70,70,70,70.0,70,60,80,80,2,2015,3,10,7,2,4,5,4
1,12,32,59,2,1965,1,1,4,6,4.0,-2.0,24000,1,34.0,0,0,0,0,0,0,0,0,1,158,120,3,4,5,5,1.0,5,2,1,5,5,1,1,5,3,1,5,3,3,5,3,5,5,1,3,4,2,7.0,3.0,1,3,4,4,4,4,1,5.0,20.0,2.0,4.0,1,1,1,1,84000.0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,1,1942,3,1,1,3,2,3,2,10000000.0,4,-8,-8,-8,5,4,3,3,3,3,3,3,2,2,-2,80,-2,70,-2.0,80,-2,-2,-2,0,2015,3,18,8,5,4,6,4
2,28,81,121,2,1969,1,1,1,3,2.0,-2.0,5000,1,120.0,0,0,1,0,0,0,0,0,0,159,80,3,4,4,1,1.0,2,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,4,3,2,1.0,2.0,2,4,5,4,6,4,4,0.0,0.0,0.0,0.0,1,2,2,2,50000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1989.0,1965.0,1989.0,3.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,7,1,-8,-2,-8,-8,-8,2,1,3,3,20000.0,5,3,4,3,5,4,2,4,4,3,3,3,1,3,90,80,-2,-2,70.0,70,70,70,75,2,2015,3,16,7,4,4,2,4
2,5,8,24,2,1987,1,-8,1,3,4.0,-2.0,30000,1,84.0,0,1,0,0,0,0,0,0,0,140,86,4,4,4,1,1.0,1,1,1,5,5,1,1,4,3,3,3,3,1,2,2,5,5,1,3,3,1,1.0,1.0,6,4,4,2,4,2,3,0.0,0.0,0.0,0.0,1,2,2,2,30000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2007.0,1982.0,2007.0,3.0,1.0,1.0,30000.0,3.0,0.0,0.0,-2,3,1,2,-2,1,1,15,2,2,4,3,100000.0,4,4,4,4,4,4,4,4,3,-8,-8,-8,2,4,80,60,50,70,100.0,50,70,80,80,3,2015,3,10,8,2,6,4,4
2,19,56,90,2,1956,1,1,3,1,5.0,-2.0,-2,1,60.0,0,0,0,0,0,0,0,0,0,150,102,4,5,3,1,1.0,3,1,1,5,1,1,1,4,3,4,5,4,4,4,2,5,2,5,3,3,2,7.0,2.0,3,2,5,4,-8,7,1,5.0,12.0,1.0,4.0,1,1,2,2,-2.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1978.0,1950.0,1978.0,1.0,1.0,1.0,-2.0,1.0,5.0,1.0,-2,-8,1,2,-2,1,1,2,3,1,5,2,-2.0,3,4,4,4,5,5,2,-8,4,-8,5,-8,1,4,80,80,70,70,80.0,70,70,70,80,3,2015,3,9,7,2,3,0,3
2,22,67,107,2,1963,8,1,1,3,2.0,-2.0,6000,1,130.0,0,0,1,0,0,0,0,0,0,148,118,5,5,3,1,1.0,1,1,1,5,1,1,1,5,4,4,5,4,5,5,5,5,5,5,2,3,1,1.0,6.0,2,2,5,1,6,1,3,0.0,0.0,0.0,0.0,1,1,2,2,7000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1988.0,1963.0,1988.0,4.0,1.0,1.0,1000.0,4.0,0.0,0.0,1932,1,1,2,1942,1,1,2,2,1,3,2,-2.0,2,1,3,1,5,3,1,3,3,3,-8,-8,3,4,60,60,70,70,70.0,60,70,60,60,1,2015,3,14,7,4,4,2,4
1,12,34,63,2,1932,1,0,8,14,-8.0,-2.0,60000,4,130.0,0,1,0,0,0,0,0,0,0,140,125,3,4,4,2,1.0,2,2,2,3,1,1,4,4,4,4,3,4,4,4,2,5,5,5,2,5,2,6.0,6.0,2,2,6,7,6,5,5,0.0,0.0,0.0,0.0,1,1,2,2,2000000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,2,2,0.0,7,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,-2,1,1,2,1,2,3,2,120000.0,4,4,3,4,4,3,3,3,3,2,5,4,3,3,80,80,86,90,70.0,70,80,80,70,1,2015,3,15,8,4,1,5,5
1,22,67,107,2,1943,1,1,1,4,2.0,1959.0,21600,1,60.0,0,0,0,1,0,0,0,0,0,154,120,2,4,2,4,1.0,1,1,1,4,2,1,1,5,5,4,5,4,2,2,5,5,4,3,4,4,2,2.0,7.0,2,2,4,3,4,2,5,0.0,0.0,0.0,0.0,1,1,2,2,21600.0,2,2,1,2,0,1,0,0,0,0,0,0,0,3,3,0.0,3,1964.0,1938.0,1964.0,3.0,4.0,1.0,0.0,5.0,0.0,0.0,-2,-8,-8,16,1922,1,1,2,3,2,4,-8,30000.0,4,3,3,3,4,4,4,4,-8,-8,-8,-8,1,2,100,100,100,100,100.0,100,100,100,100,3,2015,3,14,7,4,2,3,3
1,15,40,71,1,1989,1,1,1,10,4.0,2011.0,80000,1,125.0,0,0,0,0,1,0,0,0,0,178,170,5,5,4,2,2.0,1,2,2,2,5,4,3,4,4,4,5,3,4,3,3,5,5,1,3,4,2,7.0,3.0,2,4,5,2,7,3,1,1.0,5.0,1.0,4.0,1,2,2,2,100000.0,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0.0,3,2015.0,1989.0,2015.0,10.0,1.0,2.0,20000.0,1.0,1.0,1.0,1964,6,1,6,1967,6,1,7,1,1,3,2,200000.0,4,4,5,4,5,4,4,3,3,4,-8,4,3,1,80,90,80,85,90.0,86,93,80,70,4,2015,3,14,7,4,6,5,5
1,18,55,89,1,1988,1,1,1,6,4.0,2007.0,20000,1,84.0,0,0,0,0,0,0,0,0,1,170,110,5,5,3,1,2.0,1,1,1,5,5,1,1,4,4,5,5,4,3,2,4,5,5,1,2,5,2,7.0,3.0,2,2,4,3,7,3,1,2.0,3.0,1.0,2.0,1,2,2,2,5000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955,4,1,2,1955,1,1,2,2,2,3,2,100000.0,3,3,3,3,5,3,3,4,3,3,3,3,1,2,60,70,40,50,60.0,70,60,80,60,5,2015,3,11,7,2,6,3,4
1,2,4,11,2,1978,1,1,1,6,4.0,-2.0,10000,1,200.0,0,0,1,0,0,0,0,0,0,162,110,5,4,4,5,1.0,1,1,1,5,1,1,1,4,4,5,5,4,3,5,5,5,4,5,3,2,2,6.0,5.0,1,3,5,4,7,4,1,5.0,1.0,1.0,3.0,1,1,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2000.0,1976.0,2000.0,3.0,1.0,5.0,10000.0,5.0,0.0,0.0,-2,4,4,1,-2,1,1,2,2,1,4,2,50000.0,5,4,4,4,5,3,3,4,3,4,4,4,1,3,100,80,80,80,60.0,80,80,80,80,5,2015,3,13,8,3,5,2,4
1,4,7,15,2,1980,1,1,2,10,4.0,2001.0,50000,1,15.0,0,0,0,0,0,0,0,0,1,160,90,5,5,4,2,3.0,2,3,2,4,5,2,1,3,3,3,5,1,2,1,3,4,5,1,4,3,3,4.0,3.0,1,4,3,3,8,2,1,3.0,10.0,1.0,3.0,1,1,2,2,90000.0,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,3,2013.0,1978.0,2013.0,7.0,1.0,1.0,40000.0,1.0,3.0,1.0,1955,6,4,9,1956,3,1,9,1,1,3,2,100000.0,4,2,4,1,4,4,4,4,2,2,4,4,2,3,70,70,70,80,80.0,70,70,80,80,2,2015,4,12,10,3,5,5,3
2,18,52,85,2,1945,1,1,1,1,5.0,-2.0,0,1,200.0,0,0,0,1,0,0,0,0,0,157,120,3,3,4,1,2.0,1,1,1,4,1,1,1,5,4,5,5,4,5,5,5,5,5,5,3,5,1,1.0,7.0,1,3,5,5,6,4,4,0.0,0.0,0.0,0.0,1,1,2,2,30000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,2,0.0,7,1961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,2,3,2,20000.0,5,4,4,4,5,3,3,3,3,3,3,3,1,5,80,80,80,60,80.0,70,80,80,70,1,2015,3,14,7,4,2,1,4
1,21,61,97,1,1966,1,1,1,1,5.0,-2.0,-3,1,130.0,0,1,0,0,0,0,0,0,0,168,120,5,5,3,1,3.0,1,1,1,3,3,3,2,5,4,5,5,4,4,4,4,4,5,5,4,3,3,2.0,2.0,2,2,6,5,-8,4,1,2.0,-1.0,1.0,4.0,1,1,1,1,-3.0,4,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2.0,3,1997.0,1969.0,1997.0,4.0,1.0,1.0,-3.0,1.0,2.0,1.0,-2,1,1,2,-2,1,1,2,3,-8,3,2,-2.0,3,3,3,3,3,3,3,-8,3,-8,-8,-8,3,3,90,80,80,80,70.0,70,70,80,80,6,2015,3,20,7,5,4,0,3
2,13,37,68,2,1970,1,1,1,4,4.0,1986.0,12000,1,120.0,0,0,0,0,1,0,0,0,0,158,110,3,2,3,1,1.0,2,1,1,4,1,5,1,5,4,4,5,4,4,4,4,5,1,5,2,3,1,5.0,5.0,1,3,5,6,7,3,1,3.0,10.0,1.0,3.0,1,1,2,2,20000.0,6,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,1995.0,1970.0,1995.0,4.0,1.0,1.0,8000.0,1.0,5.0,2.0,1935,1,1,2,1937,1,1,2,3,1,4,3,30000.0,4,4,4,4,4,4,2,4,4,4,-8,-8,2,5,90,90,40,90,60.0,90,80,70,90,1,2015,3,12,9,3,4,3,4
2,26,74,114,2,1942,1,1,1,1,5.0,-2.0,10000,1,300.0,0,1,0,0,0,0,0,0,0,160,120,1,2,3,4,1.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,1,1,3.0,3.0,1,3,5,3,5,3,5,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,-2.0,1942.0,-2.0,4.0,1.0,4.0,10000.0,5.0,0.0,0.0,-2,1,1,16,-2,1,1,16,2,1,3,2,-2.0,3,3,3,3,4,4,2,4,2,2,2,2,1,3,50,50,60,60,50.0,70,50,60,50,5,2015,3,14,8,4,2,2,3
2,19,56,90,1,1986,8,1,1,3,4.0,-2.0,35000,1,20.0,0,0,0,0,0,0,0,0,1,164,140,4,5,5,5,1.0,1,1,3,5,2,1,1,5,3,5,5,4,4,2,5,5,5,3,3,2,1,4.0,4.0,1,2,5,5,6,5,1,3.0,2.0,1.0,3.0,1,1,2,2,35000.0,3,1,0,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2012.0,1992.0,2012.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,3,1,2,-2,1,1,2,3,2,2,2,100000.0,4,3,4,4,3,3,2,2,2,-8,-8,-8,1,3,80,80,60,90,70.0,80,80,90,90,3,2015,3,19,7,5,6,4,3
2,28,81,123,1,1953,1,1,1,3,3.0,-2.0,2000,1,50.0,0,1,0,0,0,0,0,0,0,170,110,2,2,2,4,1.0,1,1,1,4,1,1,1,4,3,5,5,3,3,5,5,5,5,5,2,4,1,3.0,3.0,2,3,5,6,6,3,4,0.0,0.0,0.0,0.0,2,2,2,2,2000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,1,4,2,8000.0,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,3,5,80,80,90,80,80.0,80,80,80,80,3,2015,3,11,7,2,3,2,4
1,7,18,39,1,1969,1,1,1,11,4.0,2012.0,60000,4,95.0,0,1,0,0,0,0,0,0,0,170,160,5,5,5,2,1.0,1,1,1,5,5,5,1,5,5,5,4,4,3,2,2,3,5,1,2,4,4,7.0,3.0,6,3,5,2,7,2,1,3.0,27.0,1.0,3.0,1,1,1,1,120000.0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0.0,3,1997.0,1974.0,1997.0,11.0,4.0,2.0,60000.0,1.0,3.0,1.0,1942,3,1,2,1946,3,1,2,2,2,4,2,150000.0,4,4,-8,-8,5,5,3,5,5,5,-8,4,2,3,100,70,80,50,70.0,50,80,60,60,2,2015,3,16,8,4,4,5,4
2,22,65,103,2,1948,8,1,1,1,5.0,-2.0,0,1,90.0,0,0,1,0,0,0,0,0,0,150,68,2,1,3,1,1.0,1,1,1,3,1,1,5,5,4,5,5,4,4,5,5,5,3,5,4,5,1,5.0,6.0,1,4,3,2,4,1,4,0.0,0.0,0.0,0.0,1,1,2,2,3000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,1,0.0,3,1967.0,1945.0,1967.0,3.0,1.0,1.0,3000.0,3.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,2,3,2,10000.0,4,4,4,3,5,3,3,4,3,2,3,3,2,5,70,70,80,60,60.0,90,90,80,80,3,2015,3,8,7,2,2,1,3
2,18,53,87,1,1953,1,1,1,6,4.0,1973.0,7000,1,200.0,0,1,0,0,0,0,0,0,0,172,130,2,2,3,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,1,4,1,8.0,8.0,1,4,3,2,4,1,3,0.0,0.0,0.0,0.0,1,1,2,2,13000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1974.0,1953.0,1974.0,1.0,1.0,1.0,6000.0,3.0,0.0,0.0,-2,2,1,2,-2,1,1,2,3,1,2,3,-2.0,5,5,4,-8,5,-8,4,-8,3,3,-8,-8,3,5,80,80,70,80,80.0,80,80,80,90,2,2015,3,14,7,4,3,2,4
1,7,18,35,1,1948,1,1,1,3,4.0,1960.0,28800,1,15.0,0,1,0,0,0,0,0,0,0,170,170,4,5,5,6,2.0,1,1,1,5,1,1,1,5,5,5,5,5,5,2,5,5,5,5,2,4,1,7.0,6.0,2,4,2,1,2,2,5,0.0,0.0,0.0,0.0,1,1,2,2,60000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1975.0,1949.0,1975.0,4.0,1.0,5.0,25200.0,5.0,0.0,0.0,-2,1,1,1,-2,1,1,15,3,2,4,3,42000.0,4,4,-8,-8,5,2,1,4,2,4,-8,4,1,4,80,80,60,80,60.0,70,60,80,80,5,2015,3,10,8,2,2,4,4
