survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut,happiness
1,13,37,68,2,1,0,4,-2.0,24000,1,81.0,0,0,0,0,0,0,0,1,152,120,1,5,4,2,1.0,4,2,1,5,1,1,1,5,2,3,5,1,1,1,1,5,5,5,5,5,1.0,1.0,1,4,5,5,5,3,0.0,1,1,48000.0,2,3,0,2,1,0,0,0,0,0,1,3,1969.0,1942.0,1969.0,7.0,1.0,2.0,24000.0,5.0,0.0,0.0,-2,3,10,-2,3,1,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,90,-2,-2,-2,-2.0,-2,-2,-2,-2,3,13,9,3,6,4
1,4,7,21,2,1,1,4,1966.0,30000,1,75.0,0,0,0,0,0,0,0,1,159,106,2,2,5,2,3.0,2,2,1,3,5,1,2,4,4,4,4,4,4,1,1,4,1,2,1,2,6.0,6.0,5,2,3,2,2,2,0.0,1,1,30000.0,2,2,1,1,1,0,0,0,0,0,0,7,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920,3,2,1923,2,1,3,2,3,3,4,4,-8,-8,5,5,3,4,3,3,4,3,1,85,85,60,70,80.0,90,80,85,80,3,14,9,4,4,4
2,6,15,31,1,1,1,4,-2.0,10000,1,120.0,0,0,0,0,0,0,0,0,166,136,3,3,3,1,1.0,1,1,1,4,1,1,1,5,4,4,5,4,4,5,5,5,5,2,2,2,3.0,3.0,2,4,4,3,4,3,0.0,1,2,50000.0,2,3,1,2,1,0,0,0,0,0,1,3,1981.0,1958.0,1981.0,3.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,1,2,-2,1,2,2,1,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,60,60,60,60,60.0,60,66,60,60,3,10,8,2,2,4
1,12,32,55,1,1,1,6,1974.0,70000,1,75.0,0,1,0,0,0,0,0,0,170,120,3,5,5,5,1.0,2,2,3,4,4,1,1,4,2,4,5,2,4,1,1,5,1,2,4,3,6.0,2.0,1,1,3,4,2,1,0.0,1,1,80000.0,2,3,1,2,1,0,0,0,0,0,0,3,1983.0,1957.0,1983.0,6.0,1.0,5.0,36000.0,1.0,3.0,1.0,1930,1,1,1937,1,1,3,2,4,2,4,4,-8,-8,4,4,3,3,3,3,4,4,3,50,40,59,50,60.0,60,60,50,40,3,19,9,5,5,4
1,30,85,128,1,1,1,4,1995.0,12000,1,56.4,0,0,0,1,0,0,0,0,160,108,3,5,5,2,1.0,1,1,1,4,5,4,1,5,4,5,5,4,3,2,5,5,1,3,2,1,5.0,3.0,1,3,3,3,3,4,1.0,1,1,30000.0,2,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936,14,4,-2,-8,16,3,2,4,3,3,3,-8,-8,5,2,2,4,2,-8,2,1,4,60,60,0,40,60.0,60,40,60,60,4,11,10,2,3,3
1,26,74,114,1,1,1,4,-2.0,27000,1,55.0,0,0,0,0,0,0,0,0,166,122,2,2,3,5,1.0,1,1,1,5,1,1,1,5,3,5,5,5,5,5,4,5,5,2,3,5,5.0,6.0,1,1,3,2,4,1,0.0,1,1,-2.0,1,3,1,2,1,0,0,0,0,0,0,3,1973.0,1951.0,1973.0,3.0,1.0,5.0,-1.0,5.0,0.0,0.0,-2,1,2,-2,1,2,2,2,3,2,4,2,2,2,4,2,2,4,2,2,2,1,4,80,70,50,70,40.0,70,60,70,60,3,10,8,2,4,2
2,24,72,112,1,1,1,3,-2.0,0,1,80.0,0,0,0,0,0,0,0,0,168,110,2,2,4,1,1.0,1,1,1,2,1,1,2,5,4,5,5,4,4,5,5,3,5,3,4,1,3.0,6.0,1,2,3,2,3,1,0.0,1,2,-2.0,2,2,1,2,1,0,0,0,0,0,3,3,1970.0,1944.0,1970.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,2,-2,1,2,3,2,3,3,4,4,4,4,5,4,4,4,4,-8,-8,3,4,80,70,70,80,80.0,80,50,70,70,3,9,8,2,1,2
2,10,28,51,2,1,1,11,-1.0,0,2,90.0,0,0,0,1,0,0,0,0,163,135,5,5,4,1,2.0,1,3,4,4,4,5,3,2,3,3,2,3,3,2,3,3,1,2,2,4,1.0,1.0,1,4,5,3,8,3,0.0,2,2,8000.0,2,2,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,6,2,1968,4,1,3,2,5,-8,3,3,3,3,4,3,2,3,3,2,2,2,3,59,40,60,70,50.0,30,40,70,50,3,9,7,2,1,4
1,5,8,24,1,1,1,6,1972.0,26000,4,64.0,0,0,0,0,0,0,1,0,181,198,5,4,4,2,1.0,4,4,2,5,1,1,1,5,3,2,5,4,3,5,2,5,5,3,4,3,3.0,2.0,3,4,6,7,6,7,0.0,1,1,50000.0,5,4,1,2,1,0,0,0,0,0,0,3,1978.0,1955.0,1978.0,6.0,1.0,2.0,24000.0,5.0,0.0,0.0,1928,4,1,1933,4,15,1,3,4,2,4,4,4,3,4,4,4,4,3,3,3,2,4,95,95,95,95,95.0,95,80,95,95,3,14,8,4,4,4
2,16,45,76,1,1,1,3,1982.0,120000,1,100.0,0,0,0,0,0,0,0,0,175,65,4,3,4,1,1.0,1,1,1,4,4,4,1,4,3,5,5,4,4,1,5,5,1,4,4,2,5.0,5.0,6,4,5,5,-8,7,1.0,1,2,210000.0,2,4,2,2,1,0,0,0,0,0,0,3,1991.0,1973.0,1991.0,4.0,1.0,1.0,40000.0,1.0,3.0,1.0,1939,3,1,1949,3,2,2,2,3,2,3,1,3,3,3,3,3,5,5,4,4,3,4,90,90,50,60,10.0,0,90,80,0,3,13,7,3,5,4
2,3,6,13,2,1,1,1,-2.0,600,1,16.0,0,0,0,0,0,0,0,0,156,107,2,3,4,1,1.0,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,5,4,1,1,1.0,5.0,1,3,3,2,3,4,0.0,2,2,600.0,2,1,1,2,1,0,0,0,0,0,0,7,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908,1,2,1918,1,2,3,2,3,2,4,2,4,5,4,3,4,-8,4,3,2,1,3,100,75,65,77,50.0,80,50,40,80,3,17,9,4,1,2
2,30,85,128,2,1,1,4,2006.0,20000,1,300.0,0,0,0,0,0,0,1,0,160,120,4,5,4,1,1.0,3,3,1,3,4,1,2,4,3,2,4,4,3,1,5,3,1,2,4,2,4.0,2.0,1,3,5,4,7,3,0.0,1,2,40000.0,7,2,1,2,1,0,0,0,0,0,0,3,2010.0,1985.0,2010.0,4.0,1.0,1.0,20000.0,1.0,3.0,1.0,1960,3,2,1965,1,2,3,2,4,2,4,3,4,4,5,5,4,5,3,3,3,3,3,70,80,80,70,80.0,80,70,80,70,4,10,10,2,3,4
1,17,50,83,2,1,1,6,1992.0,0,1,150.0,0,0,0,0,1,0,0,0,155,118,2,4,5,2,3.0,1,1,1,4,2,2,1,5,4,5,5,5,5,3,5,4,4,1,2,1,8.0,8.0,1,1,5,6,6,5,0.0,2,2,60000.0,6,2,1,2,1,0,0,0,0,0,2,3,2000.0,1975.0,2000.0,4.0,1.0,2.0,60000.0,1.0,3.0,1.0,1949,6,1,1949,6,15,2,2,5,-8,5,3,3,3,5,-8,3,3,3,3,4,1,5,60,50,50,50,50.0,50,50,50,50,3,17,7,4,1,5
1,7,18,38,2,1,1,13,2013.0,7200,4,80.0,0,0,0,1,0,0,0,0,165,100,5,4,4,2,1.0,2,2,1,3,4,4,3,5,3,4,5,5,3,3,2,5,1,1,4,3,8.0,8.0,3,2,5,5,6,5,0.0,2,2,100000.0,3,2,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,6,1,1964,6,1,2,2,4,-8,4,3,-8,-8,4,-8,3,4,-8,-8,-8,3,3,70,60,60,70,50.0,70,70,60,80,3,10,8,2,2,4
2,10,27,50,1,1,1,6,2013.0,0,1,160.0,0,0,0,1,0,0,0,0,176,130,4,5,5,1,1.0,2,2,2,4,5,2,1,4,4,4,4,4,4,2,5,5,1,2,3,2,4.0,3.0,1,2,5,5,7,5,0.0,1,1,50000.0,3,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,4,1,1968,3,1,3,2,4,-8,4,4,4,4,4,4,3,4,4,4,4,3,4,90,90,80,80,70.0,80,80,80,90,3,8,7,2,1,4
1,27,80,120,2,1,1,4,1992.0,10000,1,70.0,0,1,0,0,0,0,0,0,165,110,4,4,4,2,2.0,2,2,2,4,4,1,1,4,3,4,5,3,4,4,3,4,3,3,3,1,3.0,3.0,1,2,4,3,4,3,1.0,1,2,10000.0,3,2,1,2,1,0,0,0,0,0,0,3,1992.0,1968.0,1992.0,5.0,1.0,2.0,20000.0,1.0,3.0,1.0,1935,4,1,1935,3,15,3,2,4,3,4,3,3,3,4,4,1,4,3,2,2,1,4,70,70,70,70,70.0,60,70,80,70,3,18,7,5,2,4
1,12,32,56,2,1,1,4,1971.0,45000,1,100.0,0,0,0,0,0,0,0,0,158,130,2,2,4,2,1.0,3,2,1,4,1,1,1,5,2,2,5,2,3,4,5,5,5,2,3,1,7.0,5.0,1,4,8,8,6,5,0.0,1,1,70000.0,2,3,1,1,1,0,0,0,0,0,1,3,1981.0,1953.0,1981.0,6.0,1.0,2.0,35000.0,5.0,0.0,0.0,1926,-8,1,1934,-8,1,2,2,2,-8,3,2,-8,-8,4,3,2,3,2,3,3,1,2,70,70,50,50,50.0,60,70,50,80,3,9,7,2,5,4
1,16,46,77,2,1,1,4,1988.0,100000,1,150.0,0,1,0,0,0,0,0,0,155,110,4,5,5,1,1.0,1,1,1,3,4,1,3,5,3,5,5,2,3,4,5,5,3,3,2,2,4.0,3.0,3,4,6,5,7,3,1.0,1,1,248000.0,3,4,2,2,1,0,0,0,0,0,1,3,1993.0,1972.0,1993.0,4.0,1.0,1.0,100000.0,1.0,1.0,1.0,1941,3,3,1951,1,2,2,1,4,2,4,2,3,3,4,3,2,3,2,2,2,1,4,60,60,60,70,50.0,60,60,70,80,3,14,7,4,5,3
1,1,1,7,2,1,1,7,1992.0,50000,1,20.0,0,0,0,0,0,0,0,0,160,90,4,4,4,2,2.0,2,3,2,3,5,2,2,3,3,3,3,4,2,3,1,5,1,4,4,4,5.0,2.0,4,2,5,5,5,5,1.0,2,1,50000.0,1,2,-3,2,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,4,1,1949,4,15,2,2,4,2,3,2,3,3,4,3,3,4,2,3,4,2,2,60,60,60,60,60.0,60,60,60,60,3,16,9,4,5,3
1,3,6,13,2,1,1,4,1981.0,0,1,104.0,0,1,0,0,0,0,0,0,155,100,5,4,4,1,1.0,1,4,1,5,1,1,1,5,2,2,5,4,3,2,2,5,5,1,5,3,8.0,8.0,1,4,6,6,7,5,0.0,1,2,72000.0,3,3,1,1,1,0,0,0,0,0,0,4,1988.0,1955.0,2009.0,4.0,4.0,2.0,72000.0,1.0,3.0,1.0,1937,1,2,1944,1,2,3,2,4,2,4,4,4,4,4,4,2,4,2,2,4,2,2,65,65,40,55,60.0,60,60,60,60,3,14,9,4,1,4
1,3,6,13,2,1,1,1,-2.0,10000,1,120.0,0,1,0,0,0,0,0,0,165,150,3,3,3,1,1.0,1,2,2,3,3,2,2,3,3,2,4,4,4,2,2,2,2,3,3,3,3.0,5.0,2,3,3,1,3,1,0.0,1,2,25000.0,3,2,1,2,1,0,0,0,0,0,0,3,1993.0,1973.0,1993.0,4.0,1.0,1.0,15000.0,2.0,0.0,0.0,1933,3,2,1936,1,2,3,1,3,2,4,4,4,3,4,4,3,4,3,3,4,3,3,60,60,60,60,60.0,60,60,60,60,3,18,9,5,2,4
2,26,76,116,2,1,1,4,2013.0,0,1,180.0,0,0,0,1,0,0,0,0,158,86,4,5,5,1,1.0,1,1,1,5,5,4,1,4,3,4,5,2,5,1,5,5,1,3,3,3,2.0,1.0,1,4,5,3,9,3,0.0,1,2,50000.0,4,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,4,2,1968,4,2,3,1,4,3,4,4,4,4,4,4,4,3,3,3,4,1,4,80,88,70,70,70.0,70,80,80,80,4,0,10,0,1,5
1,24,71,111,2,1,1,3,1976.0,14400,1,102.0,0,0,0,0,0,0,0,0,159,110,5,5,5,5,1.0,1,1,1,5,1,1,1,5,1,5,5,4,4,5,2,5,5,4,4,1,1.0,1.0,1,3,3,3,-8,2,0.0,1,1,50000.0,1,3,1,2,1,0,0,0,0,0,1,3,1980.0,1953.0,1980.0,1.0,1.0,5.0,24000.0,1.0,3.0,1.0,-2,1,1,-2,1,15,2,2,5,-8,5,-8,-8,-8,3,-8,3,-8,-8,3,3,2,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,10,7,2,3,3
1,16,46,77,2,1,0,10,2011.0,30000,2,110.0,0,0,0,0,0,0,1,0,155,80,3,4,3,2,1.0,3,3,2,3,5,1,3,4,4,2,4,4,3,1,1,5,1,2,4,4,7.0,2.0,1,4,1,1,7,5,1.0,1,1,50000.0,3,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954,4,8,1956,3,9,3,2,4,2,3,2,2,2,4,3,1,3,3,3,3,1,4,30,20,10,20,10.0,30,50,10,10,3,17,7,4,4,4
1,4,7,16,2,1,1,4,1976.0,30000,1,69.0,0,0,0,0,0,0,0,0,153,130,2,2,4,2,2.0,2,2,4,4,2,2,2,5,3,3,2,2,3,3,2,5,5,3,3,3,4.0,5.0,4,3,4,3,6,3,0.0,1,1,100000.0,3,3,1,2,1,0,0,0,0,0,1,3,1980.0,1956.0,1980.0,6.0,1.0,2.0,24000.0,5.0,0.0,0.0,1932,2,1,1933,1,15,2,2,3,3,4,4,5,4,4,4,3,4,4,4,4,3,4,80,80,80,80,80.0,80,80,80,80,4,10,10,2,4,4
2,31,87,130,2,1,1,4,-2.0,20000,1,78.4,0,1,0,0,0,0,0,0,156,120,4,4,4,1,1.0,3,1,4,5,2,2,1,4,2,3,5,3,3,2,5,5,3,3,4,1,3.0,3.0,1,4,6,5,7,4,2.0,1,2,60000.0,4,4,1,1,1,0,0,0,0,0,2,3,2000.0,1975.0,2000.0,4.0,1.0,1.0,40000.0,1.0,3.0,2.0,-2,1,2,-2,1,15,2,1,4,2,4,3,3,3,4,4,2,3,3,3,3,1,4,70,70,80,60,70.0,70,70,60,80,3,14,8,4,3,5
1,10,26,48,2,1,1,10,1992.0,40000,1,90.0,0,0,0,0,0,0,0,0,160,120,4,4,4,2,1.0,2,2,2,4,5,1,3,3,4,3,4,4,4,4,3,4,3,3,4,4,3.0,2.0,2,4,4,5,4,3,1.0,1,1,80000.0,2,3,1,2,1,0,0,0,0,0,1,3,1994.0,1969.0,1994.0,12.0,4.0,2.0,40000.0,1.0,3.0,1.0,1935,5,5,1935,6,15,2,1,3,2,5,5,4,5,4,5,4,5,5,4,5,4,3,90,88,80,70,89.0,90,80,79,68,3,10,7,2,5,4
1,16,46,78,2,1,1,6,1992.0,28800,1,110.0,0,1,0,0,0,0,0,0,172,160,5,4,4,1,1.0,3,3,3,4,4,2,1,4,3,2,4,4,4,3,1,5,1,2,4,4,6.0,3.0,-8,4,5,3,7,3,1.0,1,1,-3.0,13,3,1,1,1,0,0,0,0,0,0,3,1995.0,1973.0,1995.0,6.0,1.0,1.0,30000.0,1.0,3.0,1.0,1945,4,1,1947,4,3,1,1,4,3,4,3,-8,-8,5,5,2,5,1,2,4,1,5,60,62,50,60,60.0,60,60,76,79,3,17,7,4,4,4
1,7,18,35,1,1,1,8,1988.0,30000,1,17.0,0,0,0,0,0,0,0,1,170,140,5,5,5,2,2.0,1,1,1,5,5,1,1,5,5,5,5,4,4,2,5,5,2,1,2,2,8.0,8.0,2,2,4,4,6,5,1.0,1,1,57600.0,3,2,1,2,1,0,0,0,0,0,1,3,1995.0,1971.0,1995.0,4.0,1.0,2.0,21600.0,1.0,3.0,1.0,1927,3,1,1941,1,15,3,2,4,3,3,3,-8,-8,5,4,2,3,3,3,4,2,4,80,70,70,70,70.0,70,70,70,70,3,16,8,4,4,4
1,31,87,130,2,1,0,4,1998.0,10000,1,120.0,0,0,0,0,0,0,0,1,165,160,3,5,4,1,1.0,2,3,1,5,4,1,1,5,3,3,3,3,2,1,4,5,1,2,5,2,3.0,3.0,1,3,5,8,5,4,0.0,1,2,80000.0,3,3,0,2,1,0,0,0,0,0,0,3,2004.0,1972.0,2004.0,4.0,1.0,1.0,50000.0,1.0,8.0,1.0,1949,3,2,1949,4,2,2,2,2,2,-8,2,-8,-8,5,3,1,4,2,4,-8,1,3,90,90,60,60,40.0,50,60,70,80,3,17,8,4,2,3
2,10,28,51,2,1,1,4,1991.0,10000,1,60.0,0,0,0,0,0,0,0,0,160,130,5,4,4,1,1.0,3,2,2,5,4,2,2,3,2,4,4,4,4,4,2,3,4,4,4,4,4.0,4.0,1,4,5,4,7,8,2.0,1,1,50000.0,3,3,1,1,1,0,0,0,0,0,0,3,1998.0,1974.0,1998.0,4.0,1.0,1.0,40000.0,2.0,0.0,0.0,1948,4,2,1949,3,2,2,1,4,2,4,3,3,3,5,4,2,3,3,3,3,2,3,70,76,80,75,60.0,60,70,80,70,3,18,7,5,2,4
2,29,82,124,1,1,1,4,-2.0,70000,4,200.0,0,0,0,0,0,0,0,0,172,150,4,4,4,1,1.0,1,1,1,5,4,1,1,4,3,5,4,4,3,2,5,4,2,3,3,1,3.0,3.0,4,4,5,2,6,1,0.0,1,1,70000.0,1,3,1,2,1,0,0,0,0,0,0,3,1991.0,1967.0,1991.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,3,2,-2,1,2,2,1,2,3,4,4,4,4,4,4,2,4,3,3,3,1,5,60,60,20,70,40.0,80,80,80,80,3,10,7,2,5,2
1,27,80,120,2,1,1,6,1996.0,24000,1,60.0,0,1,0,0,0,0,0,0,158,115,4,5,4,2,1.0,1,2,1,5,4,1,2,4,3,4,4,4,4,2,5,5,1,2,2,1,7.0,5.0,1,3,4,4,4,3,1.0,1,1,54000.0,3,3,1,2,1,0,0,0,0,0,0,3,2005.0,1976.0,2005.0,6.0,1.0,2.0,30000.0,1.0,3.0,1.0,1950,3,2,1953,3,2,2,2,4,2,3,2,2,2,5,3,3,3,3,4,4,1,3,60,60,60,60,60.0,60,60,60,60,3,17,7,4,6,4
1,18,51,84,1,1,1,12,2010.0,80000,4,150.0,0,0,0,1,0,0,0,0,180,130,5,5,5,2,1.0,3,3,1,3,5,1,2,3,3,1,4,3,2,2,3,5,1,3,3,5,6.0,2.0,5,4,6,5,9,5,0.0,1,1,10000.0,2,3,1,2,1,0,0,0,0,0,0,2,-1.0,1990.0,0.0,12.0,1.0,2.0,30000.0,5.0,0.0,0.0,1969,6,2,1970,4,9,3,2,4,3,5,4,4,4,5,2,2,4,2,3,4,2,4,70,60,30,70,60.0,60,70,60,70,3,10,7,2,5,4
1,1,1,2,1,1,1,6,1994.0,36000,1,59.0,0,1,0,0,0,0,0,0,170,100,2,3,5,2,1.0,1,1,1,5,3,1,1,5,4,5,5,4,4,5,5,5,3,2,5,1,7.0,5.0,1,2,4,4,4,4,1.0,1,1,-3.0,3,2,1,2,1,0,0,0,0,0,0,3,2000.0,1983.0,2000.0,1.0,1.0,1.0,-3.0,4.0,0.0,0.0,1946,3,1,1950,3,1,3,2,3,3,2,3,3,2,2,1,1,2,1,1,2,1,4,25,10,5,50,35.0,39,50,38,25,3,14,8,4,4,3
2,17,49,82,2,1,1,4,1986.0,1500,1,85.0,0,1,0,0,0,0,0,0,157,108,3,3,3,1,1.0,1,1,3,4,1,1,2,5,4,5,5,4,5,2,5,3,5,3,4,1,3.0,7.0,1,2,1,1,7,1,0.0,1,1,10000.0,3,3,1,2,1,0,0,0,0,0,0,3,1998.0,1974.0,1998.0,4.0,1.0,1.0,10000.0,1.0,3.0,2.0,1945,4,2,1943,2,2,3,2,4,3,5,5,5,3,5,5,1,5,3,-8,-8,1,5,60,100,0,60,58.0,80,90,-2,50,3,15,7,4,2,2
1,8,19,41,2,4,0,4,1983.0,0,1,94.0,0,1,0,0,0,0,0,0,155,140,4,5,5,2,1.0,1,2,1,4,1,1,1,5,4,5,5,2,5,5,3,5,5,3,4,2,7.0,7.0,1,4,3,3,5,3,0.0,1,1,30000.0,5,2,1,2,1,0,0,0,0,0,2,3,1989.0,1966.0,1989.0,12.0,1.0,2.0,30000.0,1.0,3.0,1.0,1945,6,8,1949,4,-8,3,3,3,2,4,2,2,2,5,4,3,3,2,1,2,1,3,90,90,80,80,80.0,80,85,80,85,3,16,8,4,1,5
2,15,43,74,2,1,1,1,-2.0,2000,1,130.0,0,1,0,0,0,0,0,0,163,128,4,4,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,4,5,5,2,1,1.0,3.0,3,4,4,4,3,3,0.0,1,1,52000.0,2,3,1,2,1,0,0,0,0,0,0,3,1980.0,1955.0,1980.0,4.0,1.0,1.0,50000.0,1.0,3.0,1.0,1933,1,2,1933,1,2,2,2,4,-8,5,4,4,3,5,3,3,-8,4,-8,-8,3,5,70,70,80,80,70.0,70,70,70,70,3,12,7,3,2,4
1,1,1,4,2,1,1,10,1960.0,60000,1,73.0,0,0,0,0,0,1,0,0,160,140,2,3,3,5,1.0,3,3,3,3,1,1,1,4,4,4,4,4,4,4,4,5,5,3,3,3,2.0,2.0,1,3,6,5,-8,4,0.0,1,1,60000.0,1,3,1,2,1,0,0,0,0,0,0,3,1965.0,1934.0,1965.0,10.0,1.0,5.0,0.0,5.0,0.0,0.0,1913,10,1,1912,10,-8,2,2,3,2,4,4,4,4,4,4,4,4,4,4,3,3,3,80,80,80,80,80.0,80,80,80,80,3,9,9,2,5,4
2,23,68,108,2,1,1,3,-2.0,2600,1,100.0,0,0,1,0,0,0,0,0,160,100,3,3,3,1,1.0,1,1,1,3,1,1,2,4,5,5,5,5,5,5,5,5,5,2,3,1,5.0,7.0,1,2,5,3,5,1,0.0,1,1,5200.0,2,3,1,2,1,0,0,0,0,0,1,3,1981.0,1937.0,1981.0,1.0,1.0,1.0,2600.0,2.0,0.0,0.0,1935,3,2,1943,3,2,2,2,4,2,2,2,2,2,4,3,3,3,2,2,2,1,5,70,80,70,70,80.0,100,90,60,70,3,19,7,5,2,4
1,15,41,72,1,1,1,4,1985.0,10000,1,50.0,1,0,0,0,0,0,0,0,164,150,3,4,2,1,3.0,1,1,1,2,1,1,4,4,5,4,4,4,5,4,3,5,5,2,2,2,7.0,7.0,1,1,2,3,5,1,1.0,1,1,20000.0,2,2,1,2,1,0,0,0,0,0,1,3,1987.0,1969.0,1987.0,1.0,1.0,1.0,5000.0,4.0,0.0,0.0,1920,2,13,1929,1,2,2,1,3,3,2,2,2,2,3,3,2,4,3,-8,-8,1,4,100,60,70,0,60.0,60,80,0,0,3,11,7,2,2,2
2,22,66,106,2,1,1,1,-2.0,3000,1,150.0,0,0,0,0,0,0,0,0,154,85,4,4,3,1,1.0,1,1,1,2,-8,1,3,5,5,5,5,4,4,5,5,5,5,2,2,1,5.0,5.0,1,2,4,3,4,2,0.0,1,1,60000.0,3,3,1,2,1,0,0,0,0,0,0,3,1954.0,1936.0,1954.0,1.0,1.0,1.0,3000.0,4.0,0.0,0.0,-2,1,2,-2,1,2,2,2,3,-8,4,4,4,4,4,3,2,-8,2,2,-8,1,3,80,90,75,80,90.0,85,80,90,80,3,18,7,5,2,4
2,6,13,29,1,1,1,3,1960.0,8000,1,70.0,0,0,0,0,0,0,0,0,165,150,3,3,3,1,1.0,2,2,2,4,1,1,2,3,3,3,5,4,4,4,4,4,5,3,3,3,2.0,2.0,2,3,3,4,3,4,0.0,1,2,20000.0,2,3,2,2,1,0,0,0,0,0,0,3,1968.0,1950.0,1968.0,1.0,1.0,1.0,5000.0,3.0,0.0,0.0,-2,-8,2,-2,-8,2,2,2,3,2,4,3,4,4,4,4,3,3,3,3,3,3,2,80,80,80,80,80.0,70,80,90,80,3,16,8,4,2,3
1,1,1,3,2,1,1,4,-2.0,30000,1,43.0,0,0,1,0,0,0,0,0,163,110,2,5,5,2,1.0,1,1,5,5,1,1,1,5,4,5,4,4,4,5,5,4,5,3,4,1,4.0,4.0,1,2,5,5,5,5,0.0,1,-1,70000.0,2,3,1,2,1,0,0,0,0,0,1,3,1980.0,1951.0,1980.0,4.0,4.0,2.0,40000.0,5.0,0.0,0.0,1917,3,6,1921,3,6,2,2,3,3,3,3,3,3,3,3,-8,3,3,3,3,-8,3,60,60,60,60,60.0,60,60,60,60,3,10,9,2,4,4
1,12,32,59,2,1,1,4,1966.0,40000,1,13.0,0,0,0,0,0,0,0,1,155,100,3,3,3,5,1.0,2,2,3,4,1,1,1,5,2,2,3,3,3,3,4,5,1,3,4,1,3.0,4.0,2,2,5,6,3,4,0.0,1,1,70000.0,2,3,0,2,1,0,0,0,0,0,0,3,1975.0,1945.0,1975.0,4.0,1.0,5.0,-1.0,5.0,0.0,0.0,-2,3,1,-2,1,15,2,2,4,2,4,4,-8,-8,4,4,4,4,2,-8,4,2,3,70,70,60,50,60.0,70,80,80,60,3,13,8,3,5,3
1,5,8,24,2,1,1,7,1989.0,54000,1,40.0,0,0,0,0,0,0,0,1,162,120,5,4,4,2,2.0,2,2,2,4,2,1,3,4,4,4,4,4,4,3,4,5,3,2,4,3,7.0,4.0,3,4,6,3,6,2,1.0,1,1,54000.0,2,3,1,1,1,0,0,0,0,0,0,4,1991.0,1968.0,2007.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,1940,6,1,1942,3,15,2,1,4,2,3,2,3,2,3,3,2,3,3,3,3,1,1,30,20,30,40,50.0,40,30,20,30,3,11,8,2,5,5
1,28,81,122,1,1,1,4,2010.0,50000,1,40.0,1,0,0,0,0,0,0,0,167,105,5,5,5,1,1.0,2,1,1,2,5,4,4,5,4,4,5,4,1,1,2,5,1,2,3,3,3.0,1.0,2,3,1,3,5,5,1.0,1,2,50000.0,1,2,0,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,4,5,1975,4,1,3,2,3,2,5,4,5,5,5,5,3,4,4,3,5,1,3,50,80,50,75,50.0,80,80,0,70,3,9,7,2,5,2
