edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
3,1987.0,1,0,100,2,3,2,1,1,1,1,2,1,1,3,5,5,4,4,5,5,5,1,1,2,8.0,1,1,5,5,6,-8,10000.0,4,1,2,2,1,0,1975.0,1998.0,3.0,1.0,1.0,3,3,2,5,5,5,2,2,4,4,5,50,50,50,60,50.0,50,50,60,60,2,2
4,1975.0,1,0,130,3,2,3,1,1,1,1,5,1,1,1,3,5,4,4,5,5,5,2,4,1,5.0,2,4,5,2,8,2,-2.0,3,3,1,2,1,0,1956.0,1983.0,4.0,1.0,1.0,2,1,-8,4,4,3,-8,3,-8,-8,3,80,90,0,70,70.0,80,80,-2,70,0,5
3,-2.0,1,1,106,3,4,4,2,1,1,1,5,1,1,1,1,5,4,4,4,5,5,2,2,2,5.0,1,3,5,5,5,4,10000.0,1,2,-1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,5,4,4,3,2,-8,-8,5,50,40,50,50,60.0,50,40,50,40,2,4
3,-2.0,1,0,120,4,2,2,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,3,4,1,7.0,1,3,1,1,1,1,15000.0,1,2,1,2,1,0,1963.0,1985.0,3.0,1.0,1.0,3,2,4,4,2,5,-8,-8,-8,-8,4,100,100,-2,50,0.0,-2,-2,100,0,2,4
3,1961.0,1,1,120,4,4,4,5,4,2,3,4,1,1,1,3,2,3,4,2,2,5,2,3,2,6.0,3,3,1,1,1,2,24000.0,1,2,0,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,3,5,3,4,3,3,2,70,60,60,70,60.0,70,80,70,70,4,4
1,-2.0,1,0,90,3,3,4,1,1,1,1,2,1,1,4,4,5,4,4,2,4,5,3,3,1,5.0,1,4,5,4,5,4,10000.0,4,2,1,2,1,0,1953.0,1982.0,4.0,1.0,1.0,2,2,3,4,4,5,3,4,4,4,5,60,60,60,50,60.0,60,60,60,50,1,4
6,2015.0,2,0,160,5,5,5,2,3,2,3,2,5,5,5,3,2,3,2,1,2,1,3,3,3,2.0,1,4,6,3,8,5,70000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,4,3,2,4,3,5,3,3,2,80,80,80,80,80.0,70,70,80,70,1,5
4,1987.0,1,0,170,3,3,3,1,1,1,1,5,2,2,2,4,5,4,4,3,2,2,3,4,2,2.0,1,4,5,5,5,3,160000.0,4,4,1,2,1,0,1969.0,1993.0,4.0,1.0,1.0,2,1,4,4,2,4,4,4,4,4,4,50,90,20,30,10.0,3,60,10,0,5,5
3,-2.0,1,0,116,5,4,4,1,1,1,1,4,1,1,2,5,5,4,4,5,4,5,4,4,1,5.0,1,4,3,2,3,1,10000.0,5,3,1,2,1,0,1962.0,1985.0,3.0,1.0,1.0,2,2,4,5,3,5,2,3,-8,-8,5,70,75,70,70,75.0,75,80,75,70,2,4
3,1984.0,1,0,110,5,5,5,1,1,1,1,4,1,1,1,5,5,5,4,5,5,5,2,3,1,4.0,1,4,2,1,2,1,30000.0,2,3,1,2,1,0,1973.0,1995.0,3.0,1.0,1.0,3,2,3,5,5,4,4,4,-8,-8,4,80,80,80,70,70.0,60,60,70,70,2,5
6,1976.0,1,0,120,3,5,5,2,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,4,1,8.0,1,4,1,1,1,1,24240.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,-8,-8,4,3,3,-8,-8,2,70,70,70,70,70.0,70,70,70,70,4,4
4,1989.0,1,1,130,3,3,4,1,1,1,1,4,1,1,1,5,5,4,4,5,5,5,4,4,1,1.0,1,2,4,3,6,3,70000.0,4,4,1,2,1,0,1979.0,1997.0,3.0,1.0,1.0,2,2,4,5,1,5,1,1,1,1,5,5,80,5,80,80.0,5,5,80,80,4,4
1,-2.0,1,0,70,4,2,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,1,1,6.0,1,3,3,2,3,2,50000.0,2,3,1,2,1,0,1925.0,1946.0,1.0,1.0,1.0,3,2,3,5,5,5,-8,-8,5,-8,5,50,60,50,50,60.0,60,50,50,40,1,4
4,1998.0,1,0,96,4,3,4,1,1,2,1,2,1,4,4,4,5,4,5,3,5,5,3,4,1,7.0,2,4,4,3,6,3,30000.0,7,2,2,2,1,0,1984.0,2009.0,6.0,1.0,1.0,3,1,4,5,2,5,2,4,2,2,4,60,60,60,60,60.0,60,60,60,60,1,5
3,-2.0,1,0,98,2,2,2,4,1,1,1,3,1,1,2,2,5,5,5,5,5,5,3,2,1,7.0,2,2,5,6,6,4,50000.0,5,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,2,4,3,5,2,3,3,3,5,50,67,80,60,49.0,68,76,77,70,1,4
4,1975.0,1,0,120,2,2,3,2,1,1,1,1,4,1,5,5,5,4,5,2,3,1,1,3,1,8.0,1,2,1,1,3,5,3000.0,3,3,1,1,1,0,1960.0,1983.0,4.0,1.0,2.0,3,1,4,3,2,3,3,3,3,3,5,100,100,50,80,30.0,60,50,80,80,2,3
11,2009.0,1,0,150,5,5,5,1,1,1,1,5,5,1,1,4,5,4,4,5,5,1,3,3,2,6.0,1,4,1,1,2,1,60000.0,3,3,2,1,1,0,1975.0,1999.0,7.0,1.0,1.0,2,2,4,5,4,5,3,3,3,3,5,50,50,80,70,80.0,60,50,50,50,4,4
1,-2.0,1,0,160,5,4,4,2,1,1,1,5,1,1,1,1,5,2,2,5,5,5,2,5,1,7.0,1,2,5,3,7,1,-1.0,2,3,1,2,1,0,1953.0,-2.0,1.0,4.0,2.0,2,1,4,5,4,5,4,-8,-8,-8,4,70,70,80,80,80.0,90,70,75,90,1,5
3,-2.0,1,0,140,3,4,4,1,2,1,1,3,1,1,3,5,4,4,5,5,5,5,2,2,1,6.0,1,4,5,5,6,4,0.0,2,2,0,2,1,0,1955.0,1977.0,1.0,1.0,1.0,3,2,4,4,4,5,3,-8,-8,-8,4,70,60,70,75,70.0,80,70,70,60,1,4
8,1964.0,1,0,145,3,5,5,2,5,1,4,5,3,1,1,2,2,3,3,2,5,2,1,3,1,8.0,5,3,3,3,3,3,79000.0,2,2,1,2,1,0,1938.0,1967.0,4.0,1.0,2.0,3,2,3,4,-8,4,-8,4,2,2,2,60,30,50,60,60.0,50,60,50,50,5,5
10,1992.0,1,0,130,3,4,4,2,2,4,4,4,5,5,3,4,2,3,3,4,2,1,3,3,2,3.0,2,4,6,2,8,2,300000.0,3,3,3,1,0,1,1971.0,0.0,10.0,1.0,2.0,2,2,4,4,4,4,4,4,4,4,3,60,70,70,70,60.0,60,60,60,70,5,4
3,-2.0,1,0,144,3,5,5,5,4,1,4,4,1,1,1,3,1,3,2,1,1,1,4,4,1,3.0,1,4,4,4,4,2,60000.0,2,2,1,2,0,1,1949.0,1971.0,4.0,4.0,5.0,3,1,3,4,4,4,3,4,5,5,3,80,80,80,80,80.0,80,80,80,80,4,4
4,1997.0,1,1,82,1,4,3,1,1,1,1,1,5,1,5,4,5,4,5,3,5,1,1,2,2,8.0,1,3,2,5,3,5,60000.0,3,2,1,2,1,0,1978.0,2009.0,4.0,1.0,1.0,3,2,3,3,3,4,2,3,3,3,1,70,50,-2,50,70.0,70,90,80,90,3,4
9,2012.0,1,0,180,5,5,5,2,1,1,5,5,5,1,1,4,1,3,3,5,2,1,3,3,2,3.0,1,3,5,3,8,3,250000.0,3,3,2,1,0,1,0.0,0.0,0.0,0.0,0.0,2,2,4,5,4,4,2,4,4,4,4,90,70,70,70,60.0,60,70,90,90,5,5
3,-2.0,1,0,120,2,2,4,1,1,1,2,4,1,1,2,5,5,4,5,5,5,5,2,3,1,5.0,1,3,4,2,6,1,8000.0,2,2,1,2,1,0,1948.0,1967.0,3.0,1.0,1.0,3,1,4,5,5,5,4,-8,-8,-8,5,80,80,70,80,80.0,90,90,-2,90,2,4
11,2012.0,2,0,130,4,5,4,2,2,2,2,2,4,2,4,4,4,4,3,3,2,2,2,4,4,4.0,2,4,1,1,2,1,20000.0,2,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,4,5,5,5,5,5,3,5,3,50,50,50,50,50.0,50,50,50,50,1,3
7,1969.0,1,0,130,3,3,3,2,3,1,2,2,1,1,2,5,2,4,4,5,3,5,2,2,3,2.0,2,3,4,3,5,3,90000.0,2,3,1,2,1,0,1942.0,1968.0,4.0,1.0,2.0,2,1,3,4,4,4,3,3,3,3,3,60,60,60,60,60.0,60,60,60,60,5,3
4,1995.0,1,0,170,5,5,4,1,2,1,1,4,1,1,1,5,5,5,4,5,5,5,1,4,1,8.0,1,2,5,4,7,3,20000.0,3,3,2,2,1,0,1980.0,2004.0,4.0,1.0,1.0,3,2,2,5,2,5,1,4,3,3,5,70,80,90,80,70.0,60,80,80,90,3,4
3,-2.0,1,0,140,4,4,4,1,3,1,2,4,1,1,1,5,3,4,4,2,5,5,3,3,1,3.0,1,3,4,3,6,2,35000.0,3,2,1,2,1,0,1956.0,-2.0,1.0,1.0,1.0,3,2,3,3,2,4,2,3,1,1,3,50,60,50,50,30.0,30,30,50,40,4,4
4,1995.0,1,0,115,4,4,4,1,3,3,3,4,3,2,1,3,4,4,3,3,3,3,4,4,3,2.0,2,4,5,4,6,4,40000.0,4,3,0,2,1,0,1983.0,2003.0,4.0,1.0,1.0,2,1,4,4,4,4,3,4,3,3,4,80,80,80,79,78.0,70,70,70,70,5,4
3,-2.0,1,0,120,3,5,4,2,2,2,2,4,1,1,1,4,3,3,3,5,5,5,2,2,2,5.0,1,4,9,9,9,9,20000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,4,5,5,5,4,5,5,-8,5,90,80,70,90,80.0,70,80,80,80,3,4
4,-2.0,1,0,120,2,4,3,1,1,1,2,5,1,1,1,4,5,4,4,2,3,5,3,4,1,6.0,1,3,5,5,6,5,48000.0,5,2,1,2,1,0,1966.0,1990.0,4.0,4.0,1.0,2,1,3,5,4,5,4,5,3,4,4,70,90,50,60,50.0,60,90,60,40,1,4
1,-2.0,1,0,160,1,1,1,1,1,1,1,2,1,1,4,5,5,4,4,5,5,5,3,4,1,7.0,1,4,5,5,5,2,-2.0,3,2,1,2,1,0,1951.0,1970.0,4.0,1.0,1.0,3,3,4,3,2,3,2,3,3,3,4,100,100,80,70,70.0,80,75,80,75,1,3
6,1993.0,1,0,126,4,5,5,1,2,2,1,4,4,1,1,3,3,4,4,2,2,1,2,2,4,3.0,3,4,7,7,8,5,100000.0,3,3,1,2,0,1,1975.0,2002.0,11.0,1.0,4.0,2,2,4,4,4,4,4,4,4,4,4,60,50,50,60,60.0,50,50,60,70,5,5
3,1990.0,1,0,140,5,5,5,2,3,2,1,4,3,1,1,2,2,4,4,2,5,2,2,2,2,4.0,1,4,5,4,7,3,40000.0,3,3,1,2,1,0,1978.0,2000.0,3.0,1.0,2.0,3,1,4,4,3,5,3,4,3,3,3,80,70,75,70,70.0,75,75,75,70,5,4
7,1988.0,2,0,160,4,4,3,2,1,1,1,5,4,5,1,2,4,3,2,1,4,1,4,4,3,2.0,2,3,5,5,6,3,-3.0,3,3,1,1,0,0,1970.0,1994.0,7.0,1.0,2.0,2,1,4,3,3,4,3,4,3,4,3,90,70,70,70,70.0,70,70,90,90,0,4
4,-2.0,1,0,150,4,3,4,1,1,1,1,3,1,1,1,4,5,4,4,3,5,5,2,3,1,3.0,3,4,8,7,9,7,20000.0,2,3,1,2,1,0,1962.0,1975.0,4.0,1.0,1.0,2,2,3,5,5,1,1,4,3,-8,3,80,76,68,80,90.0,80,80,88,87,2,4
9,1973.0,4,0,134,5,5,5,5,5,3,1,5,2,1,1,2,1,4,4,1,2,2,2,4,5,3.0,1,4,3,5,4,5,50000.0,1,2,3,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,3,3,3,4,3,3,4,4,80,70,90,70,70.0,70,80,90,70,4,4
3,-2.0,1,0,190,2,3,2,2,1,1,2,2,1,1,3,2,5,4,1,4,4,5,4,4,1,1.0,1,4,3,3,3,2,5820.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,4,4,4,4,4,4,4,5,100,100,100,100,100.0,100,80,100,100,2,4
3,-2.0,1,0,120,4,4,4,1,1,1,3,4,1,1,1,3,5,4,3,4,5,5,4,4,2,3.0,1,5,2,1,3,1,50000.0,2,3,1,2,0,0,1968.0,1988.0,3.0,1.0,1.0,2,2,4,5,2,5,4,3,4,3,5,100,80,70,75,70.0,85,100,70,60,4,5
6,-2.0,1,0,110,5,5,5,5,1,1,4,4,1,1,1,4,5,4,4,5,1,5,1,2,1,8.0,1,3,5,4,6,4,55000.0,3,2,0,2,1,0,1957.0,1984.0,4.0,1.0,5.0,3,1,4,4,4,4,4,4,4,4,2,80,80,75,80,80.0,80,80,80,80,4,4
1,-2.0,1,0,100,4,4,4,1,2,1,1,5,1,1,1,4,4,4,4,3,4,1,3,2,1,4.0,1,3,5,3,5,2,15000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,5,4,4,4,4,4,78,79,84,85,86.0,81,82,83,70,3,4
3,1992.0,1,0,110,4,5,4,1,1,1,1,5,3,1,1,4,5,4,4,3,2,4,2,4,1,5.0,1,3,5,4,6,5,40000.0,2,3,1,2,1,0,1970.0,1990.0,3.0,1.0,1.0,2,3,4,4,4,5,4,4,3,3,5,70,80,70,75,85.0,80,70,80,80,2,5
4,1989.0,1,1,150,4,4,4,4,3,3,1,4,1,1,1,1,3,4,4,3,4,5,2,3,2,6.0,1,3,4,4,4,3,60000.0,3,2,1,2,1,0,1968.0,1998.0,4.0,1.0,4.0,2,2,4,3,2,4,2,3,2,-8,3,60,60,60,60,60.0,70,70,60,60,4,4
3,-2.0,1,0,140,4,4,4,1,1,1,1,2,1,1,3,5,5,3,5,5,5,5,2,2,1,5.0,3,4,5,5,6,1,50000.0,5,3,1,1,1,0,1971.0,1992.0,3.0,1.0,1.0,2,2,4,4,3,4,2,3,-8,-8,5,90,80,70,50,70.0,80,80,90,70,5,4
4,-2.0,1,0,130,4,4,5,2,2,2,1,4,4,3,1,4,4,3,3,2,2,2,3,4,1,5.0,1,4,8,7,-8,4,130000.0,3,4,1,1,1,0,1975.0,2005.0,5.0,1.0,2.0,2,1,3,4,4,4,4,4,4,4,3,80,70,60,60,80.0,80,90,90,80,4,4
3,-2.0,1,0,120,5,5,3,1,3,3,3,5,1,1,1,3,3,2,2,1,5,5,4,4,2,1.0,1,4,4,2,8,2,30000.0,2,2,3,2,1,0,1977.0,2001.0,3.0,1.0,1.0,3,1,4,4,4,3,3,3,-8,-8,4,85,90,60,75,90.0,85,86,60,50,3,4
4,-2.0,4,0,130,4,3,4,2,2,2,3,3,1,1,2,4,4,4,4,4,4,5,3,3,1,4.0,1,4,5,6,5,3,48000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,5,3,5,4,4,4,70,75,65,60,70.0,60,70,60,70,5,4
3,1968.0,1,0,130,4,3,3,1,1,1,1,4,1,1,2,5,5,3,2,5,4,5,4,4,1,2.0,1,4,4,3,5,2,4860.0,2,2,1,2,1,0,1952.0,1987.0,3.0,1.0,1.0,2,2,3,4,4,5,2,4,4,4,5,70,60,70,80,69.0,70,60,70,60,5,4
12,2008.0,2,1,120,4,5,5,5,1,1,1,4,4,1,5,5,5,2,2,3,2,1,4,4,1,6.0,5,2,7,4,3,2,80000.0,2,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,2,1,4,2,2,2,60,40,50,45,60.0,60,60,70,40,5,4
7,2005.0,1,0,114,3,4,2,2,2,2,5,4,5,2,2,3,4,4,4,4,3,1,3,3,3,3.0,2,2,4,2,5,2,180000.0,3,4,2,1,0,1,0.0,0.0,0.0,0.0,0.0,2,1,4,4,2,5,2,2,2,2,1,50,40,10,10,10.0,10,0,40,50,4,2
-8,-2.0,1,0,140,4,4,4,4,4,2,1,4,4,4,1,3,3,3,2,4,3,1,3,3,3,2.0,4,3,5,5,5,5,150000.0,6,3,3,1,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,2,3,2,3,3,3,3,3,80,80,80,80,80.0,80,80,80,80,5,4
1,-2.0,1,0,120,5,4,4,1,1,1,1,5,1,1,1,4,5,4,4,5,5,5,2,3,1,3.0,2,4,5,4,6,4,30000.0,7,3,1,1,1,0,1962.0,1987.0,1.0,1.0,1.0,2,1,4,4,3,5,3,4,2,2,4,80,70,80,80,80.0,80,70,80,80,2,4
4,1992.0,1,1,100,4,4,4,1,2,1,1,5,5,2,1,4,5,4,4,5,3,5,4,2,3,5.0,2,4,3,3,4,3,60000.0,3,2,1,2,1,0,1975.0,1995.0,3.0,1.0,1.0,2,3,4,5,4,5,1,4,3,2,4,67,78,65,78,86.0,68,57,78,85,5,4
3,-2.0,1,0,104,4,5,5,4,2,2,1,4,1,1,2,4,5,5,5,5,5,5,1,2,1,8.0,1,4,1,1,4,1,35000.0,3,2,0,2,1,0,1963.0,1997.0,6.0,1.0,2.0,2,2,3,3,4,4,2,-8,3,3,3,80,70,50,50,60.0,80,80,80,80,3,4
6,1988.0,1,0,120,5,5,5,5,2,1,2,5,5,2,1,3,3,4,2,3,2,2,3,4,2,2.0,4,4,6,5,7,4,100000.0,3,3,1,2,0,1,1976.0,1995.0,10.0,1.0,5.0,2,2,5,3,3,5,3,5,3,3,2,80,80,80,80,80.0,80,80,80,80,5,5
3,-2.0,4,0,110,4,4,1,1,1,1,1,4,1,1,1,5,5,5,1,5,1,5,5,4,1,5.0,1,5,1,4,1,1,1000.0,2,1,0,2,1,0,1950.0,1967.0,1.0,1.0,1.0,3,3,5,5,1,5,1,5,5,5,5,90,90,90,90,90.0,90,90,90,90,2,3
5,2001.0,1,0,135,4,4,4,1,2,2,2,4,3,3,1,4,4,4,4,4,4,3,3,4,3,3.0,1,2,3,2,3,1,40000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,4,3,2,3,2,3,2,2,5,40,30,40,50,40.0,50,40,40,30,3,2
3,-2.0,1,0,84,4,4,4,1,1,1,1,3,1,1,2,3,5,4,4,5,5,5,2,2,2,3.0,2,4,3,2,3,2,12000.0,3,2,1,2,1,0,1969.0,1990.0,3.0,1.0,1.0,3,2,3,5,4,5,3,4,-8,-8,4,80,80,-2,-2,-2.0,-2,70,80,80,2,2
4,1988.0,1,0,105,4,4,4,1,1,1,1,5,1,1,1,3,1,4,4,3,5,5,5,4,1,1.0,2,4,5,4,6,4,35000.0,4,3,1,2,1,0,1975.0,2008.0,4.0,1.0,1.0,2,1,4,4,4,4,2,4,-8,-8,5,70,65,70,70,76.0,70,70,70,70,3,4
1,-2.0,1,0,90,3,3,3,1,1,1,1,4,1,1,1,5,5,4,4,5,5,5,3,2,2,5.0,2,4,4,3,4,3,30000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,3,3,4,3,3,3,3,4,60,70,70,60,70.0,70,70,60,70,2,4
3,1958.0,1,0,110,5,5,5,5,4,4,4,5,5,1,1,2,1,4,2,2,1,1,5,5,5,1.0,6,4,5,4,6,4,50000.0,2,3,1,2,1,0,1944.0,1969.0,7.0,4.0,5.0,2,2,4,5,5,5,4,5,5,5,5,90,90,90,90,90.0,90,90,90,90,3,5
4,1975.0,4,0,150,2,3,3,1,2,2,2,4,2,2,2,5,5,4,5,5,4,5,3,3,2,5.0,1,4,2,1,4,1,70000.0,2,2,1,2,1,0,1968.0,1992.0,3.0,1.0,1.0,3,2,4,5,5,5,3,3,3,3,5,70,80,70,80,70.0,70,80,80,80,5,4
1,-2.0,1,0,128,4,5,5,2,1,1,1,5,1,1,1,4,5,5,4,5,5,5,2,4,1,6.0,1,4,3,5,5,8,100000.0,3,2,1,1,1,0,1964.0,1988.0,3.0,1.0,1.0,2,2,5,5,5,5,4,5,-8,-8,5,90,60,70,70,60.0,80,80,60,80,5,4
6,1974.0,1,0,160,2,3,3,2,3,3,3,4,1,1,1,2,1,4,4,2,1,5,1,4,1,8.0,2,4,4,1,5,4,35000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,4,3,3,4,3,4,-8,-8,3,90,90,80,90,90.0,90,70,90,90,3,4
1,-2.0,1,0,108,3,3,3,1,1,1,1,4,1,1,1,4,5,4,4,5,5,5,2,2,1,2.0,2,4,4,3,6,2,5000.0,2,2,1,2,1,0,1964.0,1982.0,1.0,1.0,1.0,2,2,4,4,3,4,4,3,4,4,4,84,85,82,78,86.0,82,84,81,87,2,4
3,1995.0,1,0,90,3,4,3,1,1,1,1,4,2,2,2,1,5,4,4,2,2,2,2,2,2,3.0,1,3,5,4,6,5,20000.0,9,2,1,2,1,0,1981.0,2002.0,3.0,1.0,1.0,3,2,3,4,4,4,2,3,-8,-8,4,80,80,80,80,70.0,70,70,80,80,2,4
4,1995.0,1,0,180,3,4,4,2,3,3,3,3,4,1,4,4,4,4,4,4,4,1,3,3,3,3.0,1,3,5,3,5,3,100000.0,3,3,1,2,1,0,1980.0,2001.0,7.0,1.0,2.0,2,2,3,3,3,4,2,2,1,1,3,75,75,80,75,80.0,70,70,70,70,5,4
10,2011.0,4,0,100,5,4,4,1,2,1,1,4,5,3,1,2,2,4,4,1,4,1,3,2,4,3.0,1,4,5,5,7,5,30000.0,2,3,1,2,1,0,1988.0,2014.0,10.0,4.0,1.0,2,1,4,3,2,5,3,4,3,3,3,30,20,-2,40,50.0,30,40,10,50,1,4
12,2009.0,1,1,94,4,4,3,2,2,3,2,5,5,3,1,3,2,4,4,3,3,2,3,4,4,5.0,6,2,4,3,5,3,60000.0,2,2,0,1,1,0,1986.0,2013.0,12.0,1.0,2.0,3,1,4,4,4,4,2,4,3,4,5,50,70,30,50,50.0,60,30,60,60,4,4
4,1986.0,1,0,120,5,4,4,1,2,2,2,4,4,2,1,2,4,3,4,2,5,2,2,2,1,6.0,1,3,6,4,7,3,80000.0,5,3,1,2,1,0,1968.0,1994.0,3.0,1.0,1.0,2,1,4,4,4,4,2,3,2,-8,4,70,75,80,70,65.0,75,75,70,80,5,4
1,-2.0,1,0,70,1,1,5,1,1,1,1,3,1,1,1,5,5,4,5,5,5,5,1,5,1,8.0,1,1,4,1,6,1,80000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,2,3,2,2,1,-8,3,-8,5,85,50,80,80,60.0,70,60,70,85,3,5
4,1961.0,4,0,140,2,5,5,2,5,5,1,5,1,1,1,5,1,4,3,5,1,5,4,4,1,3.0,3,4,3,3,3,2,150000.0,7,3,1,1,1,0,1947.0,1969.0,3.0,1.0,2.0,2,2,4,5,4,4,3,4,-8,-8,5,85,90,75,80,90.0,85,80,80,90,5,5
4,-2.0,1,0,120,5,5,4,1,1,1,1,4,1,1,1,3,5,2,2,4,5,5,5,4,2,1.0,1,4,7,5,8,2,36000.0,1,4,1,2,0,0,1964.0,1988.0,4.0,1.0,1.0,1,1,4,5,5,5,2,3,3,-8,5,100,100,100,100,100.0,100,100,100,100,1,4
10,2000.0,2,1,124,4,4,4,2,1,1,4,2,5,1,4,3,4,4,4,2,2,1,3,4,3,5.0,3,3,5,3,7,1,600000.0,3,3,1,1,0,1,1984.0,0.0,11.0,2.0,1.0,1,1,4,2,2,2,2,2,2,2,2,60,60,50,80,60.0,60,70,50,60,5,5
3,-2.0,1,0,100,3,2,2,1,1,1,4,4,1,1,1,4,5,3,3,2,4,5,3,4,1,4.0,1,4,5,3,8,1,1000.0,4,3,2,2,0,0,1948.0,1968.0,3.0,4.0,1.0,2,1,4,-8,3,4,3,-8,4,-8,-8,90,90,90,100,-2.0,90,90,60,60,1,4
4,1962.0,4,0,156,2,3,3,2,3,1,1,5,1,1,1,3,4,3,3,1,1,5,4,4,3,3.0,2,4,4,3,7,2,40000.0,2,2,1,2,1,0,1945.0,1968.0,4.0,4.0,2.0,2,1,2,4,3,3,3,4,3,5,5,90,60,50,70,50.0,60,70,70,80,6,5
4,-2.0,1,0,95,5,5,5,1,1,1,1,4,1,1,1,5,5,5,4,5,5,5,2,2,1,2.0,1,4,4,2,6,2,25000.0,3,3,1,2,1,0,1971.0,-2.0,6.0,2.0,1.0,2,1,4,4,4,4,4,4,-8,-8,5,60,60,60,60,60.0,60,60,60,60,3,4
4,1985.0,1,0,120,3,4,3,4,3,3,1,5,4,1,1,3,4,4,4,4,2,2,4,3,2,2.0,3,2,5,4,6,3,100000.0,3,3,1,2,1,0,1972.0,1998.0,4.0,1.0,4.0,2,1,4,4,3,4,3,4,3,-8,4,60,60,70,60,70.0,60,60,60,60,5,4
6,2012.0,2,1,140,5,5,4,1,2,2,2,3,4,2,2,3,3,3,3,1,2,1,2,3,3,3.0,1,4,4,3,5,3,60000.0,3,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,3,4,3,4,4,3,4,90,80,80,80,70.0,90,90,80,80,1,5
4,2005.0,1,0,135,5,4,4,1,2,2,1,4,5,3,1,3,3,3,3,1,1,1,4,3,2,2.0,2,2,4,3,6,3,40000.0,7,2,2,2,1,0,1991.0,2011.0,4.0,1.0,1.0,3,1,3,4,2,4,2,4,2,2,4,60,80,75,80,60.0,80,85,75,75,4,3
10,2005.0,2,0,135,4,4,3,4,3,2,2,3,4,5,3,3,3,4,3,2,3,1,2,3,3,3.0,2,4,3,1,5,1,100000.0,3,3,1,1,1,0,1990.0,2008.0,4.0,2.0,1.0,2,1,4,4,4,4,4,4,3,3,3,55,60,35,55,50.0,45,40,55,40,5,4
7,1999.0,4,0,180,5,4,5,2,1,1,1,2,4,4,4,5,5,4,1,1,5,1,4,4,3,1.0,6,2,5,1,8,1,160000.0,4,3,2,2,1,0,1979.0,2001.0,4.0,2.0,1.0,2,2,4,4,4,5,2,4,2,2,4,90,80,0,30,50.0,100,80,20,0,5,5
1,-2.0,1,0,130,3,3,5,1,1,1,1,3,1,1,2,5,5,4,5,5,5,5,2,2,1,6.0,1,4,5,4,7,3,30000.0,2,3,1,2,1,0,1967.0,1988.0,3.0,1.0,1.0,3,2,3,5,4,5,3,-8,-8,-8,4,85,85,90,90,80.0,80,80,85,85,1,4
6,-2.0,1,0,65,4,5,5,2,3,3,4,4,4,1,2,4,3,3,4,4,3,3,3,3,2,2.0,2,4,4,1,4,3,20000.0,2,3,1,2,1,0,1955.0,1980.0,6.0,1.0,2.0,2,2,4,4,2,4,3,3,3,3,5,50,30,50,40,30.0,30,30,50,30,3,4
3,1967.0,1,0,135,3,4,4,1,1,1,2,5,1,1,1,5,5,4,4,5,5,5,3,2,1,3.0,1,2,5,4,5,3,15000.0,5,3,1,2,1,0,1953.0,1976.0,1.0,1.0,1.0,2,1,4,4,3,5,3,-8,-8,-8,4,60,70,80,75,70.0,65,60,70,60,2,3
1,-2.0,1,0,130,2,3,4,1,1,1,1,5,1,1,2,3,5,3,3,5,5,5,3,2,1,2.0,2,3,5,4,6,2,20000.0,4,3,1,2,1,0,1954.0,1979.0,3.0,1.0,1.0,2,2,4,4,4,4,2,4,-8,-8,4,90,90,90,90,90.0,80,80,80,80,2,4
