id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
2396,3,2,9,21,43,2015/7/6 18:52,2,1980,1,1,1,4,,4.0,1997.0,6000,1,,100.0,0,1,0,0,0,0,0,0,0,,155,120,4,4,4,1,1.0,1,2,1,4,1,1,2,5,2,5,5,4,4,5,5,5,4,4,4,3,1,2.0,2.0,1,2,3,2,4,2,2,,,,,1,1,2,2,12000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,2006.0,1979.0,2006.0,6.0,1.0,1.0,6000.0,2.0,,,-2,1,1,2,-2,1,1,2,2,1,3,2,100000.0,4,4,3,3,4,3,2,3,3,2,-8,-8,2,4,80,50,70,50,60.0,60,70,65,65
2397,4,2,18,52,86,2015/7/18 12:49,1,1944,1,1,1,10,,4.0,1963.0,20000,4,1964.0,80.0,0,0,0,1,0,0,0,0,0,,169,147,4,4,5,2,1.0,4,4,3,4,1,1,1,5,4,1,5,4,3,5,2,5,5,5,3,3,3,1.0,1.0,2,4,5,4,6,3,5,,,,,1,1,2,2,30000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1968.0,1947.0,1968.0,4.0,4.0,2.0,10000.0,5.0,,,-2,1,1,2,-2,1,1,2,2,2,3,2,50000.0,4,4,4,4,4,4,4,4,4,3,3,3,2,4,70,50,70,80,70.0,80,80,70,60
2398,3,1,12,32,59,2015/8/4 16:30,2,1957,1,1,3,4,,4.0,1973.0,24000,4,1993.0,57.0,0,1,0,1,0,0,0,0,0,,160,120,3,3,5,5,1.0,3,1,1,5,5,2,1,5,3,2,4,2,3,4,1,4,4,1,4,4,2,3.0,2.0,2,1,5,10,-8,1,5,,,,,1,1,2,2,48000.0,3,1,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1978.0,1946.0,1978.0,4.0,1.0,5.0,24000.0,5.0,,,-2,-8,1,5,-2,3,1,5,3,2,4,4,60000.0,2,2,-8,-8,5,3,2,2,2,2,2,3,1,3,80,50,50,50,50.0,30,-2,-2,-2
2399,4,1,27,77,117,2015/7/22 13:54,1,1986,1,1,1,12,,4.0,2008.0,40000,1,,97.0,0,0,0,0,1,0,0,0,0,,184,200,4,4,4,5,1.0,2,2,2,3,5,1,2,3,3,4,4,4,2,1,2,4,5,1,2,4,3,6.0,3.0,2,4,5,3,8,3,1,3.0,6.0,1.0,3.0,1,1,2,2,40000.0,1,3,1,1,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1962,9,1,1,1962,9,1,1,1,1,4,2,100000.0,4,4,3,3,5,4,4,4,3,3,2,4,3,4,70,75,75,68,60.0,80,60,80,70
2400,3,1,31,86,129,2015/8/20 13:49,1,1968,1,1,1,3,,4.0,1984.0,3000,1,,38.0,0,0,0,0,0,0,0,0,1,,173,130,3,4,2,1,2.0,1,1,3,1,1,1,5,5,5,5,5,4,5,1,5,5,5,5,1,2,1,,,1,4,1,1,1,3,1,5.0,20.0,2.0,4.0,1,2,2,2,9000.0,4,1,0,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,2000.0,1974.0,2000.0,5.0,1.0,2.0,6000.0,6.0,,,1926,-8,4,2,-2,1,1,2,3,3,4,2,10000.0,5,4,4,4,4,4,4,4,1,1,-8,-8,1,4,70,70,70,70,50.0,50,60,60,90
2401,4,1,13,37,68,2015/9/2 15:50,1,1965,1,1,1,9,,4.0,2001.0,20000,4,1991.0,53.0,0,0,0,0,0,0,0,0,1,,167,130,4,5,5,2,1.0,4,3,1,4,4,1,1,5,5,2,4,2,2,1,1,5,5,1,4,4,3,5.0,2.0,4,2,5,5,-8,4,1,3.0,31.0,1.0,2.0,1,1,2,2,45000.0,2,3,-3,-8,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,1988.0,1965.0,1988.0,8.0,1.0,2.0,15000.0,5.0,,,-2,1,1,-8,-2,3,1,1,2,2,3,2,-2.0,2,2,2,2,4,2,1,2,2,2,-8,-8,1,4,60,30,70,70,-2.0,60,10,60,60
2402,5,2,9,23,45,2015/7/3 15:19,2,1970,1,1,1,4,,4.0,1987.0,10000,1,,90.0,0,0,1,0,0,0,0,0,0,,165,140,4,4,4,1,1.0,1,3,1,5,1,1,1,5,3,3,5,3,3,4,5,5,5,5,2,3,1,4.0,3.0,3,2,7,2,8,2,2,,,,,1,1,2,2,120000.0,5,4,2,1,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1990.0,1965.0,1990.0,4.0,1.0,1.0,70000.0,1.0,2.0,2.0,1948,6,1,2,1949,3,1,2,2,2,4,2,20000.0,3,2,2,2,4,3,1,3,2,2,-8,-8,1,4,80,70,50,50,60.0,60,50,50,70
2404,4,1,7,18,35,2015/8/12 15:13,1,1945,1,1,1,7,,4.0,1964.0,36000,4,1987.0,20.0,0,0,0,0,0,0,0,1,0,,170,150,3,3,5,5,1.0,5,5,1,5,3,1,1,5,5,1,4,4,3,2,1,5,5,1,1,4,4,,,1,4,4,4,4,2,5,,,,,1,1,2,2,66000.0,2,3,0,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1969.0,1942.0,1969.0,4.0,1.0,5.0,30000.0,5.0,,,1918,10,1,1,1921,3,1,1,3,2,4,3,50000.0,2,4,-8,-8,5,5,4,3,4,4,-8,4,3,3,80,70,60,90,80.0,60,80,90,80
2405,4,2,13,36,66,2015/9/21 14:23,1,1951,1,1,1,3,,2.0,,3000,1,,120.0,0,1,0,0,0,0,0,0,0,,153,110,2,4,5,1,1.0,1,1,1,5,-8,1,1,5,4,5,5,4,4,5,5,4,5,-8,2,4,1,3.0,3.0,1,4,5,4,5,3,2,,,,,1,1,2,2,4000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1975.0,1956.0,1975.0,3.0,1.0,1.0,2000.0,3.0,,,-2,1,1,2,-2,1,1,2,2,2,5,2,2000.0,5,4,4,4,5,3,3,3,3,-8,-8,-8,2,4,80,70,70,70,70.0,70,70,70,80
2407,4,2,10,26,48,2015/7/26 16:51,2,1949,1,1,1,3,,4.0,-2.0,5000,1,,361.0,0,1,1,0,0,0,0,0,0,,163,120,4,4,4,1,1.0,2,2,2,4,3,1,1,5,4,4,4,4,2,5,3,5,2,4,4,4,1,1.0,1.0,1,4,6,5,6,5,3,,,,,1,1,1,2,70000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,3,0.0,3,1971.0,1949.0,1971.0,7.0,4.0,2.0,56000.0,5.0,,,1920,1,1,2,1920,1,1,2,3,2,4,2,60000.0,4,4,4,4,4,3,3,4,3,3,3,3,2,5,90,80,80,90,80.0,80,80,80,80
2408,5,1,4,7,22,2015/9/1 20:31,2,1980,1,1,1,6,,4.0,1999.0,20000,1,,92.0,0,0,1,0,0,0,0,0,0,,165,124,5,5,4,4,1.0,2,2,3,4,4,4,3,4,3,3,5,4,3,4,3,5,5,1,2,4,3,7.0,4.0,1,-8,2,2,4,3,1,3.0,5.0,1.0,3.0,1,2,1,1,50000.0,3,2,1,1,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2006.0,1980.0,2006.0,10.0,4.0,2.0,30000.0,1.0,3.0,1.0,1951,6,1,1,1949,4,1,5,2,1,2,2,40000.0,3,2,2,1,4,1,1,1,2,1,1,1,1,3,100,80,80,80,70.0,70,90,90,90
2409,1,2,17,50,83,2015/7/28 16:09,2,1965,-8,1,1,4,,2.0,-2.0,-2,-8,,30.0,1,0,0,0,0,0,0,0,0,,145,85,1,1,-8,8,4.0,3,3,1,1,1,1,5,5,5,3,5,5,5,5,5,5,5,5,1,2,1,,,1,2,1,1,1,1,3,,,,,2,2,2,2,-2.0,1,1,-2,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,5,1985.0,1967.0,1985.0,4.0,4.0,1.0,-2.0,1.0,-8.0,-8.0,1939,-8,1,2,1939,1,1,2,3,-8,2,-8,50000.0,1,1,1,1,-8,-8,1,1,1,-8,-8,-8,1,2,60,60,60,50,50.0,50,50,50,50
2410,4,1,18,55,89,2015/7/25 9:40,1,1997,1,1,1,6,,4.0,2015.0,0,2,,110.0,0,0,0,0,1,0,0,0,0,,176,130,5,5,4,2,2.0,3,3,1,5,5,1,2,4,4,3,4,4,2,3,1,5,5,1,2,4,5,7.0,2.0,1,4,5,4,6,5,6,,,,,1,2,2,2,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,6,4,8,1971,6,4,8,2,2,3,2,200000.0,4,3,3,3,5,4,3,4,2,3,3,3,1,3,60,50,60,60,50.0,70,70,60,40
2411,4,1,16,46,78,2015/8/1 15:39,1,1975,1,1,1,4,,4.0,1990.0,30000,1,,130.0,0,1,1,0,0,0,0,0,0,,173,110,4,4,4,1,1.0,2,2,2,4,4,1,1,4,3,4,4,4,3,2,5,5,5,1,3,2,2,6.0,3.0,2,4,5,4,7,4,1,3.0,20.0,1.0,3.0,1,2,2,2,50000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,2,2.0,3,1999.0,1980.0,1999.0,4.0,1.0,1.0,20000.0,1.0,3.0,1.0,1935,3,1,2,1942,3,1,2,2,1,4,2,50000.0,4,3,3,3,5,4,3,4,3,-8,-8,3,2,4,65,60,65,70,65.0,60,60,65,75
2412,4,1,26,75,115,2015/8/7 12:35,2,1965,1,0,2,4,,4.0,1980.0,57000,1,,102.0,0,1,1,0,0,0,0,0,0,,156,90,4,3,4,5,2.0,4,3,3,5,3,1,1,4,2,3,4,4,3,3,3,5,5,2,4,4,4,2.0,2.0,2,2,4,2,5,2,5,,,,,1,2,1,1,110000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,3,0,0.0,3,1984.0,1964.0,1984.0,6.0,1.0,5.0,60000.0,5.0,,,-2,3,1,1,-2,3,1,5,2,1,4,2,500000.0,4,4,5,2,4,4,3,5,2,3,3,3,1,3,70,50,40,68,70.0,76,60,69,70
2413,2,2,21,64,102,2015/7/21 8:19,2,1968,1,1,1,3,,4.0,-2.0,0,1,,300.0,0,1,1,0,0,0,0,0,0,,164,110,2,2,4,1,1.0,1,1,2,5,1,1,1,5,2,5,-8,4,4,5,5,5,5,5,4,4,1,1.0,2.0,2,4,4,4,4,4,4,,,,,1,2,2,2,60000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1988.0,1968.0,1988.0,3.0,1.0,1.0,50000.0,1.0,3.0,1.0,-2,1,1,2,-2,3,1,2,2,2,3,2,-2.0,4,4,4,4,5,4,3,3,3,-8,-8,-8,2,5,70,80,80,80,80.0,80,70,80,80
2414,3,1,11,30,53,2015/7/20 18:04,2,1969,1,1,1,3,,4.0,1982.0,6000,1,,100.0,0,0,0,0,0,0,0,0,0,ÎÞ·¿²úÖ¤,158,100,5,4,5,1,1.0,1,1,1,5,1,1,1,4,3,5,5,4,4,3,4,5,5,5,4,4,2,1.0,4.0,1,4,3,2,4,2,3,,,,,1,1,2,2,7000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,7,1989.0,,,,,,,,,,1929,3,1,2,1929,3,1,2,2,2,5,2,10000.0,5,5,5,5,5,5,3,5,3,2,2,2,1,4,90,70,80,80,60.0,80,70,80,80
2415,4,2,5,10,26,2015/7/30 9:29,1,1975,1,1,1,3,,3.0,,70000,1,,70.0,0,1,0,0,0,0,0,0,0,,172,130,4,5,5,1,1.0,1,1,1,1,1,1,5,5,5,5,5,3,3,5,5,5,5,5,4,4,1,1.0,1.0,2,4,5,1,5,1,3,,,,,2,2,2,2,80000.0,3,2,2,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1996.0,1976.0,1996.0,3.0,1.0,1.0,10000.0,4.0,,,1950,4,1,2,1954,1,1,2,3,1,4,3,100000.0,4,4,4,2,4,-8,4,-8,-8,-8,-8,-8,1,4,100,100,80,100,80.0,100,100,100,100
2416,4,2,18,52,85,2015/7/21 16:01,2,1963,1,1,1,3,,2.0,,5000,1,,100.0,0,0,1,0,0,0,0,0,0,,160,120,4,4,4,1,1.0,1,1,1,5,1,1,1,5,3,5,3,4,5,3,5,5,5,5,4,3,1,2.0,7.0,1,3,6,5,6,3,3,,,,,1,1,2,2,10000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1984.0,1954.0,1984.0,3.0,1.0,1.0,5000.0,3.0,,,-2,1,1,2,-2,1,1,2,2,1,4,2,20000.0,5,5,5,4,5,-8,3,3,3,3,3,3,2,5,80,80,80,80,80.0,80,80,80,80
2417,4,1,29,82,124,2015/7/20 16:59,1,1958,1,1,1,6,,4.0,1980.0,10000,1,,25.0,0,0,0,0,0,0,0,0,1,,168,145,5,5,3,1,3.0,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,5,5,2,2,3,4.0,4.0,1,3,5,3,5,2,1,3.0,-1.0,1.0,3.0,1,1,2,2,20000.0,8,-8,4,1,0,1,0,0,0,0,0,0,0,,3,0,0.0,3,1982.0,1960.0,1982.0,4.0,1.0,1.0,10000.0,1.0,3.0,1.0,1930,-8,-8,1,1933,1,1,15,2,2,4,3,30000.0,5,5,5,5,5,5,2,4,5,5,1,5,1,5,70,80,60,60,30.0,30,70,100,-2
2418,4,1,15,41,72,2015/7/17 15:21,1,1946,1,1,1,3,,2.0,,48000,1,,65.0,0,1,0,0,0,0,0,0,0,,178,180,3,4,4,2,1.0,5,1,1,5,1,1,1,5,4,1,5,4,4,5,1,5,5,5,1,5,1,,,1,2,1,1,1,1,5,,,,,1,1,2,2,48000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1973.0,1949.0,1973.0,7.0,4.0,2.0,0.0,6.0,,,-2,-8,1,16,-2,1,1,15,2,1,3,3,80000.0,5,4,4,3,5,5,3,4,3,-8,-8,4,2,3,70,70,0,70,70.0,80,-2,-2,60
2419,3,1,19,57,91,2015/7/15 16:57,2,1966,1,1,1,4,,4.0,1982.0,0,1,,40.0,0,0,1,0,0,0,0,0,0,,155,116,2,3,2,4,2.0,2,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,5,5,1,2,1,,,2,3,1,6,-8,5,1,3.0,15.0,1.0,3.0,1,1,2,2,0.0,2,1,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1994.0,1966.0,1994.0,6.0,1.0,4.0,0.0,1.0,3.0,1.0,1948,3,1,1,1949,1,1,2,3,3,4,2,-2.0,-8,1,1,1,5,1,1,5,1,1,1,1,1,1,70,70,70,70,70.0,70,70,70,70
2420,3,2,6,14,30,2015/8/5 12:26,1,1953,1,1,1,3,,4.0,1967.0,2000,1,,120.0,0,1,0,0,0,0,0,0,0,,165,115,3,4,4,1,1.0,2,2,3,4,1,1,1,5,4,4,5,4,4,4,4,5,5,5,3,3,1,1.0,1.0,1,4,4,5,4,4,5,,,,,1,1,2,2,4000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1979.0,1955.0,1979.0,1.0,1.0,1.0,2000.0,4.0,,,1932,1,1,2,1927,1,1,2,3,2,3,-8,20000.0,3,3,3,3,4,3,2,3,3,3,2,3,2,4,70,70,70,80,70.0,70,80,70,80
2421,5,1,29,82,125,2015/7/21 11:18,1,1989,1,1,3,4,,2.0,-1.0,40000,1,,30.0,0,0,0,0,0,0,0,0,1,,165,120,5,5,5,4,1.0,1,1,1,3,1,1,2,5,4,5,5,5,4,4,4,4,5,5,2,1,2,1.0,1.0,1,1,5,4,7,3,1,2.0,6.0,1.0,4.0,1,1,2,2,40000.0,4,3,0,2,0,1,0,0,0,0,0,0,0,,0,2,2.0,3,2009.0,1989.0,2009.0,1.0,1.0,4.0,0.0,6.0,,,1965,3,1,2,1964,1,1,2,3,1,4,3,70000.0,4,4,5,4,5,2,2,4,5,3,3,3,1,3,90,90,90,90,90.0,90,90,90,90
2422,4,1,17,48,80,2015/7/31 11:28,1,1978,1,1,1,7,,4.0,-2.0,50000,4,-2.0,110.0,0,1,0,0,0,0,0,0,0,,172,120,5,5,3,4,1.0,2,2,2,4,5,3,1,5,3,3,3,2,2,3,3,5,5,1,2,3,2,7.0,2.0,4,4,7,6,8,7,1,3.0,20.0,1.0,2.0,1,1,2,2,100000.0,3,4,2,1,0,0,1,0,0,0,0,0,0,,0,1,1.0,3,2002.0,1980.0,2002.0,7.0,1.0,4.0,50000.0,1.0,3.0,1.0,1951,5,4,1,1954,3,1,1,2,2,4,2,-2.0,4,4,5,5,4,4,3,4,4,3,3,3,1,4,50,42,50,51,46.0,40,-2,40,52
2423,4,1,12,32,56,2015/8/11 19:35,2,1966,1,1,1,10,,4.0,1987.0,60000,1,,35.0,0,1,0,0,0,0,0,0,0,,160,110,4,2,3,5,1.0,3,3,2,4,5,1,1,4,2,2,4,4,3,3,3,5,5,1,2,2,2,3.0,4.0,2,2,6,5,4,4,1,3.0,30.0,1.0,3.0,1,2,2,2,100000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,-2.0,1963.0,-2.0,10.0,1.0,5.0,50000.0,1.0,3.0,1.0,-3,6,1,1,-3,6,1,15,2,2,4,2,100000.0,4,4,-8,-8,4,4,3,4,3,4,-8,4,3,3,50,60,50,60,50.0,60,50,50,50
2424,4,1,1,1,1,2015/9/9 14:05,2,1969,1,1,1,10,,4.0,1991.0,80000,1,,38.0,0,1,0,0,0,0,0,0,0,,165,120,4,5,5,2,2.0,4,4,4,4,5,3,1,4,4,1,2,4,3,2,2,4,5,1,3,3,4,5.0,4.0,3,3,-8,-8,-8,-8,1,6.0,23.0,1.0,2.0,1,1,2,2,150000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,1995.0,1962.0,1995.0,13.0,4.0,2.0,100000.0,1.0,6.0,1.0,1937,4,4,6,1940,4,1,6,2,2,3,2,100000.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,60,60,60,60.0,60,60,60,60
2425,4,1,10,27,50,2015/7/28 12:52,2,1933,1,1,1,1,,,,0,1,,70.0,0,1,0,0,0,0,0,0,0,,150,100,4,4,4,1,1.0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,6.0,6.0,1,4,4,3,4,2,4,,,,,1,1,2,2,0.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,2,3,5.0,3,1955.0,1930.0,1955.0,1.0,1.0,1.0,0.0,3.0,,,-2,1,1,2,-2,1,1,2,2,2,4,2,10000.0,5,4,5,5,5,5,4,5,4,4,4,4,3,3,80,80,80,80,80.0,80,80,80,80
2426,4,1,27,80,120,2015/7/30 16:25,2,1975,1,1,1,3,,4.0,1991.0,1700,1,,56.0,0,1,0,0,0,0,0,0,0,,155,110,5,4,4,2,2.0,3,3,1,4,1,1,2,5,5,2,5,4,4,4,4,5,5,5,2,4,2,5.0,6.0,1,3,5,4,5,4,5,,,,,2,1,2,2,3000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,3,0,0.0,2,-1.0,1976.0,,3.0,1.0,2.0,1000.0,5.0,,,1949,2,1,1,1949,1,1,15,3,2,4,3,5000.0,2,2,2,2,4,3,2,3,3,2,2,2,2,2,70,70,70,70,70.0,60,60,70,70
2427,5,1,10,27,49,2015/7/26 18:18,1,1980,1,1,1,4,,4.0,1995.0,60000,4,2006.0,72.0,0,1,0,0,0,0,0,0,0,,178,210,5,4,5,1,2.0,3,3,2,4,5,1,2,5,5,5,5,3,4,5,3,1,5,2,3,2,2,6.0,5.0,2,2,3,1,6,1,1,3.0,17.0,1.0,3.0,1,1,2,2,60000.0,3,3,1,1,0,0,1,0,0,0,0,0,0,,1,0,1.0,3,2001.0,1976.0,2001.0,4.0,1.0,1.0,0.0,5.0,,,1954,4,1,2,1958,1,1,2,2,1,4,2,100000.0,5,4,4,4,5,4,3,4,4,4,-8,3,2,5,60,60,40,60,40.0,40,40,40,60
2428,4,2,22,65,103,2015/7/8 17:48,1,1934,1,1,2,2,,,,2000,1,,60.0,0,1,0,0,0,0,0,0,0,,160,110,3,3,4,1,1.0,1,1,1,2,1,1,3,5,5,5,5,4,5,5,5,5,5,5,4,4,1,1.0,7.0,1,4,4,3,4,2,4,,,,,1,1,2,2,3000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,5,1,0.0,3,1950.0,1934.0,1950.0,1.0,1.0,1.0,1000.0,4.0,,,-2,1,1,2,-2,1,1,2,3,2,4,2,10000.0,5,4,4,4,5,-8,3,-8,3,-8,-8,-8,2,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2
2429,2,1,1,1,8,2015/9/23 10:14,2,1953,1,1,1,4,,4.0,1973.0,36000,1,,80.0,0,1,0,0,0,0,0,0,0,,160,103,3,4,4,2,3.0,4,3,4,5,2,1,1,5,4,2,4,4,3,3,4,5,5,4,4,4,2,3.0,3.0,1,4,2,2,2,2,5,,,,,1,1,2,2,36000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,7,1979.0,,,,,,,,,,-2,3,1,1,-3,2,1,1,3,2,3,3,60000.0,1,4,-8,4,4,4,4,4,-8,-8,-8,4,2,3,90,90,95,87,85.0,80,80,90,96
2430,4,2,21,64,101,2015/7/19 14:25,2,1964,1,1,1,4,,2.0,1977.0,2000,1,,120.0,0,1,1,0,0,0,0,0,0,,155,120,4,4,4,1,1.0,1,1,1,4,1,1,2,5,2,5,5,4,4,5,5,5,5,5,4,3,1,1.0,2.0,1,2,6,5,6,4,3,,,,,1,1,2,2,-2.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1986.0,1963.0,1986.0,4.0,1.0,1.0,-2.0,1.0,4.0,1.0,1926,1,1,2,-2,1,1,2,2,1,4,3,-2.0,5,4,5,4,4,4,4,4,3,-8,-8,4,2,5,80,80,70,70,70.0,60,60,80,70
2431,4,2,29,82,124,2015/7/22 11:27,1,1947,1,1,1,3,,4.0,1959.0,30000,4,1987.0,260.0,0,1,0,0,0,0,0,0,0,,162,148,4,4,4,1,2.0,1,1,1,4,1,1,2,5,5,5,5,5,3,5,5,5,5,5,4,4,1,2.0,2.0,2,4,5,4,6,2,1,2.0,30.0,1.0,4.0,1,1,2,2,32000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,3,0.0,4,1968.0,1961.0,-3.0,4.0,1.0,1.0,2000.0,3.0,,,1923,3,1,2,1920,1,1,2,2,2,3,2,60000.0,5,5,5,4,4,4,3,4,3,4,-8,3,1,5,70,80,80,80,70.0,70,80,80,80
2432,4,1,10,24,46,2015/7/26 9:08,2,1943,1,1,1,3,,4.0,1959.0,0,1,,60.0,0,1,0,0,0,0,0,0,0,,160,100,2,2,3,1,1.0,1,1,2,3,1,1,2,5,2,5,5,4,4,5,5,5,5,5,4,4,1,2.0,5.0,1,4,5,3,7,2,3,,,,,1,1,2,2,0.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,7,1970.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,3,2,-2.0,4,4,4,3,4,3,4,4,4,3,-8,4,3,4,90,90,90,90,90.0,90,90,90,90
2433,4,1,7,18,38,2015/8/15 11:11,2,1960,1,1,1,6,,4.0,1978.0,25000,1,,120.0,0,1,0,0,0,0,0,0,0,,171,150,3,4,3,2,1.0,4,3,4,4,3,3,1,5,3,2,4,3,3,3,4,3,2,2,3,4,2,3.0,3.0,2,3,5,7,6,4,5,,,,,1,1,1,1,110000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1982.0,1958.0,1982.0,8.0,1.0,2.0,70000.0,1.0,3.0,1.0,1924,2,1,1,1936,2,1,15,2,2,4,3,2500.0,5,4,-8,-8,4,4,3,4,3,4,3,4,3,5,90,70,80,90,90.0,90,90,90,90
2434,4,1,26,74,114,2015/8/10 16:00,2,1981,1,1,1,7,,4.0,-2.0,18000,1,,100.0,0,0,0,0,0,0,0,0,1,,160,110,4,4,4,4,2.0,2,2,2,5,2,2,1,4,3,4,5,5,3,5,5,5,2,4,3,4,2,2.0,2.0,2,3,5,3,3,6,1,3.0,-1.0,1.0,3.0,1,2,2,2,57600.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2003.0,1978.0,2003.0,12.0,1.0,4.0,39600.0,1.0,3.0,1.0,-2,-8,-8,1,-2,3,1,2,2,2,4,2,80000.0,4,3,3,3,4,4,4,4,4,-8,-8,-8,2,4,80,70,75,70,70.0,60,80,65,60
2435,4,2,18,52,85,2015/7/21 14:17,2,1944,1,1,1,3,,4.0,-2.0,2000,1,,100.0,0,0,0,1,0,0,0,0,0,,159,102,4,5,5,1,1.0,1,1,1,5,1,1,1,5,3,5,5,5,5,5,5,5,5,5,3,3,1,1.0,7.0,1,3,1,2,2,1,3,,,,,1,1,2,2,80000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1964.0,1943.0,1964.0,1.0,1.0,1.0,2000.0,3.0,,,-2,1,1,2,-2,1,1,2,2,2,4,2,20000.0,5,4,5,5,5,5,1,5,3,3,3,3,1,5,70,80,80,70,80.0,80,70,80,70
2436,4,2,18,52,86,2015/7/19 16:01,1,1951,1,1,1,3,,2.0,,4000,4,1973.0,70.0,0,1,0,0,0,0,0,0,0,,175,150,5,4,4,1,1.0,2,2,3,5,1,1,1,5,3,4,5,3,3,2,1,5,5,5,4,2,2,3.0,3.0,1,4,5,5,5,4,2,,,,,1,1,2,2,-1.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1976.0,1951.0,1976.0,1.0,1.0,1.0,0.0,6.0,,,-2,1,1,2,-2,1,1,2,2,1,4,2,-2.0,5,4,4,3,4,4,2,4,4,3,3,4,1,5,40,60,70,60,50.0,60,80,60,60
2437,4,2,2,3,10,2015/7/26 14:13,2,1939,1,0,6,1,,,,800,1,,80.0,0,0,1,0,0,0,0,0,0,,145,90,2,2,3,1,1.0,1,1,1,2,1,1,4,5,5,5,5,4,4,5,5,5,4,5,3,4,1,6.0,7.0,1,4,4,4,4,6,4,,,,,2,2,2,2,1500.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,2,0.0,3,1956.0,1938.0,1955.0,3.0,1.0,4.0,36000.0,5.0,,,-2,1,1,2,-2,1,1,2,2,2,4,2,-2.0,5,4,4,4,5,4,3,4,4,4,4,4,3,5,97,95,50,70,50.0,60,60,40,50
