edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
3,-2.0,1,0,100,2,2,3,1,1,1,1,4,1,1,1,5,5,4,4,5,5,5,3,4,1,3.0,1,2,4,4,5,2,48000.0,6,3,1,2,1,0,1951.0,1972.0,1.0,1.0,1.0,2,2,3,4,4,5,3,3,-8,-8,4,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,1,4
5,-1.0,1,0,98,5,5,3,1,2,3,4,5,5,5,1,3,3,3,4,2,4,1,2,4,2,5.0,4,3,4,6,6,7,-2.0,3,3,1,2,1,0,1985.0,2008.0,5.0,2.0,1.0,2,1,5,5,5,5,3,4,-8,-8,3,40,50,-2,40,40.0,40,-2,-2,50,4,4
2,-2.0,4,0,120,1,1,3,5,5,1,5,5,1,1,1,5,1,3,5,2,1,5,1,4,2,8.0,1,3,5,5,5,1,46000.0,1,3,1,2,1,0,1938.0,1956.0,4.0,1.0,5.0,2,1,3,3,3,4,4,4,3,-8,2,100,100,100,100,100.0,100,100,100,100,5,5
7,1966.0,1,0,110,2,3,3,2,2,2,4,4,1,1,2,3,2,3,3,2,1,5,4,4,3,2.0,5,4,5,4,6,3,70000.0,2,4,1,2,1,0,1939.0,1984.0,7.0,4.0,2.0,1,1,3,3,2,5,2,3,4,4,5,60,60,50,70,40.0,70,80,60,50,5,2
3,-2.0,1,0,112,4,4,4,1,2,2,2,5,1,1,1,4,4,3,3,3,1,5,4,3,2,3.0,1,2,2,2,3,1,20000.0,3,3,1,2,1,0,1968.0,1989.0,4.0,1.0,1.0,3,3,2,3,2,2,3,3,2,3,4,75,95,70,40,40.0,40,70,80,80,1,3
4,-2.0,1,0,150,5,5,4,1,2,2,2,5,5,1,1,3,2,3,3,2,5,2,5,4,3,2.0,1,4,3,2,5,1,30000.0,1,2,1,1,1,0,1986.0,2014.0,4.0,1.0,1.0,3,1,-8,5,2,4,3,2,3,-8,5,80,70,70,70,60.0,60,80,60,80,4,4
7,1964.0,4,0,120,4,4,4,2,4,4,5,5,3,1,1,3,1,3,2,4,2,3,2,4,5,6.0,1,4,8,8,8,5,80000.0,2,3,1,1,1,0,1941.0,1968.0,10.0,4.0,2.0,2,1,5,3,3,5,1,5,3,5,3,90,90,90,90,90.0,90,90,90,90,4,5
3,-2.0,1,1,140,4,5,5,2,1,1,1,5,1,1,1,5,5,5,5,5,1,5,3,3,1,1.0,1,5,5,3,7,1,20000.0,2,3,1,2,1,0,1949.0,1999.0,3.0,1.0,1.0,3,1,-8,5,5,5,5,-8,-8,5,5,90,80,40,-2,-2.0,-2,-2,30,80,3,5
4,1981.0,1,0,120,2,2,5,1,1,1,1,5,1,1,1,3,5,5,5,5,5,5,3,3,1,7.0,1,3,5,1,5,3,10000.0,2,2,1,2,1,0,1971.0,1992.0,4.0,1.0,1.0,2,1,3,4,4,4,2,4,-8,-8,4,80,80,90,70,80.0,70,80,90,60,2,3
3,-2.0,1,0,89,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,4,1,8.0,1,3,2,1,3,1,6000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,4,4,2,3,3,4,5,50,40,30,10,40.0,50,50,40,30,1,4
12,2013.0,4,1,98,4,4,3,2,2,2,2,5,5,3,1,3,2,3,3,2,3,1,3,3,3,3.0,1,5,6,4,7,5,100000.0,1,3,1,1,0,1,0.0,0.0,0.0,0.0,0.0,2,1,4,4,3,5,3,3,3,3,1,90,70,60,70,70.0,70,80,90,60,5,5
3,-2.0,1,0,110,4,4,4,1,1,1,1,5,1,1,1,4,4,4,4,5,1,5,2,2,1,5.0,1,3,4,4,4,3,60000.0,4,3,2,2,1,0,1945.0,1964.0,3.0,4.0,4.0,2,2,4,5,5,5,4,-8,3,3,5,100,100,100,100,100.0,100,100,100,98,1,5
4,-2.0,1,0,120,4,3,3,1,2,2,2,4,3,1,2,4,4,4,4,4,5,4,3,4,1,2.0,3,3,5,4,5,3,-3.0,3,3,1,2,1,0,1968.0,1990.0,4.0,1.0,1.0,2,2,3,5,5,5,3,3,3,4,4,60,60,50,70,30.0,40,40,40,50,0,4
3,-2.0,1,0,120,4,3,4,1,1,1,1,4,1,1,1,3,5,4,5,5,5,5,4,4,1,6.0,2,2,5,4,6,1,50000.0,3,2,1,1,1,0,1965.0,1989.0,4.0,1.0,1.0,2,1,3,1,4,5,1,5,2,-8,3,100,90,90,100,70.0,90,100,80,90,3,4
10,2014.0,1,0,125,4,4,4,2,2,2,1,2,4,1,4,3,4,4,2,2,4,1,4,4,2,1.0,2,3,6,6,6,6,-2.0,2,3,3,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,3,4,4,3,4,3,3,60,60,70,60,70.0,70,60,70,70,1,4
2,-2.0,1,0,98,2,3,3,1,2,1,3,3,1,1,2,4,5,4,4,5,5,5,3,3,1,5.0,1,4,4,4,4,3,50000.0,2,3,1,2,1,0,1935.0,1957.0,1.0,1.0,1.0,2,2,3,4,3,5,2,4,-8,-8,3,80,80,70,75,70.0,70,70,75,70,1,3
10,2014.0,1,0,170,3,3,3,1,1,2,2,3,4,4,2,2,3,3,2,1,2,2,3,3,2,2.0,1,2,3,3,7,3,80000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,3,4,1,3,4,3,4,60,60,50,40,20.0,70,60,70,60,1,5
3,1961.0,1,0,104,2,3,3,2,1,1,2,3,1,1,1,2,5,4,4,5,1,5,2,4,1,2.0,6,4,5,5,5,3,15000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,3,2,4,2,3,2,2,5,90,90,90,80,80.0,90,80,80,90,3,4
9,-2.0,4,0,118,5,4,5,2,4,4,1,5,4,4,1,3,1,4,4,4,5,1,2,3,3,5.0,2,4,5,4,7,5,30000.0,3,2,1,2,1,0,1972.0,1997.0,5.0,1.0,2.0,2,1,4,5,5,5,2,3,-8,-8,4,80,80,70,80,60.0,80,70,80,80,4,4
13,2014.0,2,0,100,4,3,3,1,2,2,3,4,5,1,2,3,3,4,3,4,4,1,2,4,4,3.0,2,3,4,4,5,3,200000.0,3,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,3,3,4,3,3,2,2,3,80,80,80,80,80.0,80,80,80,80,5,3
12,1996.0,4,0,130,4,3,4,5,4,4,3,3,5,1,2,3,1,3,3,5,1,1,1,2,3,8.0,3,4,4,4,4,3,90000.0,3,3,2,1,1,0,1968.0,1993.0,12.0,4.0,5.0,2,2,4,4,4,5,3,4,3,3,4,50,50,50,50,0.0,50,80,60,60,5,5
12,1945.0,1,0,96,2,2,3,2,2,2,2,2,1,1,4,5,3,4,5,4,5,5,2,2,2,7.0,1,3,5,5,5,4,60000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,3,3,4,2,3,2,2,3,70,70,70,70,70.0,70,70,70,70,5,4
4,1983.0,1,0,134,3,4,5,1,2,2,2,5,1,1,1,4,4,4,4,4,1,5,4,4,2,5.0,2,4,4,3,5,3,6500.0,4,2,1,2,1,0,1970.0,1990.0,1.0,1.0,1.0,3,1,5,5,4,5,2,3,-8,-8,5,-2,90,60,70,70.0,80,80,70,75,1,4
12,2002.0,1,0,120,4,4,5,5,4,3,3,4,5,2,1,3,2,3,3,3,1,1,2,3,3,3.0,2,4,4,4,4,4,50000.0,2,3,1,2,1,0,1979.0,2000.0,12.0,1.0,5.0,2,2,4,3,3,4,3,4,3,3,2,60,70,70,70,60.0,50,50,70,60,5,4
3,1951.0,1,0,100,5,5,5,1,1,1,1,5,1,1,1,2,5,4,5,5,5,5,5,4,1,7.0,6,5,5,3,7,2,1000.0,4,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,4,4,3,4,3,-8,3,3,5,90,80,90,90,90.0,90,90,90,80,1,5
4,-2.0,1,0,120,4,5,4,1,2,2,4,4,1,1,1,4,5,4,4,4,2,5,2,4,1,4.0,1,4,4,3,5,2,23000.0,2,3,3,2,1,0,1968.0,1992.0,3.0,1.0,1.0,2,2,4,4,4,5,3,4,4,-8,4,85,-2,80,80,80.0,85,85,100,85,1,3
13,2001.0,1,0,106,4,4,3,2,2,2,2,2,4,2,4,3,4,4,4,3,4,2,3,3,3,2.0,5,2,6,5,5,3,65000.0,1,3,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,3,4,4,3,4,2,3,2,60,70,70,60,60.0,70,70,70,70,5,4
1,-2.0,1,0,90,4,4,4,2,3,1,1,4,1,1,1,5,2,4,4,5,2,5,2,2,1,2.0,1,4,5,5,5,5,0.0,2,3,1,2,1,0,1946.0,-2.0,1.0,1.0,1.0,2,2,4,5,5,5,4,-8,-8,-8,5,70,70,70,70,70.0,70,70,70,70,1,4
4,1977.0,1,0,100,3,4,3,5,1,1,2,5,1,1,2,3,5,3,4,4,5,5,2,2,1,5.0,1,2,3,3,3,1,30000.0,3,2,1,2,1,0,1958.0,1982.0,4.0,1.0,5.0,3,2,4,4,3,5,4,3,3,3,4,80,50,60,50,60.0,60,50,70,60,3,2
1,-2.0,1,0,140,4,4,4,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,4,2,1,1.0,1,4,4,3,4,3,10000.0,1,3,1,2,1,0,1930.0,1952.0,1.0,1.0,1.0,3,2,3,5,4,5,5,4,4,4,3,80,90,80,90,90.0,90,80,80,80,1,4
3,-2.0,1,0,110,4,5,3,1,1,1,1,4,1,3,1,3,5,4,5,2,5,5,3,3,1,6.0,1,3,5,3,6,2,20000.0,3,2,1,2,1,0,1979.0,2005.0,4.0,1.0,1.0,2,2,4,4,4,4,3,4,3,3,4,80,70,70,80,80.0,80,80,80,80,1,4
7,2010.0,1,1,160,3,4,5,5,2,3,3,4,5,2,2,2,4,4,2,2,5,1,4,3,1,2.0,1,3,5,8,5,10,60000.0,2,3,-1,1,1,0,1982.0,2009.0,4.0,1.0,5.0,2,2,4,5,3,5,1,3,3,4,3,50,25,0,100,50.0,90,25,90,100,5,5
3,-2.0,1,0,100,1,1,2,1,2,2,1,5,1,1,1,2,3,4,4,5,5,5,1,5,1,8.0,1,1,3,1,8,1,7500.0,2,2,1,2,1,0,1967.0,1992.0,3.0,1.0,1.0,3,3,3,1,4,5,3,3,3,-8,4,80,30,2,30,0.0,30,0,0,50,1,3
3,-2.0,4,0,150,4,4,4,2,1,1,3,4,1,1,1,5,5,4,4,5,5,5,4,4,1,1.0,1,4,9,4,8,3,80000.0,4,4,1,2,1,0,1933.0,1952.0,1.0,1.0,1.0,1,1,4,4,5,4,5,4,-8,5,5,100,90,80,80,80.0,80,90,90,90,4,4
1,-2.0,1,0,100,5,5,5,1,1,1,1,5,1,1,1,5,5,4,5,5,5,5,4,3,1,6.0,1,5,6,5,6,3,50000.0,6,3,2,2,1,0,1954.0,1980.0,3.0,1.0,1.0,3,2,3,4,4,4,2,3,-8,-8,5,60,60,60,80,80.0,70,70,80,60,1,5
12,2012.0,4,0,120,5,5,5,1,2,3,2,4,5,2,3,4,3,4,3,2,3,1,2,3,3,4.0,1,2,5,3,7,1,70000.0,2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,5,4,5,3,3,3,3,5,80,70,70,70,50.0,60,90,70,60,5,4
6,-2.0,1,1,148,4,2,3,2,5,5,5,5,1,1,1,1,1,2,2,4,1,3,4,4,3,2.0,1,4,1,1,1,5,70000.0,2,1,0,2,1,0,1955.0,1980.0,7.0,1.0,2.0,3,2,3,3,3,5,3,5,3,4,2,-2,0,0,100,-2.0,-2,-2,50,20,4,4
7,1962.0,4,0,139,4,5,5,5,5,1,1,5,1,1,1,2,1,4,3,2,1,5,3,4,4,4.0,1,4,5,3,7,1,70000.0,2,4,1,2,1,0,1939.0,1964.0,6.0,4.0,4.0,1,1,4,4,4,4,3,4,4,4,5,80,70,70,60,60.0,80,70,60,70,5,5
1,-2.0,1,0,90,2,3,3,1,1,1,4,4,1,1,1,2,1,1,1,5,5,5,4,4,1,3.0,2,3,2,2,2,2,720.0,1,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,4,3,3,4,3,3,5,60,60,60,60,60.0,60,70,70,50,1,4
3,-2.0,1,0,150,1,2,3,1,2,1,1,3,1,1,1,5,4,3,4,5,4,5,2,4,1,7.0,1,3,4,3,7,3,15000.0,3,2,1,2,1,0,1964.0,1978.0,1.0,1.0,1.0,3,1,4,5,5,2,2,2,2,3,3,80,70,50,70,30.0,40,60,50,70,0,4
4,1998.0,1,0,130,5,5,5,4,1,1,1,3,1,1,2,1,4,4,5,5,1,5,2,2,2,7.0,1,4,5,5,5,5,15000.0,5,2,1,2,1,0,1977.0,2006.0,4.0,1.0,4.0,3,2,4,4,3,4,3,4,4,-8,4,80,80,75,80,80.0,80,70,90,90,1,5
3,-2.0,1,0,100,4,3,4,1,1,1,1,4,1,1,1,5,5,5,4,5,5,5,2,1,1,3.0,4,3,4,3,5,2,20000.0,2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,4,4,3,3,4,3,3,5,60,50,60,70,70.0,70,70,60,50,1,4
1,-2.0,1,0,108,3,3,4,1,1,1,1,5,1,1,1,3,5,4,1,5,4,5,2,2,1,2.0,2,3,4,3,6,2,3000.0,1,2,1,2,1,0,1943.0,1968.0,1.0,1.0,1.0,2,2,4,4,3,4,4,3,5,4,4,85,87,78,85,84.0,81,87,84,79,2,4
7,1963.0,4,0,125,3,4,4,2,4,3,2,5,5,5,1,3,2,4,4,1,1,1,3,3,3,4.0,2,4,5,5,5,5,120000.0,2,3,1,2,1,0,1945.0,1968.0,7.0,4.0,2.0,2,2,3,5,4,5,3,5,4,4,4,70,70,80,70,80.0,80,80,80,70,5,4
4,-2.0,1,0,130,4,5,5,1,1,1,2,4,1,1,1,5,5,5,5,5,5,5,2,1,1,7.0,1,2,2,1,3,1,30000.0,4,2,1,2,1,0,1972.0,-2.0,3.0,1.0,1.0,2,1,4,3,4,4,4,3,4,4,4,80,80,80,80,80.0,80,80,80,80,3,4
6,1982.0,4,0,160,4,5,5,2,3,3,3,3,5,1,3,2,3,3,3,3,2,1,2,4,1,4.0,4,2,6,6,6,6,50000.0,3,3,1,1,1,0,1964.0,1988.0,6.0,1.0,2.0,2,2,3,3,4,4,3,3,2,3,3,90,90,60,70,30.0,30,80,80,100,4,4
4,1967.0,4,0,170,5,5,5,2,1,2,5,5,1,1,1,1,4,4,4,1,1,4,3,5,5,2.0,3,2,4,3,5,5,200000.0,5,3,1,1,1,0,1955.0,1979.0,1.0,1.0,2.0,3,1,3,4,3,5,3,4,2,3,4,70,50,30,0,60.0,80,85,80,80,5,4
6,1976.0,4,0,114,5,5,5,2,1,1,1,5,1,1,1,5,5,5,2,5,1,5,4,4,1,3.0,1,4,3,4,3,3,33800.0,2,2,1,2,1,0,1957.0,1981.0,6.0,1.0,2.0,2,1,5,5,5,5,3,5,-8,-8,4,60,80,-2,90,85.0,40,50,50,60,3,4
3,-2.0,1,0,150,5,5,4,1,1,1,1,5,3,1,1,3,5,4,4,3,5,4,5,3,1,5.0,2,4,6,5,7,5,3000.0,3,3,1,2,1,0,1988.0,2011.0,3.0,1.0,1.0,3,2,4,5,5,5,5,5,-8,-8,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,0,4
3,1975.0,1,0,120,4,4,4,1,1,1,1,4,1,1,1,5,5,4,4,5,4,5,3,2,2,3.0,1,4,4,3,4,2,100000.0,7,3,2,2,1,0,1961.0,1985.0,1.0,1.0,1.0,3,2,3,5,5,5,3,4,-8,-8,5,80,70,80,70,60.0,50,50,80,50,3,5
1,-2.0,1,0,126,4,4,5,1,1,1,1,4,1,1,1,5,5,4,4,5,5,5,2,2,1,5.0,1,2,6,3,8,2,10000.0,4,3,2,2,1,0,1960.0,1985.0,6.0,1.0,1.0,2,1,3,4,3,4,2,4,-8,4,5,100,100,80,100,80.0,80,70,100,100,0,4
4,-2.0,1,1,140,3,4,4,5,2,2,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,5.0,2,3,5,5,5,5,-2.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,3,4,3,4,3,4,3,50,60,70,70,80.0,80,70,80,80,3,3
12,1995.0,1,0,130,5,5,3,5,2,2,4,4,4,4,1,4,4,3,3,4,2,1,4,5,2,2.0,6,3,6,6,7,8,700000.0,3,3,1,1,0,0,1975.0,2003.0,12.0,4.0,5.0,2,3,2,3,3,4,3,4,3,3,3,50,50,30,50,40.0,50,70,80,80,5,4
1,-2.0,1,0,96,2,2,2,1,1,1,1,4,1,1,2,5,5,3,3,5,5,5,3,3,1,3.0,2,2,1,1,1,1,20000.0,2,2,1,2,1,0,1961.0,1983.0,4.0,1.0,1.0,3,2,4,5,5,5,2,2,-8,5,2,100,100,100,100,100.0,100,100,100,100,2,2
4,1982.0,1,0,140,4,5,5,1,1,1,1,4,1,1,2,4,5,4,4,5,2,5,3,3,2,3.0,1,2,1,1,1,1,12000.0,5,2,1,2,1,0,1966.0,1989.0,6.0,1.0,1.0,2,2,4,4,4,5,3,4,3,3,3,70,70,-2,-2,60.0,80,80,80,80,1,5
1,-2.0,1,0,100,4,4,4,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,1,1,1,8.0,1,4,1,1,1,1,4000.0,2,1,1,2,1,0,1960.0,1990.0,1.0,1.0,1.0,3,2,3,4,3,3,3,3,3,3,3,80,70,70,70,60.0,60,60,80,80,2,4
7,2008.0,1,0,90,5,4,2,2,1,4,2,4,5,5,1,3,5,3,3,2,5,1,2,3,1,5.0,1,1,1,5,5,2,30000.0,2,2,1,2,1,0,1984.0,2010.0,12.0,1.0,2.0,2,3,2,2,2,2,2,2,2,2,3,0,10,0,0,0.0,20,30,50,0,1,2
12,2010.0,2,0,138,5,5,5,2,3,1,1,3,5,5,3,3,1,5,4,4,5,1,1,3,5,8.0,1,4,5,2,7,2,40000.0,4,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,4,2,1,3,2,5,4,4,2,50,50,80,80,50.0,80,80,70,80,3,5
7,-2.0,1,0,140,2,4,4,5,3,3,1,4,5,3,1,3,2,3,3,1,3,1,2,4,2,3.0,5,3,6,3,7,4,-3.0,4,3,1,1,1,0,1980.0,2004.0,9.0,1.0,5.0,2,1,4,3,-8,4,3,5,3,5,3,60,50,60,60,60.0,80,60,60,60,0,4
6,2012.0,1,0,120,4,4,4,1,1,1,2,2,5,1,4,4,4,4,3,1,3,1,3,3,2,3.0,6,3,3,2,4,2,140000.0,4,2,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,-8,4,4,5,3,4,4,5,3,100,90,90,60,70.0,70,90,100,70,5,4
11,2000.0,1,0,130,5,5,5,2,2,2,2,2,5,5,2,4,4,4,3,4,4,1,4,2,3,2.0,4,3,5,4,-8,4,85000.0,3,3,1,1,1,0,1979.0,2003.0,12.0,4.0,2.0,2,2,4,4,4,5,4,5,4,4,4,80,70,70,70,70.0,70,80,80,80,5,4
3,-2.0,1,0,110,3,5,5,1,1,1,3,5,1,1,1,2,5,5,3,5,5,5,3,3,1,2.0,1,2,3,2,3,1,70000.0,6,2,1,1,1,0,1954.0,1979.0,3.0,1.0,1.0,3,2,3,5,4,5,3,4,4,4,5,90,80,80,85,70.0,80,80,90,80,2,5
4,-2.0,1,0,135,4,4,4,2,2,2,2,5,1,1,2,5,2,2,1,5,2,5,4,4,3,2.0,5,4,4,4,4,2,36000.0,2,3,1,2,1,0,1955.0,-2.0,4.0,1.0,2.0,2,2,4,5,3,5,3,5,-8,-8,4,60,60,60,60,60.0,60,60,60,60,3,5
6,1973.0,1,0,110,1,3,3,2,2,3,3,5,1,1,1,2,3,4,5,1,5,5,3,4,2,6.0,1,4,4,1,4,2,20000.0,2,1,1,2,1,0,1954.0,1977.0,1.0,1.0,2.0,3,1,2,2,2,2,2,2,2,2,3,60,60,70,60,50.0,50,40,50,50,3,4
12,-2.0,4,0,142,4,5,4,5,2,2,4,2,5,2,3,2,4,4,2,2,3,1,2,5,4,2.0,3,3,7,4,10,3,250000.0,5,3,1,1,0,1,1985.0,2013.0,10.0,1.0,5.0,2,1,3,4,5,5,4,5,3,4,3,80,60,50,70,60.0,60,60,70,70,5,4
7,2005.0,4,0,124,3,4,3,2,4,3,3,5,3,4,1,3,3,4,2,3,4,2,3,3,3,2.0,2,2,6,4,7,6,100000.0,3,2,1,2,1,0,1974.0,1996.0,9.0,1.0,2.0,2,2,4,3,3,4,2,4,3,3,2,80,60,50,50,40.0,50,40,60,60,5,4
1,-2.0,1,0,110,2,3,3,1,1,1,3,4,1,1,1,4,5,3,4,3,-8,-8,3,-8,-8,2.0,1,2,5,1,5,1,20000.0,2,3,1,2,1,0,1958.0,1985.0,3.0,4.0,1.0,2,1,4,4,2,3,2,-8,-8,-8,5,100,100,100,100,100.0,100,100,100,100,1,3
3,1952.0,1,0,95,2,4,3,5,5,1,2,2,1,1,3,4,1,4,4,4,2,5,2,4,1,5.0,1,4,5,3,5,3,36000.0,2,4,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,2,4,2,-8,2,2,2,70,70,70,70,70.0,70,70,70,70,4,4
1,-2.0,1,0,100,3,4,4,2,2,2,3,4,2,1,2,4,3,4,3,4,4,5,4,4,3,1.0,2,4,6,4,7,4,-2.0,5,3,2,2,0,1,1933.0,1960.0,4.0,1.0,2.0,2,1,4,4,4,4,3,4,3,3,5,60,60,70,60,50.0,50,30,50,50,3,4
11,-2.0,1,0,130,3,5,4,2,5,4,3,4,5,4,3,3,2,4,4,4,3,1,4,4,4,4.0,5,2,6,5,7,4,180000.0,5,3,2,1,0,1,1977.0,2003.0,11.0,1.0,2.0,2,2,3,4,-8,4,-8,4,-8,4,4,80,60,50,60,70.0,70,60,70,80,5,4
6,1973.0,1,0,112,4,4,4,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,2,1,8.0,1,3,4,5,6,2,36980.0,5,2,1,2,1,0,1951.0,1976.0,10.0,1.0,2.0,2,2,4,4,4,4,3,3,2,2,4,70,80,70,70,70.0,70,80,90,80,1,5
3,1981.0,1,0,120,4,4,4,1,2,2,3,4,1,1,1,3,3,3,3,2,3,5,3,3,2,3.0,3,2,5,4,6,3,0.0,3,3,2,2,1,0,1969.0,1990.0,3.0,1.0,1.0,2,2,4,4,3,4,2,4,2,-8,5,80,60,50,60,60.0,70,60,60,60,4,4
4,-2.0,1,0,100,4,4,4,1,3,3,3,4,5,2,1,4,3,3,3,2,3,1,4,4,4,3.0,1,4,5,5,6,4,30000.0,6,3,1,1,1,0,1994.0,2013.0,4.0,1.0,1.0,2,1,3,4,3,4,1,4,4,4,5,40,40,80,80,40.0,60,60,30,70,3,4
4,2001.0,1,1,127,4,5,4,1,4,2,1,4,5,4,1,3,1,2,3,3,2,1,3,2,2,3.0,6,4,3,1,5,3,50000.0,2,2,0,1,1,0,1988.0,2007.0,4.0,1.0,1.0,3,2,4,4,3,4,2,3,5,5,3,60,30,10,70,50.0,60,70,30,40,4,4
6,-2.0,1,0,130,3,3,3,1,2,1,2,4,4,3,2,4,4,3,4,4,3,2,3,4,4,5.0,2,4,5,5,5,4,400000.0,-3,3,1,2,0,1,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,4,4,4,3,3,3,80,80,80,80,70.0,75,70,80,70,5,2
4,-2.0,1,0,150,4,4,3,2,1,2,1,4,4,5,2,4,5,3,3,5,3,1,2,3,1,3.0,1,2,4,4,6,3,20000.0,4,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,2,4,3,5,2,3,4,60,60,60,60,70.0,60,70,65,65,3,4
12,2014.0,2,0,80,5,5,4,5,2,3,1,5,5,4,2,2,3,4,2,2,2,1,3,4,5,2.0,2,4,5,7,8,7,100000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,-8,3,3,3,5,4,3,3,3,4,80,80,60,80,80.0,80,80,60,80,5,3
1,-2.0,1,0,90,2,3,3,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,1,1,7.0,1,4,1,1,1,1,6000.0,1,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,-8,4,3,5,3,3,3,3,3,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,0,4
10,1991.0,4,0,125,3,5,5,2,2,1,1,5,5,1,1,1,4,5,4,2,1,1,1,4,3,8.0,5,3,5,5,5,5,-3.0,5,3,1,-8,1,0,1965.0,1991.0,12.0,4.0,2.0,3,2,3,4,3,4,3,3,3,-8,3,70,50,30,30,50.0,60,50,50,50,5,4
4,-3.0,1,0,116,5,5,5,5,1,1,1,4,4,1,1,3,2,3,3,5,3,1,4,3,3,3.0,3,2,6,5,7,5,-3.0,4,4,2,1,1,0,1980.0,-3.0,6.0,1.0,5.0,1,1,4,4,4,4,3,3,3,3,4,90,90,80,80,85.0,90,90,82,90,0,5
4,1994.0,1,0,108,3,3,3,1,3,3,3,3,3,1,1,4,3,5,5,5,5,3,1,3,1,8.0,2,4,3,3,3,3,60000.0,3,3,1,1,1,0,1971.0,1999.0,6.0,4.0,1.0,3,3,3,3,3,4,3,3,3,3,4,60,60,70,60,70.0,60,60,60,60,4,4
13,1983.0,1,0,140,4,4,4,8,3,3,3,3,5,5,3,3,3,3,3,3,3,1,1,5,4,8.0,6,2,6,4,7,6,-3.0,5,4,2,2,1,0,1981.0,2006.0,13.0,1.0,2.0,2,2,3,3,3,3,3,3,3,3,2,-3,-3,-3,-3,-3.0,-3,-3,-3,-3,0,4
3,1949.0,1,0,130,4,4,4,2,4,4,3,5,1,1,1,2,2,4,4,2,1,5,4,3,3,2.0,1,2,5,4,6,2,48000.0,2,3,1,2,1,0,1936.0,1956.0,3.0,1.0,2.0,2,2,2,3,3,4,3,3,2,-8,4,80,70,60,70,80.0,70,70,80,90,6,5
3,-2.0,1,0,140,2,3,4,1,1,1,2,5,1,1,1,5,4,4,4,5,5,5,2,4,1,1.0,1,2,4,5,4,2,30000.0,5,2,1,2,1,0,1949.0,1975.0,4.0,1.0,5.0,3,2,4,4,3,4,4,4,3,4,4,30,20,10,40,0.0,40,40,40,10,1,4
6,1996.0,1,0,110,3,3,3,2,2,3,2,4,5,1,2,3,2,3,3,2,3,1,3,3,3,4.0,4,2,6,5,7,4,270000.0,3,3,1,2,0,1,1977.0,2004.0,12.0,1.0,2.0,2,1,3,4,4,4,3,3,3,4,3,50,60,45,50,30.0,50,50,60,60,5,3
3,-2.0,1,1,128,5,5,5,1,1,1,1,2,5,1,2,2,5,4,4,5,5,1,1,3,1,8.0,1,4,5,4,6,3,40000.0,3,2,1,2,1,0,1984.0,2006.0,4.0,1.0,2.0,2,2,4,2,2,4,3,3,-8,-8,2,80,80,80,80,80.0,80,70,80,80,5,4
10,1983.0,1,0,100,4,4,5,2,2,2,2,4,4,5,1,3,4,3,3,3,5,1,3,4,2,7.0,3,4,5,4,5,3,140000.0,2,3,1,2,1,0,1962.0,1993.0,6.0,1.0,2.0,2,2,3,4,2,4,2,3,2,3,3,5,5,4,5,6.0,5,6,7,8,5,3
