happiness,survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,birth_s,income_cut,properties,insurs,invests
5,1,24,71,111,2,1964,1,0,8,10,4.0,1986.0,84000,1,109.0,0,1,0,1,0,0,0,0,0,156,110,4,4,5,5,3.0,3,3,1,4,5,5,2,4,2,3,5,3,3,1,1,5,5,1,3,4,3,7.0,3.0,6,4,6,5,7,5,1,3.0,29.0,1.0,2.0,1,1,1,1,120000.0,3,3,3,2,0,0,0,1,0,0,0,0,0,0,1,0.0,3,1990.0,1960.0,1990.0,12.0,1.0,5.0,60000.0,1.0,3.0,1.0,-2,3,1,1,-2,3,1,15,2,2,3,2,60000.0,-8,3,-8,-8,5,5,4,5,-8,5,5,5,3,1,90,80,70,80,80.0,90,80,80,90,1,2015,3,15,8,4,4,5,10,0,9
5,1,4,7,15,2,1968,1,1,1,9,4.0,2003.0,30000,4,196.0,0,1,0,0,0,0,0,0,0,168,154,3,5,5,1,1.0,4,2,3,5,5,1,1,4,2,1,4,4,3,1,1,4,1,1,2,3,3,3.0,4.0,1,2,6,5,7,6,1,3.0,29.0,1.0,3.0,1,1,1,2,70000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1990.0,1963.0,1990.0,9.0,4.0,2.0,40000.0,5.0,0.0,0.0,1939,3,1,2,1941,3,1,2,2,1,3,3,50000.0,5,4,4,3,5,4,3,3,2,3,-8,4,2,4,60,60,60,60,80.0,80,60,80,80,0,2015,4,16,10,4,4,4,1,9,1
4,2,17,50,83,1,1950,1,1,1,3,2.0,-2.0,3000,1,150.0,0,1,0,0,0,0,0,0,0,172,140,5,4,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,3,5,4,4,1,1.0,1.0,1,2,3,3,3,2,4,0.0,0.0,0.0,0.0,1,1,2,2,3000.0,1,3,2,2,0,1,0,0,0,0,0,0,0,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,2,4,2,6000.0,3,3,3,3,5,3,3,3,3,3,3,3,3,4,60,65,63,72,64.0,68,69,70,72,0,2015,3,18,7,5,2,2,1,13,1
4,1,10,27,49,2,1959,1,1,1,6,4.0,1977.0,24000,1,78.0,0,1,0,0,0,0,0,0,0,160,110,3,4,4,2,2.0,3,3,2,3,4,4,3,3,2,3,3,3,3,2,3,3,3,3,2,5,5,4.0,2.0,1,4,4,3,5,3,1,3.0,38.0,1.0,3.0,1,1,2,2,72000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,3,1986.0,1958.0,1986.0,12.0,1.0,2.0,40000.0,5.0,0.0,0.0,1915,1,1,2,1915,1,1,16,2,2,2,2,4800.0,4,4,-8,-8,4,3,3,4,4,4,-8,4,3,4,50,40,50,40,50.0,40,40,50,50,1,2015,3,17,7,4,3,6,1,13,1
4,1,15,43,74,1,1978,1,1,1,10,4.0,2000.0,0,4,110.0,0,1,0,0,0,0,0,0,0,180,180,4,4,4,4,1.0,4,4,4,4,4,4,1,3,3,2,4,4,3,2,3,4,4,2,3,3,3,5.0,4.0,2,4,6,5,7,5,5,0.0,0.0,0.0,0.0,1,1,2,2,100000.0,3,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2003.0,1980.0,2003.0,10.0,1.0,2.0,100000.0,1.0,2.0,1.0,1930,1,1,2,1932,1,1,2,2,2,3,2,150000.0,4,4,2,2,4,2,2,2,2,2,-8,2,2,4,60,60,70,60,50.0,50,60,70,70,2,2015,3,18,7,5,5,1,1,13,1
3,1,12,34,63,2,1966,1,0,3,3,4.0,-2.0,70000,1,40.0,0,0,0,0,0,0,0,0,1,164,120,4,3,4,1,3.0,2,1,2,3,4,1,4,4,1,5,5,4,4,3,1,5,2,2,3,3,2,6.0,6.0,4,3,5,3,5,2,1,2.0,29.0,1.0,4.0,1,1,2,2,100000.0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,1,2.0,3,1989.0,1967.0,1989.0,4.0,1.0,1.0,100000.0,1.0,2.0,1.0,1925,3,1,2,1931,1,1,2,2,2,4,3,100000.0,4,3,3,3,4,4,4,3,4,4,3,4,1,4,80,75,65,70,70.0,60,80,60,60,5,2015,3,16,8,4,4,5,64,13,4
5,1,21,64,101,2,1957,1,1,1,4,4.0,1974.0,30000,1,360.0,0,0,1,0,0,0,0,0,0,160,110,3,3,4,4,1.0,1,1,1,5,1,1,1,5,1,5,5,4,4,5,5,5,5,5,4,3,1,5.0,5.0,2,4,4,3,5,3,5,0.0,0.0,0.0,0.0,2,1,2,2,200000.0,4,4,1,1,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1980.0,1957.0,1980.0,4.0,1.0,4.0,30000.0,1.0,3.0,1.0,1937,1,1,2,1938,1,1,2,1,1,4,2,50000.0,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,2,4,85,80,75,90,85.0,80,80,80,85,2,2015,3,7,7,1,3,4,4,13,1
4,2,27,77,117,1,1972,1,1,1,3,4.0,-2.0,3000,1,80.0,0,1,0,0,0,0,0,0,0,160,110,3,5,5,1,1.0,1,1,1,3,5,1,2,5,5,5,5,5,5,5,5,5,5,1,5,5,1,1.0,7.0,1,3,2,1,5,1,2,0.0,0.0,0.0,0.0,1,2,2,2,3000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,3,1994.0,1973.0,1994.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,-2,1,1,16,1939,1,1,2,3,2,4,3,30000.0,5,2,5,5,5,-8,2,-8,1,-8,-8,-8,1,5,50,50,50,50,50.0,50,50,50,50,5,2015,3,9,7,2,5,2,1,14,1
4,2,5,10,26,2,1967,1,1,1,3,4.0,-2.0,5000,1,100.0,0,1,0,0,0,0,0,0,0,160,120,4,4,4,1,1.0,2,2,2,4,2,2,2,3,4,4,4,3,2,3,4,3,5,5,3,3,3,2.0,2.0,2,4,5,2,5,1,3,0.0,0.0,0.0,0.0,1,2,2,2,15000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1997.0,1965.0,1997.0,3.0,1.0,1.0,10000.0,3.0,0.0,0.0,1937,6,1,16,1947,1,1,2,3,2,4,3,60000.0,4,4,4,3,4,3,2,2,4,2,2,2,2,5,70,70,70,70,80.0,80,70,70,70,4,2015,3,9,7,2,4,2,1,14,1
5,1,19,57,93,2,1957,1,1,1,4,4.0,1970.0,0,1,70.0,0,0,0,0,0,0,0,0,1,160,120,3,3,4,1,3.0,2,2,2,5,4,2,1,5,3,4,4,3,3,2,1,5,4,2,3,4,1,2.0,3.0,1,2,5,5,5,4,4,0.0,0.0,0.0,0.0,1,1,2,2,100000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0.0,3,1980.0,1954.0,1980.0,3.0,1.0,1.0,80000.0,1.0,1.0,1.0,1934,1,1,2,1934,1,1,2,2,2,5,2,80000.0,4,3,3,4,3,4,4,3,4,4,-8,4,3,4,80,70,70,80,70.0,80,70,80,80,4,2015,3,14,7,4,3,1,64,13,1
5,2,10,24,46,1,1982,4,0,5,3,4.0,1997.0,50000,1,80.0,0,1,0,0,0,0,0,0,0,165,160,5,5,5,1,1.0,1,1,3,5,2,1,1,5,4,4,5,4,4,4,4,5,5,3,2,4,2,2.0,2.0,1,2,5,1,6,1,3,0.0,0.0,0.0,0.0,1,1,2,2,60000.0,4,3,1,1,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2006.0,1983.0,2006.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,1947,3,1,2,1948,1,1,2,2,1,4,3,100000.0,5,5,5,5,5,5,5,3,3,3,5,3,1,5,80,80,50,50,60.0,80,80,70,80,1,2015,3,10,7,2,6,5,1,13,1
5,1,21,61,97,2,1980,1,1,1,4,2.0,1994.0,35000,1,160.0,0,0,0,0,0,0,0,0,1,150,80,5,5,5,2,1.0,3,2,2,5,2,1,1,4,2,2,3,4,4,1,5,5,4,4,2,3,3,3.0,5.0,1,1,5,1,8,2,5,0.0,0.0,0.0,0.0,1,1,-1,-1,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2004.0,1977.0,2004.0,4.0,1.0,1.0,50000.0,1.0,2.0,2.0,1948,3,4,1,1950,1,1,2,2,1,4,2,100000.0,5,4,5,5,4,4,1,4,4,4,-8,4,1,4,80,80,80,80,80.0,80,80,90,90,6,2015,3,16,7,4,5,4,64,-26,1
4,1,28,81,121,1,1971,1,1,1,4,4.0,-2.0,30000,1,80.0,0,0,0,0,0,0,0,0,1,170,150,4,2,4,1,2.0,3,2,1,5,1,1,1,4,1,1,5,4,1,5,4,5,5,4,4,2,1,1.0,1.0,3,4,4,3,4,3,1,1.0,9.0,1.0,4.0,1,1,2,2,40000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1994.0,1971.0,1994.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,-2,3,1,2,-2,3,1,2,2,1,4,2,-2.0,3,2,3,3,4,3,2,3,2,2,-8,-8,1,3,78,60,79,77,80.0,76,86,80,70,4,2015,3,17,7,4,5,4,64,13,1
4,1,13,35,65,1,1985,6,1,1,4,4.0,-2.0,0,1,240.0,0,0,0,0,0,1,0,0,0,175,120,4,5,5,2,1.0,1,1,1,4,4,3,2,5,2,5,4,4,2,1,5,4,5,1,3,3,2,3.0,2.0,2,4,5,3,8,3,5,0.0,0.0,0.0,0.0,1,2,2,2,120000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2008.0,1987.0,2008.0,4.0,4.0,1.0,50000.0,1.0,2.0,1.0,-2,3,4,5,-2,4,4,2,3,2,4,2,100000.0,4,4,4,4,4,4,3,4,3,3,-8,3,1,3,50,50,-2,50,50.0,50,70,50,70,2,2015,3,13,9,3,6,1,25,14,1
4,1,4,7,17,2,1934,1,1,1,1,5.0,-2.0,0,1,107.0,0,0,0,1,0,0,0,0,0,160,120,1,2,3,5,1.0,1,1,5,3,1,1,1,5,5,5,5,3,4,1,1,5,5,5,2,4,2,1.0,1.0,1,4,2,2,2,1,4,0.0,0.0,0.0,0.0,1,2,2,2,100000.0,5,2,1,1,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1960.0,1933.0,1960.0,7.0,4.0,4.0,30000.0,5.0,0.0,0.0,-2,-8,-8,-8,-2,-8,-8,-8,2,2,4,3,30000.0,4,4,4,4,4,4,4,4,4,4,-8,5,3,3,80,70,60,70,70.0,80,80,80,70,2,2015,4,15,10,4,1,1,9,14,1
4,1,5,11,27,1,1950,1,0,1,3,4.0,1964.0,12000,1,40.0,0,1,0,0,0,0,0,0,0,170,145,5,5,3,2,3.0,2,1,3,5,1,1,1,5,4,4,4,4,4,5,2,5,5,5,1,4,2,8.0,8.0,2,4,1,1,3,2,5,0.0,0.0,0.0,0.0,1,1,2,2,12000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,6,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,1,1,16,1923,1,1,2,2,1,4,2,30000.0,-8,-8,-8,-8,5,1,2,-8,-8,-8,-8,-8,1,3,50,40,60,50,60.0,50,40,60,50,1,2015,3,9,7,2,2,3,1,13,1
4,1,5,8,23,2,1975,1,1,1,9,4.0,-2.0,-3,4,64.0,0,1,0,0,0,0,0,0,0,162,98,4,4,5,2,1.0,2,3,1,3,3,1,3,2,3,3,2,3,3,3,2,2,3,2,3,2,1,2.0,2.0,1,2,5,3,5,3,1,3.0,18.0,1.0,3.0,1,1,2,2,-3.0,4,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2002.0,1975.0,2002.0,9.0,4.0,2.0,-3.0,1.0,3.0,1.0,-2,-8,1,2,-2,3,1,2,2,2,3,2,6000.0,4,3,3,3,4,4,3,4,3,3,3,3,1,3,70,80,60,50,70.0,80,60,60,60,3,2015,3,10,7,2,5,0,1,13,1
2,2,17,48,81,2,1962,1,1,1,4,2.0,1975.0,13000,1,50.0,0,0,0,1,0,0,0,0,0,150,112,3,5,5,1,1.0,1,1,1,3,3,1,2,4,3,4,4,4,4,3,5,5,5,2,4,3,2,2.0,7.0,1,2,3,3,3,3,5,0.0,0.0,0.0,0.0,1,1,2,2,13000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,7,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,3,1,2,1922,3,1,2,3,1,2,3,20000.0,1,1,1,1,5,1,1,-8,-8,1,1,1,1,4,100,100,100,100,100.0,100,100,100,100,6,2015,3,18,7,5,4,3,9,13,1
4,1,22,65,104,2,1952,1,1,1,3,4.0,1964.0,0,1,60.0,0,0,1,0,0,0,0,0,0,155,135,3,5,5,4,1.0,1,1,3,4,1,1,1,5,5,2,5,5,5,5,5,5,2,5,1,4,1,8.0,8.0,6,4,4,3,5,2,5,0.0,0.0,0.0,0.0,1,1,2,2,30000.0,3,3,2,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1978.0,1949.0,1978.0,4.0,4.0,5.0,30000.0,1.0,2.0,1.0,1922,1,1,2,1929,1,1,2,3,1,4,3,48000.0,4,4,-8,-8,4,4,4,4,4,2,-8,2,2,4,80,80,80,80,80.0,80,80,80,80,1,2015,3,9,7,2,3,1,4,13,1
5,1,10,27,49,1,1989,1,1,2,8,4.0,2008.0,40000,2,90.0,0,0,0,0,0,0,0,0,1,178,150,5,5,4,1,2.0,2,3,2,4,4,1,1,5,2,5,5,2,2,1,1,4,5,1,4,3,3,2.0,3.0,4,4,1,1,4,1,1,3.0,8.0,1.0,3.0,1,1,2,2,60000.0,2,3,2,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2011.0,1988.0,2011.0,6.0,2.0,1.0,20000.0,1.0,3.0,1.0,1964,6,1,5,1964,4,1,1,3,2,4,3,100000.0,4,4,-8,-8,5,4,4,5,4,5,-8,4,3,3,80,75,70,70,60.0,70,80,80,75,5,2015,3,17,7,4,6,5,64,13,1
4,2,22,66,106,1,1952,1,0,1,4,4.0,1970.0,28000,4,130.0,0,1,0,0,0,0,0,0,0,173,120,2,3,4,1,1.0,2,1,1,4,1,2,1,5,-8,5,2,4,2,5,5,5,5,5,4,3,1,1.0,1.0,3,4,4,3,4,2,5,0.0,0.0,0.0,0.0,1,1,-1,-1,60000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,5,1975.0,1952.0,1975.0,3.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,1,1,5,1933,1,1,2,2,2,3,2,20000.0,4,3,4,4,5,4,3,4,4,3,3,3,2,5,80,80,80,80,80.0,70,70,70,70,3,2015,3,13,7,3,3,4,1,-26,1
3,2,15,40,71,1,1990,1,1,1,10,4.0,2013.0,50000,1,12.0,0,0,0,0,0,0,0,0,1,172,124,4,4,4,1,3.0,3,3,2,2,5,1,4,2,4,2,3,3,2,2,2,2,5,1,4,4,4,2.0,3.0,1,2,7,3,9,2,1,3.0,3.0,1.0,2.0,2,2,2,2,50000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953,2,1,2,1960,2,1,2,3,2,2,2,100000.0,4,3,5,3,5,2,2,3,2,4,-8,-8,1,3,70,-2,-2,60,60.0,-2,20,85,70,0,2015,3,18,7,5,6,5,64,14,1
4,2,6,17,33,2,1948,1,1,1,3,2.0,-2.0,2000,1,220.0,0,1,0,0,0,0,0,0,0,150,85,3,3,5,1,1.0,1,1,1,5,1,1,1,5,4,3,5,4,2,5,5,5,3,5,4,4,1,2.0,2.0,1,4,4,4,4,2,3,0.0,0.0,0.0,0.0,1,1,2,2,4000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0.0,3,1971.0,1946.0,1971.0,3.0,1.0,1.0,4000.0,2.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,2,3,3,10000.0,4,4,4,4,5,-8,4,-8,4,4,-8,-8,2,5,70,80,70,70,70.0,80,75,75,80,1,2015,3,13,8,3,2,2,1,13,1
2,2,28,81,122,1,1952,1,1,2,3,4.0,1965.0,8400,1,120.0,0,1,0,0,0,0,0,0,0,158,110,2,3,3,1,1.0,1,1,1,2,1,1,2,5,2,5,5,4,3,5,5,5,5,5,3,3,2,2.0,3.0,2,2,4,3,4,1,1,3.0,2.0,1.0,3.0,1,1,2,2,8400.0,2,2,1,2,0,1,0,0,0,0,0,0,0,2,2,0.0,3,1973.0,1952.0,1973.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1931,1,1,2,1929,1,1,2,3,2,3,2,30000.0,4,3,4,4,4,3,3,-8,3,-8,3,3,1,4,70,80,70,80,70.0,70,80,80,75,4,2015,3,19,7,5,3,2,1,13,1
4,2,6,13,29,2,1954,1,1,1,3,2.0,-2.0,-1,1,120.0,0,1,1,0,0,0,0,0,0,160,100,4,4,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,-8,5,5,5,4,5,3,3,1,3.0,3.0,1,3,5,4,6,4,4,0.0,0.0,0.0,0.0,1,2,2,2,5000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1974.0,1954.0,1974.0,3.0,1.0,1.0,5000.0,3.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,1,2,2,10000.0,3,4,4,3,4,-8,4,-8,-8,2,5,4,1,5,88,87,55,69,78.0,89,68,79,79,4,2015,3,9,8,2,3,0,5,14,1
4,2,5,10,26,1,1982,1,1,1,4,4.0,1998.0,30000,4,51.0,0,0,0,0,1,0,0,0,0,170,120,5,4,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,3,4,5,5,5,5,5,2,1,1,6.0,6.0,1,4,1,1,2,1,3,0.0,0.0,0.0,0.0,2,2,2,2,50000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2007.0,1983.0,2007.0,4.0,1.0,2.0,-1.0,3.0,0.0,0.0,1958,6,1,2,1960,3,1,2,3,2,5,2,250000.0,5,5,5,5,5,5,4,4,4,-8,-8,-8,1,5,50,50,50,50,50.0,50,50,50,50,3,2015,3,9,7,2,6,4,16,14,1
5,1,21,64,101,2,1951,1,1,1,1,5.0,-2.0,12000,1,250.0,0,1,1,0,0,0,0,0,0,171,140,2,2,4,1,1.0,2,2,1,5,1,1,1,5,3,4,5,4,4,3,3,5,5,5,4,4,1,1.0,1.0,6,4,5,3,5,1,3,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1969.0,1948.0,1969.0,3.0,1.0,1.0,10000.0,1.0,6.0,2.0,-2,1,1,2,-2,1,1,2,3,1,4,2,30000.0,4,3,4,4,5,-8,5,-8,4,4,-8,-8,2,5,80,80,80,85,80.0,80,70,80,80,3,2015,3,18,7,5,3,3,5,13,1
5,1,12,34,64,2,1980,1,1,1,10,4.0,-2.0,800000,1,132.0,0,0,0,0,1,0,0,0,0,162,105,3,5,5,7,1.0,3,3,3,4,4,3,4,4,3,3,4,3,3,5,2,5,5,2,3,3,3,7.0,3.0,1,3,8,6,8,6,1,6.0,9.0,1.0,2.0,2,2,2,2,1500000.0,4,4,3,1,0,0,1,0,0,1,0,0,0,2,1,3.0,3,2002.0,1976.0,2002.0,10.0,1.0,2.0,800000.0,1.0,1.0,1.0,1951,6,1,10,1954,6,1,10,1,1,4,1,1000000.0,3,3,-8,-8,4,3,-8,4,3,3,-8,3,2,2,70,70,60,60,70.0,70,60,60,60,1,2015,3,10,8,2,5,5,16,14,29
4,2,6,16,32,2,1952,1,1,1,4,4.0,1972.0,6000,1,200.0,0,0,1,0,0,0,0,0,0,155,90,2,3,3,1,1.0,1,1,1,4,1,1,2,5,5,5,5,4,4,5,5,5,5,5,3,2,1,3.0,4.0,1,3,6,2,-8,1,3,0.0,0.0,0.0,0.0,1,1,2,2,-2.0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1978.0,1952.0,1978.0,1.0,1.0,1.0,10000.0,3.0,0.0,0.0,1920,1,1,2,1923,1,1,2,2,2,5,2,-2.0,4,3,3,2,4,3,2,-8,3,3,-8,3,2,3,70,70,60,70,80.0,60,70,60,65,2,2015,3,10,8,2,3,2,4,13,1
4,1,2,5,12,1,1986,8,1,1,12,4.0,2009.0,30000,1,40.0,0,0,0,0,1,0,0,0,0,175,120,5,5,4,5,1.0,4,4,3,4,5,4,1,2,2,2,2,2,2,2,1,3,5,1,4,4,4,3.0,2.0,3,4,1,1,1,1,1,1.0,8.0,1.0,4.0,1,2,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,3,1,11,1955,3,1,11,3,1,5,2,200000.0,4,4,3,3,4,4,2,4,3,3,-8,-8,2,2,10,0,10,30,0.0,50,40,40,50,2,2015,3,16,8,4,6,4,16,14,1
4,1,31,89,134,1,1956,1,1,1,9,4.0,1989.0,23000,4,60.0,0,0,0,0,0,0,0,0,1,170,192,2,2,5,2,2.0,1,1,1,5,1,1,1,5,5,5,5,3,4,5,1,5,5,5,1,4,1,8.0,8.0,1,4,5,7,2,1,5,0.0,0.0,0.0,0.0,1,1,2,2,108000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1980.0,1958.0,1980.0,7.0,1.0,2.0,36000.0,5.0,0.0,0.0,-2,3,1,1,-2,1,1,15,2,2,4,3,50000.0,4,4,-8,-8,3,3,2,3,3,2,-8,-8,1,3,70,70,50,70,40.0,70,40,40,40,5,2015,3,10,9,2,3,3,64,13,1
3,2,15,40,71,2,1981,1,1,1,10,4.0,2003.0,35000,1,200.0,0,0,0,0,0,1,0,0,0,160,120,4,3,4,4,1.0,2,3,3,4,4,1,1,4,3,3,4,3,4,4,3,5,5,1,3,3,2,6.0,6.0,1,2,4,4,5,4,1,3.0,12.0,1.0,3.0,1,1,2,2,70000.0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,3,2008.0,1982.0,2008.0,10.0,1.0,5.0,30000.0,1.0,3.0,1.0,1955,4,4,11,1955,4,1,2,2,2,4,2,50000.0,5,3,3,2,4,3,2,3,3,3,2,2,1,4,80,80,70,70,60.0,70,80,90,90,1,2015,3,9,7,2,6,4,25,13,0
4,2,29,82,124,2,1963,1,1,1,3,4.0,1975.0,100000,1,60.0,0,1,1,0,0,0,0,0,0,162,130,4,4,4,1,1.0,1,1,3,4,1,1,1,5,3,5,5,4,4,5,5,5,3,5,4,4,2,2.0,4.0,2,1,5,5,8,6,3,0.0,0.0,0.0,0.0,1,1,1,1,200000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1983.0,1963.0,1983.0,6.0,1.0,-8.0,100000.0,3.0,0.0,0.0,1937,4,4,2,1937,3,1,2,2,1,5,2,100000.0,3,3,4,3,4,-8,3,3,3,3,-8,-8,2,5,60,60,-2,60,80.0,70,80,70,90,1,2015,3,16,7,4,4,5,5,0,1
4,1,11,29,52,2,1960,1,0,3,3,2.0,-2.0,20000,1,200.0,0,1,0,0,0,0,0,0,0,160,120,3,3,4,4,1.0,1,1,3,4,1,1,1,5,4,5,5,4,1,5,5,5,3,5,4,3,1,1.0,1.0,2,3,3,3,3,2,3,0.0,0.0,0.0,0.0,1,1,2,2,100000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,7,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,1940,1,1,5,2,1,5,2,15000.0,4,4,3,3,4,-8,3,-8,3,3,3,3,2,3,60,60,60,60,60.0,70,70,60,60,1,2015,3,16,7,4,3,3,1,13,1
4,1,21,64,100,2,1981,1,1,1,4,4.0,1995.0,0,1,35.0,0,0,0,0,0,0,0,0,1,165,50,4,4,4,2,1.0,2,2,1,5,5,3,1,3,2,4,2,2,2,4,4,5,3,1,4,4,2,2.0,2.0,2,4,5,4,5,3,5,0.0,0.0,0.0,0.0,1,1,2,2,100000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2000.0,1979.0,2000.0,6.0,1.0,2.0,100000.0,1.0,3.0,1.0,1957,6,1,2,1957,3,1,2,2,1,4,2,-2.0,4,4,4,-8,5,4,3,3,-8,4,-8,3,3,4,60,60,60,60,60.0,60,60,60,60,2,2015,3,9,7,2,6,1,64,13,1
4,2,9,21,43,2,1971,1,1,1,1,5.0,-2.0,-1,1,100.0,0,0,1,0,0,0,0,0,0,155,106,2,3,2,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,5,5,5,5,4,5,3,2,1,3.0,7.0,2,2,5,1,7,1,5,0.0,0.0,0.0,0.0,1,1,2,2,10000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1994.0,1974.0,1994.0,4.0,1.0,1.0,10000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,2,2,2,3,3,30000.0,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,3,5,70,80,70,80,70.0,70,80,70,70,6,2015,3,10,7,2,5,0,4,13,1
3,1,21,61,97,2,1965,1,1,1,4,4.0,1980.0,40000,1,250.0,0,1,1,0,0,0,0,0,0,156,92,3,3,3,2,1.0,1,1,1,3,1,1,2,5,3,5,3,4,4,5,5,5,5,5,3,3,1,3.0,3.0,1,3,5,4,5,2,6,0.0,0.0,0.0,0.0,1,1,1,2,-2.0,5,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1988.0,1964.0,1988.0,3.0,1.0,2.0,-2.0,1.0,5.0,2.0,-2,1,1,2,-2,1,1,2,2,2,4,-8,-2.0,4,4,4,5,5,5,1,-8,4,-8,-8,4,1,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,5,2015,3,10,7,2,4,5,5,9,1
