survey_type,province,city,county,gender,nationality,religion,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_yr,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
2,11,30,53,2,1,1,4,4.0,1992.0,30000,1,160.0,0,0,0,0,1,0,0,0,0,166,135,5,4,4,1,1.0,1,1,2,5,4,1,1,5,3,5,5,4,4,3,2,4,2,4,4,2,3.0,4.0,1,2,1,1,1,1,0.0,0.0,1,1,40000.0,2,3,1,2,1,0,0,0,0,0,1,3,1993.0,1975.0,1993.0,4.0,1.0,1.0,20000.0,3.0,0.0,0.0,1945,1,2,1949,1,1,2,2,2,5,2,5,5,5,5,5,4,2,5,3,2,2,1,5,70,50,30,60,70.0,80,50,70,70,3,11,7,2,5,4,4
1,6,12,28,2,1,1,3,4.0,-2.0,9999990,1,102.0,0,0,1,0,0,0,0,0,0,150,140,4,4,4,1,3.0,1,2,1,5,3,2,1,4,3,4,5,4,4,4,4,5,3,3,2,2,5.0,4.0,2,2,5,5,5,4,0.0,0.0,1,-8,-3.0,2,3,1,2,1,0,0,0,0,0,0,3,2004.0,1976.0,2004.0,3.0,1.0,1.0,-3.0,1.0,3.0,1.0,1952,3,2,-2,-8,1,16,2,2,3,-8,3,3,3,3,3,2,4,3,4,3,3,3,4,80,70,75,80,70.0,70,70,70,70,3,16,7,4,6,5,4
1,24,70,110,1,1,1,6,4.0,1979.0,50000,1,76.0,0,1,0,0,0,0,0,0,0,165,120,2,5,4,5,1.0,4,4,1,4,2,2,1,4,1,1,2,4,4,3,2,5,2,2,4,2,3.0,2.0,3,2,6,5,4,4,34.0,1.0,1,1,150000.0,4,4,1,1,0,1,0,0,0,0,1,3,1988.0,1965.0,1988.0,6.0,1.0,5.0,25000.0,1.0,3.0,1.0,1927,3,1,1934,1,1,15,2,1,4,2,5,5,4,3,5,5,4,4,4,4,4,4,4,50,50,70,60,70.0,50,60,80,80,3,17,8,4,4,5,4
1,11,31,54,1,-8,1,12,4.0,2015.0,0,1,120.0,0,0,0,0,1,0,0,0,0,176,130,4,5,5,2,1.0,1,1,1,4,5,1,1,5,5,4,3,3,3,3,4,5,1,2,1,1,7.0,2.0,1,4,2,1,5,1,0.0,0.0,1,2,50000.0,4,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,4,1,-2,3,1,1,2,1,4,-8,4,4,3,4,3,3,3,4,3,3,4,1,3,80,80,80,80,80.0,80,80,80,80,3,8,7,2,7,1,4
2,3,6,13,1,1,1,3,2.0,-2.0,4000,1,100.0,0,1,0,0,0,0,0,0,0,150,110,5,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,4,4,4,5,5,5,5,5,4,1,1.0,1.0,6,5,7,3,9,1,0.0,0.0,1,1,50000.0,3,3,1,2,1,0,0,0,0,0,4,7,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897,1,2,1900,1,1,2,2,1,3,2,5,4,3,3,5,2,2,2,1,1,2,1,5,60,80,30,30,50.0,60,87,35,50,3,9,9,2,0,2,5
1,22,66,105,2,1,1,4,4.0,1963.0,25000,1,125.0,0,1,1,0,0,0,0,0,0,162,120,3,3,4,2,1.0,3,2,2,4,1,1,1,5,3,4,5,3,3,4,2,5,5,4,4,2,1.0,6.0,2,4,4,5,5,2,0.0,0.0,1,1,60000.0,2,3,3,2,1,0,0,0,0,0,1,3,1969.0,1943.0,1969.0,12.0,4.0,2.0,35000.0,5.0,0.0,0.0,1920,14,1,1919,2,1,15,2,2,3,2,4,4,4,4,4,3,3,2,2,3,3,3,4,80,80,70,70,60.0,70,60,60,60,3,16,7,4,2,4,4
1,11,29,52,1,1,1,12,4.0,2008.0,60000,1,80.0,0,0,0,0,0,0,0,0,1,178,130,4,4,4,1,2.0,3,3,3,5,5,1,2,4,4,4,4,4,4,4,3,5,1,3,3,3,5.0,5.0,3,3,4,4,4,4,6.0,1.0,1,1,120000.0,3,3,1,2,1,0,0,0,0,0,0,3,2013.0,1985.0,2013.0,12.0,1.0,1.0,60000.0,1.0,3.0,1.0,1960,3,2,1960,3,1,2,2,1,4,2,4,3,3,3,3,3,3,4,3,3,3,3,4,80,80,80,80,80.0,80,80,80,80,3,16,7,4,6,5,4
2,15,41,72,2,1,1,1,5.0,-2.0,5000,1,200.0,0,0,1,0,0,0,0,0,0,165,140,3,3,2,1,1.0,1,1,1,4,1,1,1,5,2,5,5,4,5,4,5,5,5,3,4,1,2.0,6.0,1,2,5,5,7,5,0.0,0.0,1,2,300000.0,4,3,1,2,1,0,0,0,0,0,1,3,1989.0,1970.0,1989.0,6.0,1.0,1.0,27000.0,1.0,5.0,2.0,1939,3,2,1941,1,1,2,2,2,3,2,3,2,3,3,4,4,4,-8,5,-8,3,2,3,70,50,40,60,60.0,60,50,60,70,3,10,7,2,4,2,4
1,24,72,112,1,1,0,4,4.0,2005.0,-1,1,40.0,0,0,0,0,1,0,0,0,0,165,120,4,-8,-8,4,1.0,2,2,2,4,5,3,4,4,4,4,4,4,3,2,3,4,1,3,3,3,3.0,3.0,3,4,3,3,3,3,0.0,0.0,2,2,35000.0,3,3,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,3,9,1967,4,1,9,2,1,4,-8,5,4,3,3,4,3,3,4,3,2,3,1,4,70,70,60,60,60.0,70,60,70,70,3,19,7,5,7,0,3
1,19,57,91,2,1,1,11,4.0,1995.0,100000,4,72.0,0,0,0,0,1,0,0,0,0,160,130,1,5,5,5,3.0,5,4,2,5,4,1,1,5,2,1,4,4,3,1,1,5,4,3,4,3,5.0,4.0,1,4,5,8,7,4,20.0,1.0,1,1,200000.0,3,4,1,2,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,3,1,1943,3,4,1,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,90,80,80,80,80.0,80,80,80,80,3,9,7,2,5,5,5
1,7,18,40,1,1,1,6,4.0,1979.0,15000,1,40.0,0,1,0,0,0,0,0,0,0,174,180,2,2,4,2,1.0,4,2,4,5,2,2,1,5,4,2,5,4,4,4,5,5,4,1,4,2,8.0,8.0,1,4,5,4,6,4,0.0,0.0,1,1,30000.0,4,3,1,2,1,0,0,0,0,0,1,3,1986.0,1961.0,1986.0,6.0,1.0,2.0,15000.0,1.0,5.0,2.0,1937,6,5,1937,3,1,5,3,1,3,3,4,3,-8,-8,2,3,2,4,2,2,-8,1,3,80,80,80,70,80.0,70,80,80,80,3,16,8,4,3,3,4
1,27,78,118,2,1,1,12,4.0,1973.0,36000,4,105.0,0,1,0,0,0,0,0,0,0,155,120,3,4,5,2,1.0,4,2,3,5,1,1,1,5,1,2,5,2,2,1,5,5,5,4,5,1,7.0,2.0,1,4,4,1,4,1,0.0,0.0,1,1,36000.0,1,2,1,2,1,0,0,0,0,0,1,7,1947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,7,8,-2,1,1,2,2,2,4,3,3,3,-8,-8,4,4,3,4,3,3,3,1,3,100,90,80,70,-2.0,80,80,70,70,3,13,8,3,0,4,4
1,27,79,119,2,1,0,10,4.0,2002.0,24000,1,70.0,0,1,0,0,0,0,0,0,0,160,100,3,5,4,4,1.0,1,2,1,5,5,1,1,4,4,4,4,4,3,1,5,5,1,3,4,3,6.0,5.0,1,4,4,2,7,2,12.0,1.0,1,1,50000.0,3,3,1,2,0,1,0,0,0,0,0,3,2008.0,1981.0,2008.0,4.0,1.0,2.0,26000.0,1.0,3.0,1.0,1955,12,2,1955,12,4,15,2,1,4,3,4,4,-8,-8,5,5,3,5,4,4,4,2,3,0,50,50,80,70.0,60,65,80,70,3,18,7,5,6,6,5
1,15,39,70,2,1,1,4,4.0,1965.0,12000,1,35.0,0,0,0,0,0,0,0,0,1,165,135,4,3,3,2,3.0,2,1,1,5,1,1,1,5,5,5,2,4,4,4,3,3,5,2,2,2,3.0,4.0,1,4,3,3,3,3,0.0,0.0,1,1,30000.0,2,2,1,2,1,0,0,0,0,0,1,2,-3.0,1946.0,0.0,3.0,1.0,1.0,20000.0,1.0,4.0,2.0,-2,2,2,-2,2,1,2,3,2,3,2,4,4,4,4,5,5,4,5,5,4,4,3,4,70,80,70,70,70.0,70,60,70,70,3,17,7,4,2,3,2
1,12,33,62,2,1,1,12,4.0,2012.0,48000,1,85.0,0,0,0,0,1,0,0,0,0,157,96,3,3,4,1,1.0,2,2,2,3,5,3,2,3,3,2,5,4,4,2,1,5,2,2,4,4,1.0,1.0,2,2,5,2,7,2,3.0,1.0,1,2,48000.0,3,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,4,16,1970,1,1,2,3,1,4,3,3,4,4,4,5,3,-8,5,3,4,5,3,5,70,80,80,70,70.0,70,80,60,60,3,15,8,4,6,5,4
1,6,16,32,2,1,1,3,2.0,-2.0,10000,1,100.0,0,0,1,0,0,0,0,0,0,160,110,3,3,4,2,1.0,1,2,2,4,3,1,4,5,4,4,4,3,3,4,3,4,5,3,2,2,4.0,4.0,1,4,3,2,2,2,0.0,0.0,1,1,30000.0,2,3,1,2,1,0,0,0,0,0,0,3,1972.0,1950.0,1972.0,4.0,2.0,6.0,30000.0,5.0,0.0,0.0,1925,1,2,1927,1,1,2,2,3,4,2,4,4,3,3,5,3,3,4,4,3,3,3,3,70,78,67,78,80.0,78,76,67,78,3,16,8,4,2,2,4
1,4,7,22,1,1,1,4,4.0,1975.0,0,1,90.0,0,0,0,0,0,0,0,0,1,165,123,4,5,5,4,2.0,1,1,2,5,1,1,1,5,5,5,5,4,5,5,1,5,5,2,3,1,7.0,7.0,1,4,5,5,5,2,0.0,0.0,1,2,24000.0,2,2,1,2,1,0,0,0,0,0,0,3,1982.0,1959.0,1982.0,1.0,1.0,4.0,24000.0,4.0,0.0,0.0,1930,1,3,1933,1,1,2,2,1,3,2,3,3,3,3,3,-8,3,2,3,3,3,1,3,80,80,90,80,80.0,85,90,90,90,3,10,9,2,3,1,4
2,13,35,65,1,6,1,4,4.0,1972.0,0,1,250.0,0,0,0,1,0,0,0,0,0,170,116,3,2,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,1,2.0,2.0,1,4,5,1,7,1,0.0,0.0,1,2,10000.0,1,3,1,2,1,0,0,0,0,0,0,3,1977.0,1956.0,1977.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,-8,2,-2,-8,-8,2,3,2,4,2,5,5,5,4,5,-8,-8,5,1,1,-8,1,5,55,100,80,80,80.0,80,70,90,80,3,18,9,5,3,1,5
1,6,16,32,2,1,0,6,4.0,1988.0,-3,1,90.0,0,1,0,0,0,0,0,0,0,160,90,4,4,4,4,1.0,2,2,2,4,3,2,2,5,3,4,5,4,3,4,5,4,2,3,3,2,4.0,4.0,1,3,1,1,3,1,-1.0,2.0,1,1,-3.0,2,2,1,2,1,0,0,0,0,0,1,6,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,3,2,-2,1,1,2,3,3,3,2,4,3,3,3,4,4,3,3,3,-8,-8,2,2,80,80,80,80,80.0,80,80,80,80,3,10,8,2,4,0,4
2,6,17,33,1,1,1,3,4.0,-2.0,10000,1,139.0,0,1,0,0,0,0,0,0,0,165,120,5,5,4,1,1.0,1,1,1,4,1,1,2,5,3,5,5,2,2,5,5,5,5,3,2,1,2.0,2.0,2,4,5,4,6,2,0.0,0.0,1,1,20000.0,3,3,1,2,1,0,0,0,0,0,2,3,1984.0,1962.0,1984.0,3.0,1.0,1.0,2000.0,3.0,0.0,0.0,-2,3,2,-2,1,1,2,2,1,4,2,4,4,4,4,4,5,2,5,4,4,-8,1,4,80,80,80,80,70.0,70,70,70,70,3,11,8,2,4,2,4
2,26,76,116,2,1,1,3,2.0,-2.0,3000,1,300.0,0,1,1,0,0,0,0,0,0,157,100,3,4,4,1,1.0,2,1,1,4,2,1,1,5,3,4,5,3,3,5,5,3,5,2,2,2,1.0,2.0,1,3,4,3,5,2,0.0,0.0,1,1,10000.0,4,3,1,2,1,0,0,0,0,0,2,3,1991.0,1967.0,1991.0,3.0,1.0,1.0,3000.0,3.0,0.0,0.0,1936,1,2,1934,1,1,2,3,2,4,2,4,4,4,4,4,4,3,3,3,3,3,2,5,70,70,80,70,70.0,60,60,60,70,4,10,10,2,4,2,3
1,13,36,67,1,1,1,6,3.0,2010.0,30000,2,30.0,0,0,0,0,0,0,0,0,1,173,120,2,3,1,1,3.0,1,1,1,1,5,4,5,4,4,5,5,4,4,5,3,5,1,1,3,3,8.0,8.0,1,3,3,5,5,5,6.0,1.0,2,2,45000.0,2,2,1,2,1,0,0,0,0,0,0,3,2012.0,1985.0,2012.0,5.0,1.0,2.0,15000.0,5.0,0.0,0.0,1953,3,9,1957,12,1,9,3,3,3,2,2,4,3,3,4,4,3,-8,3,3,3,2,2,30,60,80,70,50.0,60,50,60,100,3,17,9,4,6,4,2
1,19,59,95,1,1,1,12,4.0,2002.0,100000,1,70.0,0,0,0,0,1,0,0,0,0,174,160,5,5,5,5,1.0,1,1,1,4,5,1,2,5,4,5,5,5,5,5,5,5,1,1,3,1,8.0,8.0,1,4,5,4,5,4,15.0,1.0,1,2,100000.0,3,3,2,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946,1,4,1950,1,1,4,2,1,3,2,5,5,5,5,5,5,5,5,5,5,5,1,4,90,90,90,90,90.0,90,90,90,90,3,15,7,4,5,5,4
1,19,57,93,2,1,1,12,4.0,2008.0,0,1,120.0,0,0,1,0,0,0,0,0,0,162,88,5,4,4,5,3.0,2,2,2,3,5,2,4,3,2,4,4,3,3,2,1,2,1,5,4,2,7.0,3.0,5,4,7,4,8,4,0.0,0.0,1,-8,-2.0,3,3,2,1,1,0,0,0,0,0,1,3,2012.0,1989.0,2012.0,10.0,1.0,5.0,-2.0,1.0,1.0,1.0,1963,10,9,1961,10,1,9,1,1,3,-8,4,2,-8,-8,4,3,3,4,2,2,2,2,1,80,70,70,60,60.0,70,70,70,60,3,11,7,2,6,1,4
2,18,54,88,1,1,1,3,4.0,1989.0,0,1,150.0,0,1,0,0,0,0,0,0,0,159,110,5,5,5,1,1.0,1,1,1,5,1,1,1,5,4,5,5,5,5,5,5,4,5,4,3,1,1.0,7.0,1,2,1,2,2,1,0.0,0.0,1,1,6000.0,6,3,1,2,1,0,0,0,0,0,3,3,1998.0,1978.0,1998.0,4.0,4.0,1.0,6000.0,3.0,0.0,0.0,1953,3,2,1953,1,1,2,2,2,4,2,5,3,4,4,5,4,2,3,3,3,-8,1,5,90,60,90,80,80.0,60,70,70,70,3,12,7,3,5,1,5
2,31,89,134,2,1,1,3,4.0,1968.0,1500,1,19.0,1,0,0,0,0,0,0,0,0,170,110,2,2,2,1,1.0,1,1,2,5,1,1,1,5,4,5,5,4,5,4,1,5,5,4,5,2,1.0,6.0,1,4,5,3,6,2,0.0,0.0,2,2,40000.0,1,2,1,2,1,0,0,0,0,0,1,7,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-8,2,-2,1,-8,2,3,2,4,-8,4,4,4,3,5,4,2,4,4,-8,-8,1,5,80,85,80,80,75.0,80,75,75,75,3,10,8,2,3,2,4
1,18,54,88,2,1,1,7,4.0,1996.0,2400,4,200.0,0,1,1,0,0,0,0,0,0,156,130,2,4,4,2,2.0,3,3,2,4,3,1,1,5,2,3,5,3,3,5,1,5,2,2,4,2,2.0,2.0,2,4,5,5,6,2,0.0,0.0,1,1,11000.0,5,3,1,1,1,0,0,0,0,0,1,3,1979.0,1951.0,1979.0,4.0,1.0,2.0,3500.0,5.0,0.0,0.0,-2,1,16,1910,1,1,2,2,1,4,2,5,3,3,3,3,4,4,3,3,3,3,1,5,90,90,90,90,90.0,90,90,50,90,3,12,7,3,3,2,5
1,1,1,3,2,1,-8,4,4.0,1972.0,37200,1,39.1,0,0,1,0,0,0,0,0,0,158,130,3,5,5,2,1.0,4,3,3,4,1,1,1,5,4,2,5,4,4,4,4,5,5,3,3,1,5.0,5.0,1,4,5,-8,-8,-8,0.0,0.0,1,1,37200.0,2,3,1,2,1,0,0,0,0,0,1,3,1978.0,1949.0,1978.0,4.0,1.0,2.0,43200.0,5.0,0.0,0.0,-3,1,1,-3,-8,1,1,2,2,3,2,4,3,2,2,3,2,2,3,2,3,3,1,4,90,80,85,80,90.0,80,85,80,90,3,14,8,4,3,4,4
1,1,1,4,2,1,1,4,4.0,1974.0,48000,1,87.0,0,1,0,0,0,0,0,0,0,156,110,3,4,4,2,1.0,1,1,1,4,1,1,4,5,3,5,3,3,3,5,3,5,5,2,2,2,3.0,3.0,1,4,6,5,6,5,0.0,0.0,2,2,80000.0,2,3,1,2,1,0,0,0,0,0,1,3,1980.0,1951.0,1980.0,4.0,1.0,2.0,32000.0,5.0,0.0,0.0,1933,2,2,1937,2,1,2,2,2,3,2,3,3,3,3,4,3,3,2,2,1,1,1,3,75,75,75,75,75.0,75,75,75,75,3,15,9,4,3,5,4
1,16,46,77,2,1,1,4,4.0,2013.0,1000,4,120.0,0,0,0,0,1,0,0,0,0,155,103,5,5,5,1,1.0,1,2,1,2,4,5,2,3,4,3,1,2,4,1,4,4,1,2,3,3,1.0,1.0,1,3,2,1,3,2,0.0,0.0,1,2,100000.0,6,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,3,6,1975,3,1,15,3,1,4,2,5,3,3,3,5,5,3,5,4,4,4,1,5,80,80,50,80,50.0,80,-2,80,-2,3,15,7,4,7,1,4
1,18,54,88,1,1,1,4,4.0,1955.0,30000,4,150.0,0,1,0,0,0,0,0,0,0,170,180,4,4,4,2,2.0,5,4,1,5,1,1,1,5,4,2,5,3,1,5,1,4,5,4,4,3,2.0,2.0,2,4,6,4,7,3,0.0,0.0,1,1,30000.0,2,4,1,1,1,0,0,0,0,0,3,4,1956.0,1952.0,2012.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,16,-2,1,1,2,1,2,4,2,5,4,4,4,5,4,3,-8,2,4,4,1,5,90,90,80,70,80.0,90,90,70,60,3,16,7,4,1,4,4
1,16,46,78,2,1,0,3,4.0,-2.0,10000,1,110.0,0,0,0,1,0,0,0,0,0,158,98,3,3,4,1,1.0,1,1,1,4,1,1,1,4,2,5,5,3,3,5,2,3,5,3,3,2,3.0,3.0,3,4,3,4,3,3,0.0,0.0,1,1,10000.0,3,3,1,2,1,0,0,0,0,0,2,7,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,4,16,-2,1,1,2,3,2,3,2,4,4,4,4,5,4,4,-8,3,3,3,2,3,80,83,84,89,87.0,86,89,90,93,3,22,7,6,4,2,4
1,9,22,44,2,1,1,6,4.0,2015.0,0,1,200.0,0,0,0,0,1,0,0,0,0,165,110,5,5,5,2,1.0,3,3,2,4,5,5,4,3,3,3,3,4,3,4,5,5,1,3,2,2,2.0,2.0,3,3,6,5,8,5,0.0,0.0,1,1,150000.0,2,4,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,3,10,1978,3,1,5,3,2,4,2,5,4,5,5,5,2,4,5,1,2,2,1,4,100,100,100,90,100.0,100,80,100,90,3,7,7,1,7,1,5
2,9,23,45,2,1,1,3,2.0,-2.0,3000,1,200.0,0,0,0,1,0,0,0,0,0,155,95,4,4,4,1,1.0,1,1,2,5,1,1,1,5,4,5,5,4,4,4,5,5,5,5,5,1,1.0,5.0,1,4,3,4,4,3,0.0,0.0,1,1,130000.0,4,4,2,1,1,0,0,0,0,0,2,7,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,2,1,4,2,4,4,4,4,4,4,4,-8,-8,-8,-8,4,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,16,7,4,2,2,4
1,10,27,50,2,1,1,7,4.0,1998.0,100000,1,262.0,0,0,1,0,0,0,0,0,0,170,120,3,4,4,1,2.0,2,2,2,2,5,4,4,5,4,4,5,4,4,1,5,1,1,2,3,2,4.0,5.0,1,4,5,3,6,3,15.0,1.0,1,1,140000.0,3,2,1,2,1,0,0,0,0,0,0,3,1999.0,1971.0,1999.0,12.0,1.0,2.0,40000.0,1.0,3.0,1.0,1924,1,2,1934,1,1,2,2,3,4,2,4,4,4,4,5,4,3,4,4,4,4,3,3,95,85,70,90,70.0,70,60,85,80,3,9,7,2,5,5,4
2,31,89,134,1,1,1,4,4.0,1967.0,5000,4,42.0,0,1,0,0,0,0,0,0,0,170,170,3,4,5,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,4,3,3,5,5,2,3,1,3.0,3.0,1,4,8,9,7,7,0.0,0.0,1,1,11000.0,2,2,1,2,1,0,0,0,0,0,2,3,1978.0,1956.0,1978.0,6.0,4.0,1.0,6000.0,4.0,0.0,0.0,-2,3,2,-2,1,1,2,2,3,4,2,3,3,1,1,3,3,3,5,3,3,3,1,3,95,96,97,98,94.0,95,97,95,96,3,10,8,2,2,2,4
2,31,86,129,2,-8,0,1,5.0,-2.0,-2,1,66.0,1,0,0,0,0,0,0,0,0,145,110,5,4,2,1,1.0,1,1,1,2,1,1,2,5,-8,5,5,5,5,2,5,-8,5,1,4,1,8.0,8.0,1,-8,-8,-8,-8,-8,0.0,0.0,2,2,-2.0,4,1,1,2,1,0,0,0,0,0,2,3,1964.0,1943.0,1964.0,1.0,1.0,1.0,-2.0,3.0,0.0,0.0,-2,1,2,-2,1,1,2,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,11,8,2,2,0,3
1,21,64,102,1,1,1,6,4.0,1977.0,20000,1,185.0,0,1,0,0,0,0,0,0,0,170,146,4,5,4,5,1.0,4,4,3,5,1,1,1,5,1,1,5,4,5,2,1,5,5,5,4,4,1.0,6.0,2,2,3,3,3,1,34.0,1.0,1,2,60000.0,4,2,1,2,1,0,0,0,0,0,1,7,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,1,13,1928,1,1,2,2,2,4,2,4,3,-8,-8,3,3,3,3,3,3,3,3,3,90,90,90,90,90.0,70,70,90,70,3,18,7,5,3,3,4
1,30,85,128,1,1,1,1,5.0,-2.0,10000,4,90.0,0,0,0,0,0,0,0,0,1,166,140,3,4,3,2,3.0,1,1,1,5,1,1,1,5,3,5,-8,4,4,5,1,5,5,1,5,1,8.0,8.0,1,1,6,7,5,3,0.0,0.0,2,2,18000.0,3,3,1,1,1,0,0,0,0,0,0,3,1979.0,1955.0,1979.0,3.0,1.0,2.0,8000.0,5.0,0.0,0.0,-2,1,2,-2,1,1,2,3,2,5,2,1,1,5,1,5,3,1,1,1,3,1,1,2,80,80,80,80,80.0,80,80,80,80,4,11,10,2,3,2,5
1,7,18,37,2,4,1,12,4.0,1993.0,26400,1,35.0,0,0,1,0,0,0,0,0,0,160,110,4,4,5,5,2.0,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,2,4,2,7.0,4.0,1,4,1,1,1,2,29.0,1.0,1,1,26400.0,3,1,1,2,1,0,0,0,0,0,0,3,1991.0,1967.0,1991.0,10.0,1.0,5.0,0.0,5.0,0.0,0.0,-2,1,-8,-2,1,4,-8,2,2,4,2,2,2,2,2,4,4,2,4,2,2,2,1,2,80,0,60,60,0.0,0,0,80,80,3,10,7,2,4,4,5
2,17,49,82,2,1,1,1,5.0,-2.0,80000,1,180.0,0,0,1,0,0,0,0,0,0,160,130,4,2,2,2,1.0,1,1,2,4,1,1,1,5,2,5,5,4,2,5,2,5,5,1,4,1,8.0,8.0,1,2,6,4,-8,3,0.0,0.0,1,1,8000.0,2,3,1,2,1,0,0,0,0,0,1,3,1975.0,1954.0,1975.0,4.0,4.0,2.0,20000.0,5.0,0.0,0.0,-2,-8,2,-2,1,1,2,2,3,5,2,4,4,4,4,5,5,2,-8,5,5,5,2,5,90,90,70,65,79.0,80,80,90,95,3,11,7,2,3,5,5
2,5,8,23,1,1,1,4,4.0,1960.0,10440,1,45.0,0,1,0,0,0,0,0,0,0,169,79,2,2,2,1,2.0,1,1,4,4,1,1,2,2,2,5,5,5,4,4,1,4,5,2,2,1,4.0,6.0,2,2,3,3,2,2,0.0,0.0,1,2,13440.0,1,2,1,2,1,0,0,0,0,0,0,7,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,3,3,2,-8,4,3,3,4,4,4,3,4,4,3,3,1,4,70,80,70,70,70.0,70,80,70,80,3,13,8,3,2,3,2
1,29,82,125,2,1,1,1,5.0,-2.0,20000,1,115.0,0,0,0,0,0,0,0,0,0,150,100,4,3,3,1,1.0,1,1,1,3,1,1,2,5,1,5,5,5,4,5,5,5,5,2,3,1,2.0,4.0,5,4,4,4,6,2,25.0,2.0,1,2,20000.0,1,3,1,2,1,0,0,0,0,0,0,7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,1,2,1943,1,1,1,3,2,3,2,4,4,4,3,5,3,3,3,3,3,3,1,5,90,90,90,90,90.0,90,90,90,90,3,9,7,2,4,3,4
2,28,81,121,1,1,0,3,4.0,1962.0,30000,1,240.0,0,0,1,0,0,0,0,0,0,154,100,3,4,2,2,1.0,2,2,3,5,1,2,1,5,3,4,4,3,3,4,2,5,5,4,4,2,3.0,3.0,1,4,5,3,5,4,0.0,0.0,1,2,40000.0,2,3,1,2,1,0,0,0,0,0,1,3,1973.0,1957.0,1973.0,1.0,1.0,2.0,10000.0,5.0,0.0,0.0,1913,3,5,-2,-8,1,16,2,2,3,2,4,3,4,4,5,3,2,3,3,3,3,2,4,70,50,50,70,60.0,70,80,70,80,3,10,8,2,2,4,4
1,4,7,21,1,1,-8,10,4.0,1978.0,50000,1,50.0,0,1,0,0,0,0,0,0,0,170,150,3,3,5,5,1.0,2,1,2,4,4,-8,2,5,5,3,5,4,3,5,5,5,2,2,3,2,3.0,6.0,1,2,3,4,3,4,0.0,0.0,1,2,-2.0,2,3,1,2,1,0,0,0,0,0,0,3,1984.0,1959.0,1984.0,6.0,1.0,5.0,0.0,5.0,0.0,0.0,1937,-8,-8,1940,1,1,5,3,2,2,2,3,2,-8,-8,3,2,2,4,1,2,2,1,2,79,70,70,70,70.0,70,70,70,70,4,13,10,3,3,5,3
