happiness,survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut
3,2,22,67,107,2,8,1,3,1985.0,3000,1,140.0,0,1,0,0,0,0,0,0,147,97,3,3,3,1,1.0,2,3,3,5,1,1,1,5,4,3,5,4,4,5,5,2,5,4,2,1,1.0,2.0,1,4,3,3,5,5,2.0,2,1,10000.0,5,2,1,2,1,0,0,0,0,0,4,3,1991.0,1967.0,1991.0,3.0,1.0,1.0,7000.0,5.0,0.0,0.0,1943,3,2,1947,3,2,3,2,4,2,5,4,4,3,5,4,3,4,4,-8,-8,2,5,90,90,65,70,70.0,80,80,70,80,3,10,7,2,2
4,1,9,21,43,1,1,1,6,1990.0,10000,1,150.0,0,0,0,0,0,0,0,0,178,150,4,4,4,1,1.0,1,1,1,3,3,2,3,5,4,5,5,4,4,5,5,5,3,3,3,1,3.0,3.0,1,2,3,-8,-8,-8,0.0,1,1,20000.0,4,3,1,2,1,0,0,0,0,0,1,3,2003.0,1984.0,2003.0,4.0,1.0,1.0,10000.0,2.0,0.0,0.0,-2,1,2,-2,1,2,3,2,3,3,4,4,3,3,4,3,3,4,3,3,-8,2,4,80,75,70,70,75.0,70,75,70,70,3,9,7,2,2
1,1,22,67,107,2,1,1,6,1963.0,20000,1,70.0,0,0,0,0,0,0,0,0,161,100,3,3,3,2,1.0,3,2,2,4,1,1,1,4,3,3,4,5,4,5,4,2,5,3,3,2,4.0,6.0,1,3,4,5,4,5,0.0,1,1,20000.0,1,2,1,2,1,0,0,0,0,0,0,7,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,2,16,1924,2,1,3,2,4,2,4,3,-8,-8,4,3,2,4,1,3,4,1,5,80,70,70,65,65.0,70,80,80,85,3,18,7,5,3
5,2,28,81,121,2,1,1,1,-2.0,6000,1,200.0,0,1,0,0,0,0,0,0,155,105,3,2,3,1,1.0,1,1,1,4,1,3,1,5,3,4,3,3,2,2,3,4,5,2,4,2,4.0,4.0,1,4,3,2,2,3,0.0,1,1,45000.0,2,2,1,2,1,0,0,0,0,0,1,3,1991.0,1967.0,1991.0,3.0,1.0,1.0,40000.0,1.0,3.0,1.0,1938,1,2,1942,1,2,2,3,4,2,4,5,4,4,5,4,2,4,4,4,4,2,4,70,80,80,60,70.0,70,60,70,70,3,9,7,2,2
4,1,10,27,50,2,1,1,6,1996.0,40000,2,300.0,0,0,0,1,0,0,0,0,163,110,4,3,3,2,1.0,2,2,2,4,2,1,2,5,3,4,4,3,4,4,3,4,3,2,3,3,5.0,6.0,2,4,7,5,8,4,1.0,1,2,100000.0,9,4,1,1,1,0,0,0,0,0,0,3,2008.0,1986.0,2008.0,6.0,2.0,2.0,20000.0,1.0,2.0,1.0,1962,4,9,1962,1,7,2,1,4,2,5,5,5,4,5,4,4,4,3,4,4,3,3,60,70,70,80,70.0,75,80,70,70,3,18,7,5,5
4,1,18,52,85,1,4,0,6,1991.0,20000,1,230.0,0,0,0,0,0,0,0,0,178,170,4,4,4,1,2.0,1,1,5,5,1,1,1,5,4,5,5,5,5,5,4,5,5,2,2,1,4.0,4.0,1,4,6,4,8,2,1.0,1,1,73300.0,-3,3,1,2,1,0,0,0,0,0,0,3,1997.0,1975.0,1997.0,4.0,1.0,1.0,20000.0,1.0,2.0,1.0,1949,3,2,1948,4,2,1,1,4,2,4,4,4,2,4,3,2,2,1,2,2,2,5,100,100,100,100,100.0,100,100,100,100,3,9,7,2,3
4,2,28,81,123,2,1,1,1,-2.0,800,1,230.0,0,1,0,0,0,0,0,0,148,115,4,3,3,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,3,2,1,7.0,7.0,2,2,2,1,2,1,0.0,1,2,20000.0,3,2,1,2,1,0,0,0,0,0,1,3,2001.0,1973.0,2001.0,3.0,1.0,1.0,15000.0,1.0,4.0,1.0,1932,1,2,1938,1,2,3,2,4,3,4,4,3,3,4,3,2,2,2,2,2,1,4,70,60,60,80,80.0,50,80,80,60,3,15,7,4,1
4,2,18,52,85,1,1,1,10,1982.0,6000,1,240.0,0,0,0,0,0,0,0,0,170,150,5,5,4,1,1.0,4,5,1,5,1,1,1,5,5,1,5,3,3,5,2,5,5,4,3,4,2.0,2.0,1,4,6,5,7,3,0.0,1,1,9000.0,2,4,1,2,1,0,0,0,0,0,3,3,1988.0,1967.0,1988.0,4.0,1.0,1.0,5000.0,3.0,0.0,0.0,1945,2,2,1946,7,9,1,2,3,2,5,5,5,5,5,5,3,4,3,4,-8,2,5,90,80,70,80,90.0,80,80,70,80,3,10,7,2,2
2,1,28,81,122,1,1,1,1,-2.0,0,1,97.0,0,0,1,0,0,0,0,0,155,112,3,3,3,1,1.0,1,1,1,2,1,1,3,5,5,5,5,4,4,5,5,5,5,3,4,1,2.0,5.0,2,3,2,2,3,2,0.0,2,2,30000.0,5,2,1,2,1,0,0,0,0,0,0,7,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,2,3,2,3,3,4,4,4,3,4,-8,2,-8,4,-8,-8,3,4,70,60,60,60,60.0,60,60,60,60,3,10,7,2,1
4,2,15,40,71,1,1,1,6,2006.0,90000,1,90.0,0,0,0,0,0,0,0,1,170,150,5,5,3,2,3.0,1,1,1,4,4,1,1,5,2,4,5,3,3,2,5,3,1,4,4,2,2.0,4.0,2,4,6,4,9,3,1.0,1,2,90000.0,3,2,0,2,1,0,0,0,0,0,0,3,2012.0,1990.0,2012.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,1960,4,2,1966,3,2,3,2,2,2,3,3,3,3,3,3,3,3,2,-8,3,5,2,80,90,60,60,50.0,50,50,60,70,3,18,7,5,5
4,2,16,46,78,2,1,1,7,2001.0,12000,1,80.0,0,1,0,0,0,0,0,0,150,80,3,4,4,1,1.0,1,2,1,4,5,1,1,3,3,4,4,4,3,1,1,5,1,3,4,3,2.0,2.0,2,4,4,3,5,3,1.0,1,1,30000.0,4,3,1,2,1,0,0,0,0,0,0,3,2001.0,1978.0,2001.0,4.0,1.0,1.0,18000.0,1.0,3.0,1.0,1943,3,2,1952,3,2,3,1,4,2,5,4,4,4,4,4,4,5,4,4,-8,3,5,90,60,60,60,70.0,70,70,80,80,3,10,7,2,3
4,1,22,66,106,1,1,1,6,-2.0,30000,1,20.0,0,0,0,0,0,0,0,1,172,140,5,4,4,1,2.0,1,1,1,4,3,1,1,5,4,4,4,4,2,4,4,4,2,4,3,2,2.0,2.0,1,2,3,3,-8,2,1.0,1,1,50000.0,3,2,1,2,1,0,0,0,0,0,0,3,-2.0,1979.0,-2.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,-2,1,2,-2,1,2,3,1,4,3,4,3,3,3,3,3,2,2,3,2,3,1,4,50,70,60,60,60.0,70,70,70,60,3,12,7,3,4
5,1,29,82,125,2,1,1,4,-1.0,20000,1,30.0,0,0,0,0,0,0,0,1,150,90,4,4,3,2,1.0,1,3,1,2,3,1,2,5,1,5,-8,-8,3,5,5,4,1,2,5,2,2.0,2.0,5,3,6,4,8,3,1.0,1,1,50000.0,3,2,0,2,1,0,0,0,0,0,0,3,2004.0,1986.0,2004.0,6.0,4.0,2.0,30000.0,1.0,3.0,1.0,1970,3,4,1974,1,15,2,1,4,2,4,4,4,4,5,5,4,4,3,2,2,2,4,80,78,90,90,90.0,90,90,90,95,3,17,7,4,3
4,2,22,65,104,2,8,1,2,-2.0,3000,1,100.0,0,0,0,0,0,0,0,0,158,98,3,3,3,1,1.0,1,1,2,4,1,1,1,5,3,5,5,4,4,5,2,5,5,3,3,1,3.0,3.0,2,4,2,1,3,1,1.0,1,1,30000.0,2,2,1,2,1,0,0,0,0,0,0,7,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,2,3,2,3,2,5,5,5,5,4,3,3,3,5,4,4,2,5,80,80,70,90,80.0,70,70,80,90,3,15,7,4,2
3,1,21,64,102,2,1,1,3,-2.0,15000,1,102.0,0,1,0,0,0,0,0,0,170,170,2,1,1,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,5,5,5,5,5,1,5,1,8.0,8.0,1,3,3,1,4,1,0.0,2,1,30000.0,2,2,1,2,1,0,0,0,0,0,2,3,1990.0,1969.0,1990.0,3.0,1.0,1.0,15000.0,4.0,0.0,0.0,1934,1,2,1936,1,2,2,1,2,4,1,1,1,1,5,4,1,-8,1,-8,-8,1,2,75,75,65,65,60.0,65,45,55,55,3,10,7,2,3
4,2,23,69,109,2,1,1,4,1966.0,720,1,80.0,0,0,1,0,0,0,0,0,150,85,2,3,3,1,1.0,1,1,1,2,1,1,2,5,4,5,5,5,5,5,5,5,5,3,2,1,1.0,6.0,1,4,1,4,1,3,0.0,1,1,4320.0,2,2,1,2,1,0,0,0,0,0,1,7,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924,1,2,1924,1,2,3,2,4,2,4,4,4,4,4,3,3,4,4,3,3,2,5,100,100,50,30,80.0,100,100,100,50,3,18,9,5,1
4,1,27,79,119,2,1,1,6,2015.0,0,2,50.0,0,0,0,1,0,0,0,0,168,110,5,5,5,2,1.0,3,3,1,4,4,1,4,4,4,2,5,4,4,1,4,5,2,2,2,5,7.0,6.0,2,4,4,8,5,5,0.0,1,2,50000.0,3,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,4,1,1972,7,9,2,2,3,2,4,4,3,3,5,3,5,5,4,3,-8,1,4,80,85,90,90,80.0,85,90,80,90,3,18,7,5,1
4,1,21,63,99,2,1,1,1,-2.0,30000,1,80.0,0,1,0,0,0,0,0,0,165,102,5,5,4,5,1.0,1,1,4,5,1,1,1,5,1,5,1,4,5,2,1,5,1,4,4,2,1.0,5.0,2,4,5,4,5,7,0.0,1,1,150000.0,4,4,1,2,1,0,0,0,0,0,2,3,1958.0,1933.0,1958.0,4.0,1.0,4.0,40000.0,5.0,0.0,0.0,-2,3,1,-2,1,15,1,2,4,2,3,3,-8,-8,4,4,2,4,3,4,-8,2,5,80,70,70,80,40.0,80,40,80,80,3,9,7,2,4
4,2,10,24,46,1,4,0,1,-2.0,10000,4,80.0,0,0,0,0,0,0,0,0,170,140,4,4,4,1,2.0,2,2,3,4,2,2,1,4,4,4,4,3,4,5,5,5,5,3,2,1,1.0,4.0,3,4,6,5,7,5,0.0,-1,1,10000.0,2,3,1,2,0,0,0,0,0,0,1,3,1982.0,1958.0,1982.0,1.0,1.0,1.0,5000.0,3.0,0.0,0.0,1927,-8,2,1937,-8,-8,2,2,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,80,70,80,60,80.0,90,70,80,90,3,15,7,4,2
4,1,7,18,40,1,1,1,4,1968.0,25000,4,34.0,0,0,0,0,0,0,0,0,167,130,4,4,4,2,1.0,2,2,1,4,3,3,1,5,3,2,5,3,3,4,1,5,4,2,5,3,6.0,3.0,1,3,1,1,1,1,0.0,1,1,60000.0,2,2,1,2,1,0,0,0,0,0,1,3,1981.0,1954.0,1981.0,4.0,1.0,2.0,24000.0,5.0,0.0,0.0,-2,1,1,-2,1,15,-8,1,4,2,3,3,-8,-8,4,4,3,4,3,3,-8,1,4,80,70,80,70,80.0,80,70,70,70,3,14,8,4,4
5,1,11,30,53,2,1,1,1,-2.0,600,1,100.0,0,0,1,0,0,0,0,0,160,90,4,3,5,1,1.0,1,1,1,3,1,1,2,5,5,5,-8,-8,5,5,3,4,5,4,4,1,1.0,1.0,1,4,4,3,4,1,0.0,1,1,8000.0,3,2,1,2,1,0,0,0,0,0,0,7,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910,1,2,1911,1,2,3,1,4,2,5,5,5,4,5,-8,3,-8,4,-8,-8,2,4,90,80,90,80,60.0,90,90,80,70,3,15,7,4,1
5,1,4,7,17,2,1,1,4,1976.0,20000,1,90.0,0,1,0,0,0,0,0,0,163,136,2,2,5,2,1.0,5,3,2,4,4,1,1,5,1,1,4,5,3,1,1,5,1,3,3,4,7.0,6.0,4,4,1,1,1,1,0.0,1,1,30000.0,2,2,2,2,1,0,0,0,0,0,1,3,1981.0,1958.0,1981.0,4.0,1.0,2.0,10000.0,1.0,4.0,1.0,1935,14,1,1935,4,1,3,1,5,2,3,-8,3,3,4,2,3,-8,4,2,-8,1,3,100,100,100,50,100.0,50,100,100,100,4,9,10,2,3
3,1,12,33,62,2,1,1,1,-2.0,-2,1,160.0,0,1,0,0,0,0,0,0,155,110,5,2,4,1,1.0,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,4,5,2,1,1,6.0,6.0,2,2,-8,-8,-8,-8,0.0,1,1,-2.0,2,3,1,2,0,0,0,0,0,0,-8,3,-2.0,1953.0,-2.0,-8.0,1.0,1.0,-2.0,1.0,5.0,1.0,-2,-8,-8,-2,-8,-8,3,1,-8,-8,5,5,5,5,5,-8,-8,-8,-8,-8,-8,1,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,13,8,3,0
4,1,17,48,80,1,1,1,12,-3.0,-3,4,116.0,0,1,0,0,0,0,0,0,170,160,5,5,3,4,1.0,4,4,4,3,4,1,2,3,3,1,4,3,3,1,2,3,1,3,3,3,3.0,2.0,4,3,5,5,5,5,-8.0,1,1,-3.0,3,3,1,1,0,0,0,0,0,0,1,3,1998.0,1970.0,1998.0,12.0,1.0,2.0,-3.0,1.0,3.0,1.0,-2,-8,2,-2,-8,2,2,2,4,2,5,5,-8,-8,5,5,4,5,4,4,5,4,4,99,95,-2,95,-2.0,95,98,80,90,3,12,7,3,0
4,1,1,1,3,1,1,1,5,1996.0,100000,1,40.0,0,0,0,0,0,0,0,1,168,110,4,5,5,2,2.0,2,2,1,5,5,2,1,4,3,4,5,3,3,4,5,5,1,3,4,2,2.0,2.0,2,3,5,4,6,4,1.0,1,2,120000.0,3,3,3,2,1,0,0,0,0,0,1,3,2006.0,1982.0,2006.0,5.0,1.0,2.0,20000.0,1.0,3.0,1.0,1955,4,5,1956,3,2,2,1,4,2,4,3,3,3,5,5,3,4,3,3,3,1,2,60,70,70,60,60.0,70,70,60,60,3,9,9,2,5
4,2,16,46,78,2,1,1,3,1989.0,20000,1,120.0,0,1,0,1,0,0,0,0,160,102,4,3,3,1,1.0,1,1,1,1,5,1,5,5,2,5,4,4,4,4,5,3,1,5,4,2,1.0,1.0,2,4,4,3,6,3,1.0,1,1,60000.0,5,3,3,1,1,0,0,0,0,0,1,3,1997.0,1978.0,1997.0,4.0,1.0,1.0,38000.0,1.0,2.0,1.0,1951,6,2,1951,3,2,2,1,4,3,5,4,4,3,5,4,2,5,3,3,3,1,5,76,67,56,67,68.0,78,66,65,64,3,15,7,4,3
4,1,22,67,107,2,1,1,12,2013.0,800,4,100.0,0,0,0,0,0,0,1,0,161,95,5,5,4,5,1.0,3,2,1,3,4,3,4,3,3,2,3,3,2,1,2,4,2,4,3,5,2.0,2.0,4,3,6,5,7,6,0.0,1,2,70000.0,1,4,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,12,1,1968,4,9,2,2,3,-8,4,3,3,3,5,-8,2,4,3,4,4,2,2,55,70,65,80,70.0,80,90,65,70,3,12,7,3,1
4,2,5,9,25,2,1,1,1,-2.0,0,1,80.0,0,0,1,0,0,0,0,0,160,80,5,5,5,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,5,5,5,5,5,2,4,1,4.0,4.0,1,4,2,1,2,1,0.0,1,2,50000.0,3,3,1,1,1,0,0,0,0,0,0,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,2,2,1,3,2,5,5,5,5,5,-8,5,4,4,-8,-8,2,5,100,100,100,100,100.0,100,100,100,100,3,11,8,2,1
4,1,4,7,17,1,1,1,4,1991.0,60000,1,95.0,0,0,0,0,0,0,0,1,164,134,4,5,3,1,3.0,1,2,1,3,4,1,2,5,4,3,4,4,4,4,3,5,1,2,4,2,5.0,4.0,4,3,3,1,6,7,1.0,2,2,90000.0,3,2,2,2,1,0,0,0,0,0,0,3,2004.0,1976.0,2004.0,10.0,1.0,4.0,50000.0,1.0,8.0,2.0,1942,3,1,-2,-8,16,3,1,4,2,4,4,4,4,4,4,4,4,5,4,5,4,3,60,60,40,40,50.0,40,50,60,60,4,16,10,4,5
3,2,9,23,45,1,1,0,3,-2.0,0,1,160.0,0,0,1,0,0,0,0,0,162,90,4,5,3,1,2.0,1,1,1,5,1,1,1,5,3,5,5,4,5,5,5,5,5,4,4,1,6.0,6.0,4,4,3,2,4,1,0.0,1,1,40000.0,3,3,1,1,1,0,0,0,0,0,1,7,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,8,-2,1,2,2,3,4,2,3,3,3,3,3,4,2,-8,4,2,-8,1,3,80,70,70,60,70.0,70,60,60,70,3,19,7,5,1
1,1,21,62,98,1,1,1,3,-2.0,25000,1,360.0,0,0,0,0,0,0,0,1,160,100,3,4,3,1,3.0,1,1,1,5,2,1,1,5,5,5,5,4,4,5,5,1,5,2,2,1,3.0,6.0,1,5,2,2,4,1,1.0,1,2,75000.0,3,2,0,2,1,0,0,0,0,0,1,3,1985.0,1963.0,1985.0,3.0,1.0,1.0,25000.0,1.0,2.0,1.0,-2,2,6,-2,1,15,3,3,3,-8,2,2,3,3,3,-8,3,-8,3,-8,-8,2,4,85,60,60,50,50.0,60,60,50,85,3,20,7,5,4
4,1,7,18,39,2,1,1,12,2012.0,10000,4,67.4,0,0,0,0,1,0,0,0,162,106,5,5,5,1,3.0,1,1,1,5,5,1,1,4,2,5,5,4,4,2,5,5,1,1,3,1,8.0,8.0,1,4,5,4,6,3,0.0,1,1,500000.0,3,3,0,2,1,0,0,0,0,0,0,3,2013.0,1989.0,2013.0,10.0,2.0,2.0,40000.0,1.0,3.0,1.0,1961,6,2,1962,3,2,2,2,4,2,2,2,-8,-8,4,4,3,3,2,-8,-8,1,2,80,80,80,80,80.0,80,75,80,80,3,18,8,5,2
4,2,29,84,127,1,1,1,4,1981.0,2500,1,200.0,0,0,0,0,0,0,0,0,172,116,4,5,3,1,1.0,2,3,5,5,1,4,1,5,3,4,5,4,3,2,4,4,5,4,4,2,3.0,6.0,1,4,1,1,2,1,0.0,1,1,20000.0,4,2,1,2,1,0,0,0,0,0,1,3,1986.0,1965.0,1986.0,1.0,1.0,1.0,2500.0,2.0,0.0,0.0,1936,3,2,1938,3,2,3,2,4,2,3,3,3,3,3,-8,3,3,4,3,3,1,5,75,85,80,80,80.0,80,80,80,75,3,8,7,2,2
4,1,12,32,57,1,1,1,12,2008.0,200000,4,69.0,0,0,0,0,0,0,0,0,174,148,4,5,5,4,3.0,4,2,4,3,5,1,2,4,4,4,4,4,2,2,2,5,1,4,4,4,5.0,3.0,5,3,5,3,6,6,1.0,1,1,200000.0,1,4,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958,6,9,1960,6,15,2,2,4,2,4,4,4,4,5,4,4,5,3,4,-8,3,4,60,60,50,60,60.0,60,60,60,60,3,19,7,5,5
5,1,24,71,111,1,1,1,9,1992.0,100000,1,150.0,0,0,0,0,0,0,0,0,171,120,5,5,5,2,1.0,2,2,1,5,5,5,1,5,1,3,5,4,3,5,5,5,1,4,4,4,5.0,3.0,3,4,6,6,7,4,1.0,1,1,120000.0,3,3,1,1,1,0,0,0,0,0,0,3,1999.0,1974.0,1999.0,4.0,1.0,2.0,20000.0,1.0,3.0,1.0,1939,3,1,1942,1,1,2,2,4,2,5,5,-8,-8,5,-8,5,5,3,-8,-8,4,1,60,60,80,90,90.0,60,70,-2,60,3,19,8,5,5
5,2,16,45,76,2,1,1,4,1983.0,60000,1,70.0,0,1,0,0,0,0,0,0,155,110,4,5,5,1,1.0,1,1,1,4,1,4,1,5,3,5,5,2,2,5,5,4,5,4,4,1,1.0,1.0,1,3,4,4,4,4,0.0,1,2,60000.0,4,3,3,2,1,0,0,0,0,0,1,3,1988.0,1966.0,1988.0,3.0,1.0,1.0,40000.0,2.0,0.0,0.0,-2,1,2,1940,1,2,2,1,4,2,4,4,2,5,4,4,4,4,4,-8,-8,1,4,80,80,80,80,-2.0,80,80,80,80,3,11,7,2,5
5,1,1,1,6,2,1,1,6,1958.0,32400,1,86.6,0,1,0,0,0,0,0,0,160,98,4,4,4,5,1.0,3,3,4,4,1,1,1,5,5,2,5,3,5,5,5,5,5,2,3,3,5.0,5.0,1,4,5,3,5,3,0.0,1,1,116400.0,1,4,1,2,1,0,0,0,0,0,1,3,1969.0,1941.0,1969.0,6.0,4.0,5.0,84000.0,5.0,0.0,0.0,-2,14,17,-2,14,17,2,2,4,2,4,3,4,4,4,3,3,4,3,3,3,1,4,90,90,80,90,80.0,90,90,90,90,3,15,8,4,4
4,1,22,66,106,2,1,1,4,-2.0,0,1,130.0,0,1,0,0,0,0,0,0,162,130,4,4,4,2,3.0,1,1,2,4,1,1,2,3,3,4,5,4,2,4,5,5,5,4,4,2,5.0,6.0,3,3,4,2,5,2,0.0,2,2,30000.0,3,2,1,2,1,0,0,0,0,0,2,3,2000.0,1964.0,2000.0,4.0,1.0,2.0,30000.0,5.0,0.0,0.0,-2,1,2,-2,1,2,3,2,3,3,2,2,3,3,4,3,4,3,2,2,-8,2,2,80,50,60,60,60.0,60,50,60,50,3,18,7,5,1
4,2,6,13,29,1,1,1,3,1956.0,780,1,120.0,0,0,0,0,0,0,0,0,155,120,4,4,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,3,1,1,3.0,3.0,1,4,3,2,4,1,0.0,1,2,1560.0,4,2,1,2,1,0,0,0,0,0,2,3,1962.0,1941.0,1962.0,1.0,1.0,1.0,780.0,4.0,0.0,0.0,-2,1,2,-2,1,2,2,2,3,2,4,4,5,5,5,5,4,4,5,4,4,3,4,79,78,78,79,85.0,85,84,86,84,3,14,8,4,1
5,1,1,1,8,2,1,1,4,1968.0,40800,1,60.0,0,1,0,0,0,0,0,0,160,102,4,4,4,2,1.0,4,2,5,5,5,5,1,3,3,1,2,3,2,3,1,2,1,4,4,3,1.0,1.0,5,4,6,6,5,4,0.0,1,1,40000.0,2,2,1,2,0,1,0,0,0,0,0,3,1980.0,1949.0,1980.0,10.0,4.0,2.0,43200.0,5.0,0.0,0.0,1919,4,16,1919,3,1,3,2,4,2,4,5,4,4,5,4,5,5,4,2,5,1,5,60,60,70,60,60.0,60,60,70,60,3,9,9,2,5
5,1,7,18,36,2,1,1,4,1975.0,26000,1,53.0,0,1,0,0,0,0,0,0,160,130,3,5,3,5,2.0,4,1,4,4,1,1,2,4,4,1,4,4,4,2,4,2,5,3,4,3,3.0,2.0,3,4,6,6,5,3,0.0,2,1,70000.0,2,3,1,2,1,0,0,0,0,0,0,3,1982.0,1953.0,1982.0,4.0,1.0,5.0,50000.0,5.0,0.0,0.0,-2,1,1,1937,1,1,2,2,4,2,4,4,4,4,4,4,5,4,3,4,5,1,3,95,80,60,70,65.0,70,75,80,80,3,10,8,2,4
3,1,19,57,91,2,1,1,4,1971.0,30000,1,40.0,0,0,0,0,0,0,0,0,159,150,2,1,4,5,1.0,2,2,4,5,1,1,1,5,5,4,2,4,4,2,3,5,5,2,2,2,4.0,6.0,1,1,5,4,3,3,0.0,1,1,50000.0,2,2,1,2,1,0,0,0,0,0,0,3,1980.0,1954.0,1980.0,4.0,1.0,5.0,20000.0,5.0,0.0,0.0,-2,3,1,-2,1,1,2,1,4,2,5,4,5,4,5,4,4,4,4,4,4,4,3,100,100,100,100,100.0,100,100,100,100,3,9,7,2,4
3,2,10,24,46,1,1,1,4,1977.0,7000,1,50.0,0,0,0,0,0,0,0,0,175,120,5,5,5,1,1.0,1,1,1,4,1,1,1,5,5,5,5,2,2,5,5,5,5,4,4,1,1.0,1.0,1,4,3,2,5,2,0.0,1,1,8000.0,2,2,1,2,1,0,0,0,0,0,2,3,-2.0,1959.0,-2.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,3,2,-2,1,2,2,3,4,2,5,5,5,5,5,4,5,4,3,3,3,2,5,100,100,90,90,90.0,90,80,80,80,3,11,7,2,2
4,1,15,39,70,1,1,1,4,-2.0,100000,1,90.0,0,0,0,0,0,0,0,1,165,130,3,5,3,1,1.0,1,1,1,3,2,2,1,5,5,5,5,5,3,5,5,1,5,2,1,1,7.0,3.0,1,1,5,3,6,3,1.0,1,1,100000.0,5,3,1,2,1,0,0,0,0,0,0,3,2000.0,1982.0,2000.0,4.0,1.0,1.0,60000.0,1.0,3.0,1.0,1947,3,2,1946,1,2,2,2,4,2,3,1,3,3,5,3,3,5,3,3,3,1,5,50,80,80,80,60.0,80,80,60,40,3,9,7,2,5
4,1,4,7,16,1,1,1,10,1952.0,80000,4,151.0,0,1,0,0,0,0,0,0,176,160,3,4,4,2,3.0,4,1,5,5,5,1,1,4,2,1,5,4,4,5,1,5,1,1,4,1,8.0,8.0,6,2,6,7,6,3,0.0,1,1,120000.0,2,3,1,2,0,1,0,0,0,0,0,3,1960.0,1948.0,1960.0,6.0,1.0,2.0,40000.0,5.0,0.0,0.0,1918,2,2,1919,2,2,2,2,4,3,4,2,4,2,4,4,3,4,2,4,4,1,3,70,70,60,60,60.0,60,60,70,70,4,10,10,2,5
3,1,19,57,92,2,1,1,6,1992.0,50000,1,63.0,0,0,0,0,0,0,0,0,155,98,4,3,2,1,2.0,1,1,1,5,4,5,2,3,3,3,3,3,4,4,4,4,1,3,5,3,7.0,6.0,4,1,4,3,5,3,1.0,1,1,150000.0,2,2,1,1,1,0,0,0,0,0,0,3,1999.0,1974.0,1999.0,5.0,1.0,2.0,50000.0,5.0,0.0,0.0,1941,3,2,-2,-8,2,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,4,60,40,60,60,60.0,60,60,60,60,3,19,7,5,5
4,1,16,46,77,2,1,1,3,-2.0,-2,1,98.0,1,0,0,0,0,0,0,0,160,120,5,4,4,5,2.0,2,2,1,4,3,1,1,5,3,4,5,4,3,2,3,5,3,3,3,2,2.0,5.0,1,2,5,4,7,3,1.0,1,2,60000.0,4,2,1,2,1,0,0,0,0,0,0,3,1995.0,1969.0,1995.0,4.0,1.0,4.0,35000.0,1.0,2.0,1.0,1948,1,2,1947,1,2,2,2,3,3,4,3,3,3,4,3,3,3,3,2,2,1,4,60,60,60,60,60.0,60,60,60,60,3,19,7,5,0
